gene	cls	ensembl_id	is_ohnolog_strict	is_ohnolog_interm	is_ohnolog_relaxed	n_ohnolog_partners	ohnolog_dup_time	youngest_node_rank	youngest_paralog_node	n_paralogs	has_2R_window_paralog	dup_mode	age_category
ZNF572	singleton	ENSG00000180938	False	False	True	1	Younger	18.0	Bilateria	50	False	WGD_ohnolog	pre2R_ancient
ZFAT	singleton	ENSG00000066827	False	False	False	0		18.0	Bilateria	38	False	SSD_dispersed	pre2R_ancient
ZNF623	singleton	ENSG00000183309	False	False	True	3	Vertebrata	18.0	Bilateria	176	False	WGD_ohnolog	pre2R_ancient
SCRT1	singleton	ENSG00000261678	False	False	False	0		16.0	Vertebrata	36	True	SSD_dispersed	2R_vertebrata
ZNF16	singleton	ENSG00000170631	False	False	False	0		18.0	Bilateria	176	False	SSD_dispersed	pre2R_ancient
GLIS3	singleton	ENSG00000107249	True	True	True	1	Vertebrata	18.0	Bilateria	14	False	WGD_ohnolog	pre2R_ancient
BNC2	singleton	ENSG00000173068	False	True	True	1	Vertebrata	16.0	Vertebrata	1	True	WGD_ohnolog	2R_vertebrata
KLF9	singleton	ENSG00000119138	True	True	True	5	Vertebrata	18.0	Bilateria	22	False	WGD_ohnolog	pre2R_ancient
ZNF367	singleton	ENSG00000165244	False	False	False	0		18.0	Bilateria	4	False	SSD_dispersed	pre2R_ancient
ZNF462	singleton	ENSG00000148143	False	False	True	2	Vertebrata	18.0	Bilateria	7	False	WGD_ohnolog	pre2R_ancient
KLF4	singleton	ENSG00000136826	False	False	True	1	Vertebrata	18.0	Bilateria	22	False	WGD_ohnolog	pre2R_ancient
ZNF883	singleton	ENSG00000228623	False	False	False	0		16.0	Vertebrata	176	True	SSD_dispersed	2R_vertebrata
ZNF618	singleton	ENSG00000157657	False	False	False	0		17.0	Chordata	2	False	SSD_dispersed	pre2R_ancient
PRDM12	singleton	ENSG00000130711	False	False	False	0		18.0	Bilateria	28	False	SSD_dispersed	pre2R_ancient
GFI1B	singleton	ENSG00000165702	True	True	True	1	Vertebrata	18.0	Bilateria	28	False	WGD_ohnolog	pre2R_ancient
YY2	singleton	ENSG00000230797	True	True	True	2	Younger	18.0	Bilateria	2	False	WGD_ohnolog	pre2R_ancient
ZNF645	singleton	ENSG00000175809	False	False	False	0		10.0	Theria	1	False	SSD_dispersed	post2R_young
ZFX	singleton	ENSG00000005889	False	False	False	0		8.0	Boreoeutheria	38	False	SSD_dispersed	post2R_young
KLF8	singleton	ENSG00000102349	True	True	True	2	Vertebrata	18.0	Bilateria	22	False	WGD_ohnolog	pre2R_ancient
ZXDB	singleton	ENSG00000198455	True	True	True	1	Vertebrata	3.0	Hominoidea	14	False	WGD_ohnolog	post2R_young
ZXDA	singleton	ENSG00000198205	True	True	True	1	Vertebrata	3.0	Hominoidea	14	False	WGD_ohnolog	post2R_young
ZNF711	singleton	ENSG00000147180	False	False	False	0		18.0	Bilateria	38	False	SSD_dispersed	pre2R_ancient
CPXCR1	singleton	ENSG00000147183	False	False	False	0				0	False	SSD_dispersed	no_paralog_node
ZMAT1	singleton	ENSG00000166432	False	False	False	0		18.0	Bilateria	9	False	SSD_dispersed	pre2R_ancient
ZNF280C	singleton	ENSG00000056277	True	True	True	1	Vertebrata	18.0	Bilateria	28	False	WGD_ohnolog	pre2R_ancient
ZIC3	singleton	ENSG00000156925	True	True	True	4	Vertebrata	18.0	Bilateria	14	False	WGD_ohnolog	pre2R_ancient
ZNF275	singleton	ENSG00000063587	False	False	False	0		15.0	Euteleostomi	176	True	SSD_dispersed	2R_vertebrata
ZFY	singleton	ENSG00000067646	False	False	False	0		8.0	Boreoeutheria	38	False	SSD_dispersed	post2R_young
ZNF653	singleton	ENSG00000161914	False	False	False	0		19.0	Opisthokonta	36	False	SSD_dispersed	pre2R_ancient
ZNF524	singleton	ENSG00000171443	False	False	False	0		18.0	Bilateria	28	False	SSD_dispersed	pre2R_ancient
PATZ1	singleton	ENSG00000100105	False	False	False	0		19.0	Opisthokonta	36	False	SSD_dispersed	pre2R_ancient
ZBTB24	singleton	ENSG00000112365	False	False	False	0		18.0	Bilateria	36	False	SSD_dispersed	pre2R_ancient
ZNF512	singleton	ENSG00000243943	False	False	False	0		18.0	Bilateria	2	False	SSD_dispersed	pre2R_ancient
ZNF277	singleton	ENSG00000198839	False	False	False	0				0	False	SSD_dispersed	no_paralog_node
ZEB1	singleton	ENSG00000148516	True	True	True	1	Vertebrata	16.0	Vertebrata	1	True	WGD_ohnolog	2R_vertebrata
ZFHX3	singleton	ENSG00000140836	True	True	True	2	Vertebrata	18.0	Bilateria	20	False	WGD_ohnolog	pre2R_ancient
ZEB2	singleton	ENSG00000169554	True	True	True	1	Vertebrata	16.0	Vertebrata	1	True	WGD_ohnolog	2R_vertebrata
ZFHX4	singleton	ENSG00000091656	True	True	True	2	Vertebrata	18.0	Bilateria	20	False	WGD_ohnolog	pre2R_ancient
ZNF541	singleton	ENSG00000118156	True	True	True	2	Vertebrata	18.0	Bilateria	5	False	WGD_ohnolog	pre2R_ancient
TRERF1	singleton	ENSG00000124496	True	True	True	2	Vertebrata	18.0	Bilateria	5	False	WGD_ohnolog	pre2R_ancient
MBNL2	singleton	ENSG00000139793	True	True	True	2	Vertebrata	16.0	Vertebrata	2	True	WGD_ohnolog	2R_vertebrata
ZC3H8	singleton	ENSG00000144161	False	False	False	0		18.0	Bilateria	2	False	SSD_dispersed	pre2R_ancient
ZGPAT	singleton	ENSG00000197114	False	False	False	0		18.0	Bilateria	2	False	SSD_dispersed	pre2R_ancient
TIGD3	singleton	ENSG00000173825	False	False	False	0		19.0	Opisthokonta	11	False	SSD_dispersed	pre2R_ancient
JRKL	singleton	ENSG00000183340	False	False	False	0		19.0	Opisthokonta	11	False	SSD_dispersed	pre2R_ancient
TIGD7	singleton	ENSG00000140993	False	False	False	0		19.0	Opisthokonta	11	False	SSD_dispersed	pre2R_ancient
CENPBD1	singleton	ENSG00000177946	False	False	False	0				0	False	SSD_dispersed	no_paralog_node
TIGD1	singleton	ENSG00000221944	False	False	False	0		19.0	Opisthokonta	11	False	SSD_dispersed	pre2R_ancient
CENPB	singleton	ENSG00000125817	False	False	False	0		19.0	Opisthokonta	11	False	SSD_dispersed	pre2R_ancient
TIGD2	singleton	ENSG00000180346	False	False	False	0		19.0	Opisthokonta	11	False	SSD_dispersed	pre2R_ancient
TIGD4	singleton	ENSG00000169989	False	False	False	0		19.0	Opisthokonta	11	False	SSD_dispersed	pre2R_ancient
TIGD6	singleton	ENSG00000164296	False	False	False	0		19.0	Opisthokonta	11	False	SSD_dispersed	pre2R_ancient
JRK	singleton	ENSG00000234616	False	False	False	0		19.0	Opisthokonta	11	False	SSD_dispersed	pre2R_ancient
TIGD5	singleton	ENSG00000179886	False	False	False	0				0	False	SSD_dispersed	no_paralog_node
CAMTA1	singleton	ENSG00000171735	True	True	True	1	Vertebrata	18.0	Bilateria	1	False	WGD_ohnolog	pre2R_ancient
CAMTA2	singleton	ENSG00000108509	True	True	True	1	Vertebrata	18.0	Bilateria	1	False	WGD_ohnolog	pre2R_ancient
RBPJL	singleton	ENSG00000124232	False	False	False	0		17.0	Chordata	1	False	SSD_dispersed	pre2R_ancient
RBPJ	singleton	ENSG00000168214	False	False	False	0		17.0	Chordata	1	False	SSD_dispersed	pre2R_ancient
CUX2	singleton	ENSG00000111249	True	True	True	1	Vertebrata	19.0	Opisthokonta	1	False	WGD_ohnolog	pre2R_ancient
ONECUT1	singleton	ENSG00000169856	True	True	True	2	Vertebrata	16.0	Vertebrata	2	True	WGD_ohnolog	2R_vertebrata
ONECUT2	singleton	ENSG00000119547	True	True	True	2	Vertebrata	16.0	Vertebrata	1	True	WGD_ohnolog	2R_vertebrata
ONECUT3	singleton	ENSG00000205922	True	True	True	2	Vertebrata	16.0	Vertebrata	1	True	WGD_ohnolog	2R_vertebrata
SATB2	singleton	ENSG00000119042	False	False	False	0		16.0	Vertebrata	1	True	SSD_dispersed	2R_vertebrata
SATB1	singleton	ENSG00000182568	False	False	False	0		16.0	Vertebrata	1	True	SSD_dispersed	2R_vertebrata
CUX1	singleton	ENSG00000257923	True	True	True	1	Vertebrata	19.0	Opisthokonta	1	False	WGD_ohnolog	pre2R_ancient
TET1	singleton	ENSG00000138336	True	True	True	2	Vertebrata	17.0	Chordata	2	False	WGD_ohnolog	pre2R_ancient
KDM2A	singleton	ENSG00000173120	True	True	True	2	Vertebrata	19.0	Opisthokonta	4	False	WGD_ohnolog	pre2R_ancient
KDM2B	singleton	ENSG00000089094	True	True	True	2	Vertebrata	19.0	Opisthokonta	4	False	WGD_ohnolog	pre2R_ancient
FBXL19	singleton	ENSG00000099364	True	True	True	2	Vertebrata	19.0	Opisthokonta	15	False	WGD_ohnolog	pre2R_ancient
CXXC1	singleton	ENSG00000154832	False	False	False	0		18.0	Bilateria	1	False	SSD_dispersed	pre2R_ancient
DNMT1	singleton	ENSG00000130816	False	False	False	0		18.0	Bilateria	1	False	SSD_dispersed	pre2R_ancient
TET3	singleton	ENSG00000187605	True	True	True	2	Vertebrata	17.0	Chordata	2	False	WGD_ohnolog	pre2R_ancient
CXXC4	singleton	ENSG00000168772	False	False	True	1	Vertebrata			0	False	WGD_ohnolog	no_paralog_node
CXXC5	singleton	ENSG00000171604	False	False	True	1	Vertebrata			0	False	WGD_ohnolog	no_paralog_node
KMT2A	singleton	ENSG00000118058	True	True	True	1	Vertebrata	19.0	Opisthokonta	19	False	WGD_ohnolog	pre2R_ancient
KMT2B	singleton	ENSG00000272333	True	True	True	1	Vertebrata	19.0	Opisthokonta	19	False	WGD_ohnolog	pre2R_ancient
DMRTA2	singleton	ENSG00000142700	False	False	False	0		18.0	Bilateria	8	False	SSD_dispersed	pre2R_ancient
DMRTB1	singleton	ENSG00000143006	False	False	False	0		18.0	Bilateria	8	False	SSD_dispersed	pre2R_ancient
DMRTC2	singleton	ENSG00000142025	False	False	False	0		18.0	Bilateria	8	False	SSD_dispersed	pre2R_ancient
DMRTA1	singleton	ENSG00000176399	False	False	False	0		18.0	Bilateria	8	False	SSD_dispersed	pre2R_ancient
E2F2	singleton	ENSG00000007968	True	True	True	3	Vertebrata	18.0	Bilateria	7	False	WGD_ohnolog	pre2R_ancient
E2F8	singleton	ENSG00000129173	True	True	True	1	Vertebrata	18.0	Bilateria	7	False	WGD_ohnolog	pre2R_ancient
E2F7	singleton	ENSG00000165891	True	True	True	1	Vertebrata	18.0	Bilateria	7	False	WGD_ohnolog	pre2R_ancient
TFDP1	singleton	ENSG00000198176	True	True	True	1	Vertebrata	18.0	Bilateria	2	False	WGD_ohnolog	pre2R_ancient
E2F4	singleton	ENSG00000205250	True	True	True	1	Vertebrata	18.0	Bilateria	7	False	WGD_ohnolog	pre2R_ancient
E2F6	singleton	ENSG00000169016	True	True	True	3	Vertebrata	18.0	Bilateria	7	False	WGD_ohnolog	pre2R_ancient
E2F1	singleton	ENSG00000101412	True	True	True	3	Vertebrata	18.0	Bilateria	7	False	WGD_ohnolog	pre2R_ancient
TFDP2	singleton	ENSG00000114126	True	True	True	2	Vertebrata	18.0	Bilateria	2	False	WGD_ohnolog	pre2R_ancient
E2F3	singleton	ENSG00000112242	True	True	True	3	Vertebrata	18.0	Bilateria	7	False	WGD_ohnolog	pre2R_ancient
E2F5	singleton	ENSG00000133740	True	True	True	1	Vertebrata	18.0	Bilateria	7	False	WGD_ohnolog	pre2R_ancient
TFDP3	singleton	ENSG00000183434	True	True	True	1	Vertebrata	18.0	Bilateria	2	False	WGD_ohnolog	pre2R_ancient
EBF3	singleton	ENSG00000108001	True	True	True	3	Vertebrata	16.0	Vertebrata	3	True	WGD_ohnolog	2R_vertebrata
EBF4	singleton	ENSG00000088881	True	True	True	3	Vertebrata	16.0	Vertebrata	3	True	WGD_ohnolog	2R_vertebrata
EBF1	singleton	ENSG00000164330	True	True	True	3	Vertebrata	16.0	Vertebrata	3	True	WGD_ohnolog	2R_vertebrata
EBF2	singleton	ENSG00000221818	True	True	True	3	Vertebrata	16.0	Vertebrata	3	True	WGD_ohnolog	2R_vertebrata
ELK4	singleton	ENSG00000158711	False	False	False	0		18.0	Bilateria	28	False	SSD_dispersed	pre2R_ancient
SPI1	singleton	ENSG00000066336	False	False	True	1	Vertebrata	18.0	Bilateria	28	False	WGD_ohnolog	pre2R_ancient
ETV6	singleton	ENSG00000139083	False	True	True	1	Vertebrata	18.0	Bilateria	28	False	WGD_ohnolog	pre2R_ancient
ELK3	singleton	ENSG00000111145	False	False	False	0		18.0	Bilateria	28	False	SSD_dispersed	pre2R_ancient
SPIC	singleton	ENSG00000166211	False	False	True	1	Vertebrata	18.0	Bilateria	28	False	WGD_ohnolog	pre2R_ancient
ELF1	singleton	ENSG00000120690	True	True	True	2	Vertebrata	18.0	Bilateria	28	False	WGD_ohnolog	pre2R_ancient
ETV4	singleton	ENSG00000175832	True	True	True	2	Vertebrata	18.0	Bilateria	28	False	WGD_ohnolog	pre2R_ancient
ETV2	singleton	ENSG00000105672	False	False	False	0		18.0	Bilateria	28	False	SSD_dispersed	pre2R_ancient
ERF	singleton	ENSG00000105722	False	False	True	2	Vertebrata	18.0	Bilateria	28	False	WGD_ohnolog	pre2R_ancient
SPIB	singleton	ENSG00000269404	False	False	False	0		18.0	Bilateria	28	False	SSD_dispersed	pre2R_ancient
FEV	singleton	ENSG00000163497	False	False	False	0		18.0	Bilateria	28	False	SSD_dispersed	pre2R_ancient
GABPA	singleton	ENSG00000154727	False	False	False	0		18.0	Bilateria	28	False	SSD_dispersed	pre2R_ancient
ETV5	singleton	ENSG00000244405	True	True	True	2	Vertebrata	18.0	Bilateria	28	False	WGD_ohnolog	pre2R_ancient
ELF2	singleton	ENSG00000109381	True	True	True	2	Vertebrata	18.0	Bilateria	28	False	WGD_ohnolog	pre2R_ancient
SPDEF	singleton	ENSG00000124664	False	False	False	0		18.0	Bilateria	28	False	SSD_dispersed	pre2R_ancient
ETV7	singleton	ENSG00000010030	False	True	True	1	Vertebrata	18.0	Bilateria	28	False	WGD_ohnolog	pre2R_ancient
ETV1	singleton	ENSG00000006468	True	True	True	2	Vertebrata	18.0	Bilateria	28	False	WGD_ohnolog	pre2R_ancient
ELK1	singleton	ENSG00000126767	False	False	False	0		18.0	Bilateria	28	False	SSD_dispersed	pre2R_ancient
ELF4	singleton	ENSG00000102034	True	True	True	2	Vertebrata	18.0	Bilateria	28	False	WGD_ohnolog	pre2R_ancient
FOXO6	singleton	ENSG00000204060	True	True	True	3	Vertebrata	19.0	Opisthokonta	41	False	WGD_ohnolog	pre2R_ancient
FOXJ3	singleton	ENSG00000198815	False	True	True	1	Vertebrata	19.0	Opisthokonta	41	False	WGD_ohnolog	pre2R_ancient
FOXD3	singleton	ENSG00000187140	True	True	True	2	Vertebrata	15.0	Euteleostomi	41	True	WGD_ohnolog	2R_vertebrata
FOXI2	singleton	ENSG00000186766	True	True	True	1	Vertebrata	19.0	Opisthokonta	41	False	WGD_ohnolog	pre2R_ancient
FOXR1	singleton	ENSG00000176302	False	False	True	1	Vertebrata	19.0	Opisthokonta	41	False	WGD_ohnolog	pre2R_ancient
FOXM1	singleton	ENSG00000111206	False	False	False	0		19.0	Opisthokonta	41	False	SSD_dispersed	pre2R_ancient
FOXJ2	singleton	ENSG00000065970	False	True	True	1	Vertebrata	19.0	Opisthokonta	41	False	WGD_ohnolog	pre2R_ancient
FOXN4	singleton	ENSG00000139445	True	True	True	3	Vertebrata	17.0	Chordata	2	False	WGD_ohnolog	pre2R_ancient
FOXO1	singleton	ENSG00000150907	True	True	True	3	Vertebrata	19.0	Opisthokonta	41	False	WGD_ohnolog	pre2R_ancient
FOXG1	singleton	ENSG00000176165	False	False	False	0		18.0	Bilateria	4	False	SSD_dispersed	pre2R_ancient
FOXA1	singleton	ENSG00000129514	False	True	True	2	Vertebrata	19.0	Opisthokonta	41	False	WGD_ohnolog	pre2R_ancient
FOXN3	singleton	ENSG00000053254	True	True	True	1	Vertebrata	17.0	Chordata	2	False	WGD_ohnolog	pre2R_ancient
FOXB1	singleton	ENSG00000171956	False	True	True	1	Vertebrata	19.0	Opisthokonta	41	False	WGD_ohnolog	pre2R_ancient
FOXF1	singleton	ENSG00000103241	True	True	True	1	Vertebrata	19.0	Opisthokonta	41	False	WGD_ohnolog	pre2R_ancient
FOXN1	singleton	ENSG00000109101	True	True	True	1	Vertebrata	19.0	Opisthokonta	41	False	WGD_ohnolog	pre2R_ancient
FOXJ1	singleton	ENSG00000129654	False	False	False	0		19.0	Opisthokonta	41	False	SSD_dispersed	pre2R_ancient
FOXK2	singleton	ENSG00000141568	True	True	True	1	Vertebrata	19.0	Opisthokonta	41	False	WGD_ohnolog	pre2R_ancient
FOXA3	singleton	ENSG00000170608	True	True	True	2	Vertebrata	19.0	Opisthokonta	41	False	WGD_ohnolog	pre2R_ancient
FOXN2	singleton	ENSG00000170802	True	True	True	1	Vertebrata	17.0	Chordata	2	False	WGD_ohnolog	pre2R_ancient
FOXI3	singleton	ENSG00000214336	True	True	True	1	Vertebrata	19.0	Opisthokonta	41	False	WGD_ohnolog	pre2R_ancient
FOXD4L1	singleton	ENSG00000184492	False	False	True	1	Vertebrata	4.0	Catarrhini	41	False	WGD_ohnolog	post2R_young
FOXA2	singleton	ENSG00000125798	True	True	True	2	Vertebrata	19.0	Opisthokonta	41	False	WGD_ohnolog	pre2R_ancient
FOXS1	singleton	ENSG00000179772	False	False	False	0		19.0	Opisthokonta	41	False	SSD_dispersed	pre2R_ancient
FOXP1	singleton	ENSG00000114861	False	False	False	0		19.0	Opisthokonta	41	False	SSD_dispersed	pre2R_ancient
FOXL2	singleton	ENSG00000183770	False	False	False	0		19.0	Opisthokonta	41	False	SSD_dispersed	pre2R_ancient
FOXD1	singleton	ENSG00000251493	False	False	False	0		15.0	Euteleostomi	41	True	SSD_dispersed	2R_vertebrata
FOXI1	singleton	ENSG00000168269	True	True	True	2	Vertebrata	18.0	Bilateria	4	False	WGD_ohnolog	pre2R_ancient
FOXP4	singleton	ENSG00000137166	False	False	False	0		18.0	Bilateria	4	False	SSD_dispersed	pre2R_ancient
FOXO3	singleton	ENSG00000118689	True	True	True	3	Vertebrata	19.0	Opisthokonta	41	False	WGD_ohnolog	pre2R_ancient
FOXK1	singleton	ENSG00000164916	True	True	True	1	Vertebrata	19.0	Opisthokonta	41	False	WGD_ohnolog	pre2R_ancient
FOXP2	singleton	ENSG00000128573	False	False	False	0		18.0	Bilateria	4	False	SSD_dispersed	pre2R_ancient
FOXH1	singleton	ENSG00000160973	False	False	False	0		19.0	Opisthokonta	41	False	SSD_dispersed	pre2R_ancient
FOXD4	singleton	ENSG00000170122	False	False	False	0		1.0	Homininae	41	False	SSD_dispersed	post2R_young
FOXD4L6	singleton	ENSG00000273514	False	False	False	0		0.0	Homo sapiens	41	False	SSD_dispersed	post2R_young
FOXD4L5	singleton	ENSG00000204779	False	False	False	0		0.0	Homo sapiens	41	False	SSD_dispersed	post2R_young
FOXD4L4	singleton	ENSG00000184659	False	False	False	0		0.0	Homo sapiens	41	False	SSD_dispersed	post2R_young
FOXD4L3	singleton	ENSG00000187559	False	False	False	0		0.0	Homo sapiens	41	False	SSD_dispersed	post2R_young
FOXB2	singleton	ENSG00000204612	False	True	True	1	Vertebrata	19.0	Opisthokonta	41	False	WGD_ohnolog	pre2R_ancient
FOXE1	singleton	ENSG00000178919	False	False	False	0		19.0	Opisthokonta	41	False	SSD_dispersed	pre2R_ancient
FOXP3	singleton	ENSG00000049768	False	False	False	0		19.0	Opisthokonta	41	False	SSD_dispersed	pre2R_ancient
FOXR2	singleton	ENSG00000189299	False	False	True	1	Vertebrata	19.0	Opisthokonta	41	False	WGD_ohnolog	pre2R_ancient
FOXO4	singleton	ENSG00000184481	True	True	True	3	Vertebrata	19.0	Opisthokonta	41	False	WGD_ohnolog	pre2R_ancient
GATAD2B	singleton	ENSG00000143614	True	True	True	1	Vertebrata			0	False	WGD_ohnolog	no_paralog_node
GATA3	singleton	ENSG00000107485	True	True	True	2	Vertebrata	19.0	Opisthokonta	7	False	WGD_ohnolog	pre2R_ancient
GATA6	singleton	ENSG00000141448	False	True	True	2	Vertebrata	19.0	Opisthokonta	7	False	WGD_ohnolog	pre2R_ancient
ZGLP1	singleton	ENSG00000220201	False	False	False	0		19.0	Opisthokonta	7	False	SSD_dispersed	pre2R_ancient
GATAD2A	singleton	ENSG00000167491	True	True	True	1	Vertebrata			0	False	WGD_ohnolog	no_paralog_node
GATA5	singleton	ENSG00000130700	False	True	True	2	Vertebrata	19.0	Opisthokonta	7	False	WGD_ohnolog	pre2R_ancient
GATA2	singleton	ENSG00000179348	True	True	True	2	Vertebrata	19.0	Opisthokonta	7	False	WGD_ohnolog	pre2R_ancient
GATA4	singleton	ENSG00000136574	False	True	True	2	Vertebrata	19.0	Opisthokonta	7	False	WGD_ohnolog	pre2R_ancient
TRPS1	singleton	ENSG00000104447	False	False	False	0		19.0	Opisthokonta	7	False	SSD_dispersed	pre2R_ancient
GATA1	singleton	ENSG00000102145	True	True	True	2	Vertebrata	19.0	Opisthokonta	7	False	WGD_ohnolog	pre2R_ancient
GCM2	singleton	ENSG00000124827	False	False	True	1	Vertebrata			0	False	WGD_ohnolog	no_paralog_node
GCM1	singleton	ENSG00000137270	False	False	True	1	Vertebrata			0	False	WGD_ohnolog	no_paralog_node
GTF2IRD2	singleton	ENSG00000196275	False	False	False	0		0.0	Homo sapiens	18	False	SSD_dispersed	post2R_young
GTF2IRD2B	singleton	ENSG00000174428	False	False	False	0		0.0	Homo sapiens	18	False	SSD_dispersed	post2R_young
GRHL3	singleton	ENSG00000158055	True	True	True	2	Vertebrata	18.0	Bilateria	5	False	WGD_ohnolog	pre2R_ancient
TFCP2	singleton	ENSG00000135457	True	True	True	2	Vertebrata	18.0	Bilateria	5	False	WGD_ohnolog	pre2R_ancient
GRHL1	singleton	ENSG00000134317	True	True	True	2	Vertebrata	18.0	Bilateria	5	False	WGD_ohnolog	pre2R_ancient
TFCP2L1	singleton	ENSG00000115112	True	True	True	2	Vertebrata	18.0	Bilateria	5	False	WGD_ohnolog	pre2R_ancient
UBP1	singleton	ENSG00000153560	True	True	True	2	Vertebrata	18.0	Bilateria	5	False	WGD_ohnolog	pre2R_ancient
GRHL2	singleton	ENSG00000083307	True	True	True	2	Vertebrata	18.0	Bilateria	5	False	WGD_ohnolog	pre2R_ancient
SOX13	singleton	ENSG00000143842	True	True	True	1	Vertebrata	18.0	Bilateria	20	False	WGD_ohnolog	pre2R_ancient
TCF7L2	singleton	ENSG00000148737	True	True	True	3	Vertebrata	18.0	Bilateria	3	False	WGD_ohnolog	pre2R_ancient
SOX6	singleton	ENSG00000110693	False	False	False	0		18.0	Bilateria	20	False	SSD_dispersed	pre2R_ancient
SOX5	singleton	ENSG00000134532	True	True	True	1	Vertebrata	18.0	Bilateria	20	False	WGD_ohnolog	pre2R_ancient
SOX21	singleton	ENSG00000125285	True	True	True	1	Vertebrata	18.0	Bilateria	20	False	WGD_ohnolog	pre2R_ancient
SOX1	singleton	ENSG00000182968	True	True	True	2	Vertebrata	18.0	Bilateria	20	False	WGD_ohnolog	pre2R_ancient
HMG20A	singleton	ENSG00000140382	True	True	True	1	Vertebrata	18.0	Bilateria	20	False	WGD_ohnolog	pre2R_ancient
SOX8	singleton	ENSG00000005513	True	True	True	2	Vertebrata	18.0	Bilateria	20	False	WGD_ohnolog	pre2R_ancient
SOX15	singleton	ENSG00000129194	False	False	False	0		18.0	Bilateria	20	False	SSD_dispersed	pre2R_ancient
SOX9	singleton	ENSG00000125398	True	True	True	2	Vertebrata	18.0	Bilateria	20	False	WGD_ohnolog	pre2R_ancient
HMG20B	singleton	ENSG00000064961	True	True	True	1	Vertebrata	18.0	Bilateria	20	False	WGD_ohnolog	pre2R_ancient
CIC	singleton	ENSG00000079432	False	False	False	0		18.0	Bilateria	1	False	SSD_dispersed	pre2R_ancient
SOX11	singleton	ENSG00000176887	True	True	True	2	Vertebrata	18.0	Bilateria	20	False	WGD_ohnolog	pre2R_ancient
TCF7L1	singleton	ENSG00000152284	True	True	True	3	Vertebrata	18.0	Bilateria	3	False	WGD_ohnolog	pre2R_ancient
SOX12	singleton	ENSG00000177732	False	True	True	2	Vertebrata	18.0	Bilateria	20	False	WGD_ohnolog	pre2R_ancient
SOX18	singleton	ENSG00000203883	True	True	True	3	Vertebrata	18.0	Bilateria	20	False	WGD_ohnolog	pre2R_ancient
SOX10	singleton	ENSG00000100146	True	True	True	2	Vertebrata	18.0	Bilateria	20	False	WGD_ohnolog	pre2R_ancient
BBX	singleton	ENSG00000114439	False	False	False	0		18.0	Bilateria	1	False	SSD_dispersed	pre2R_ancient
SOX14	singleton	ENSG00000168875	True	True	True	1	Vertebrata	18.0	Bilateria	20	False	WGD_ohnolog	pre2R_ancient
SOX2	singleton	ENSG00000181449	True	True	True	2	Vertebrata	18.0	Bilateria	20	False	WGD_ohnolog	pre2R_ancient
LEF1	singleton	ENSG00000138795	True	True	True	3	Vertebrata	18.0	Bilateria	3	False	WGD_ohnolog	pre2R_ancient
TCF7	singleton	ENSG00000081059	True	True	True	3	Vertebrata	18.0	Bilateria	3	False	WGD_ohnolog	pre2R_ancient
SOX30	singleton	ENSG00000039600	False	False	False	0		18.0	Bilateria	20	False	SSD_dispersed	pre2R_ancient
SOX4	singleton	ENSG00000124766	True	True	True	2	Vertebrata	18.0	Bilateria	20	False	WGD_ohnolog	pre2R_ancient
HMGN3	singleton	ENSG00000118418	False	False	False	0		15.0	Euteleostomi	3	True	SSD_dispersed	2R_vertebrata
HBP1	singleton	ENSG00000105856	False	False	False	0				0	False	SSD_dispersed	no_paralog_node
SOX7	singleton	ENSG00000171056	True	True	True	2	Vertebrata	18.0	Bilateria	20	False	WGD_ohnolog	pre2R_ancient
SOX17	singleton	ENSG00000164736	True	True	True	3	Vertebrata	18.0	Bilateria	20	False	WGD_ohnolog	pre2R_ancient
SOX3	singleton	ENSG00000134595	True	True	True	2	Vertebrata	18.0	Bilateria	20	False	WGD_ohnolog	pre2R_ancient
SRY	singleton	ENSG00000184895	False	False	False	0		18.0	Bilateria	20	False	SSD_dispersed	pre2R_ancient
HSF4	singleton	ENSG00000102878	True	True	True	2	Vertebrata	19.0	Opisthokonta	9	False	WGD_ohnolog	pre2R_ancient
HSF5	singleton	ENSG00000176160	False	False	False	0		19.0	Opisthokonta	9	False	SSD_dispersed	pre2R_ancient
HSF2	singleton	ENSG00000025156	True	True	True	2	Vertebrata	19.0	Opisthokonta	9	False	WGD_ohnolog	pre2R_ancient
HSF1	singleton	ENSG00000185122	True	True	True	2	Vertebrata	19.0	Opisthokonta	9	False	WGD_ohnolog	pre2R_ancient
HSFX2	singleton	ENSG00000268738	False	False	False	0		0.0	Homo sapiens	9	False	SSD_dispersed	post2R_young
HSFX1	singleton	ENSG00000171116	False	False	False	0		0.0	Homo sapiens	9	False	SSD_dispersed	post2R_young
DMBX1	singleton	ENSG00000197587	False	False	False	0		18.0	Bilateria	51	False	SSD_dispersed	pre2R_ancient
LHX8	singleton	ENSG00000162624	True	True	True	1	Vertebrata	18.0	Bilateria	20	False	WGD_ohnolog	pre2R_ancient
BARHL2	singleton	ENSG00000143032	True	True	True	1	Vertebrata	18.0	Bilateria	3	False	WGD_ohnolog	pre2R_ancient
ALX3	singleton	ENSG00000156150	True	True	True	2	Vertebrata	18.0	Bilateria	51	False	WGD_ohnolog	pre2R_ancient
PRRX1	singleton	ENSG00000116132	True	True	True	1	Vertebrata	18.0	Bilateria	51	False	WGD_ohnolog	pre2R_ancient
LHX4	singleton	ENSG00000121454	True	True	True	1	Vertebrata	18.0	Bilateria	20	False	WGD_ohnolog	pre2R_ancient
