gene	genomic_class	arrangement	provenance	dup_class4	TF_subfamily	in_lambert	hgnc_locus_type	is_ohnolog	is_ohnolog_relaxed	ohnolog_rescue_via_cluster	cluster_id	n_ohnolog_partners	ohnolog_dup_time	youngest_paralog_node	age_category	hgnc_id	is_IEI	is_IEI_amberplus	is_IEI_monoallelic	lineage	origin_window
TBPL1	singleton	dispersed	SSD	dispersed_SSD	TBP	True	gene with protein product	False	False	False		0		Opisthokonta	pre2R_ancient	HGNC:11589	False	False	False		before_R1
TEAD2	singleton	dispersed	SSD	dispersed_SSD	TEA	True	gene with protein product	False	False	False		0		Chordata	pre2R_ancient	HGNC:11715	False	False	False		before_R1
THAP1	singleton	dispersed	SSD	dispersed_SSD	THAP finger	True	gene with protein product	False	False	False		0		Bilateria	pre2R_ancient	HGNC:20856	False	False	False		before_R1
THAP10	singleton	dispersed	SSD	dispersed_SSD	THAP finger	True	gene with protein product	False	False	False		0		Bilateria	pre2R_ancient	HGNC:23193	False	False	False		before_R1
THAP11	singleton	dispersed	SSD	dispersed_SSD	THAP finger	True	gene with protein product	False	False	False		0			no_paralog_node	HGNC:23194	False	False	False		after_R2
THAP12	singleton	dispersed	SSD	dispersed_SSD	THAP finger	True	gene with protein product	False	False	False		0		Bilateria	pre2R_ancient	HGNC:9440	False	False	False		after_R2
THAP2	singleton	dispersed	SSD	dispersed_SSD	THAP finger	True	gene with protein product	False	False	False		0		Bilateria	pre2R_ancient	HGNC:20854	False	False	False		before_R1
THAP3	singleton	dispersed	SSD	dispersed_SSD	THAP finger	True	gene with protein product	False	False	False		0		Bilateria	pre2R_ancient	HGNC:20855	False	False	False		before_R1
THAP4	singleton	dispersed	SSD	dispersed_SSD	THAP finger	True	gene with protein product	False	False	False		0			no_paralog_node	HGNC:23187	False	False	False		before_R1
THAP5	singleton	dispersed	SSD	dispersed_SSD	THAP finger	True	gene with protein product	False	False	False		0			no_paralog_node	HGNC:23188	False	False	False		after_R2
THAP6	singleton	dispersed	SSD	dispersed_SSD	THAP finger	True	gene with protein product	False	False	False		0		Bilateria	pre2R_ancient	HGNC:23189	False	False	False		before_R1
THAP7	singleton	dispersed	SSD	dispersed_SSD	THAP finger	True	gene with protein product	False	False	False		0		Bilateria	pre2R_ancient	HGNC:23190	False	False	False		before_R1
THAP8	singleton	dispersed	SSD	dispersed_SSD	THAP finger	True	gene with protein product	False	False	False		0		Bilateria	pre2R_ancient	HGNC:23191	False	False	False		before_R1
THAP9	singleton	dispersed	SSD	dispersed_SSD	THAP finger	True	gene with protein product	False	False	False		0			no_paralog_node	HGNC:23192	False	False	False		before_R1
ASCL1	singleton	dispersed	SSD	dispersed_SSD	bHLH	True	gene with protein product	False	False	False		0		Bilateria	pre2R_ancient	HGNC:738	False	False	False		before_R1
ASCL2	singleton	dispersed	SSD	dispersed_SSD	bHLH	True	gene with protein product	False	False	False		0		Bilateria	pre2R_ancient	HGNC:739	False	False	False		before_R1
ASCL5	singleton	dispersed	SSD	dispersed_SSD	bHLH	True	gene with protein product	False	False	False		0		Bilateria	pre2R_ancient	HGNC:33169	False	False	False		before_R1
ATOH1	singleton	dispersed	SSD	dispersed_SSD	bHLH	True	gene with protein product	False	False	False		0		Bilateria	pre2R_ancient	HGNC:797	False	False	False		before_R1
ATOH7	singleton	dispersed	SSD	dispersed_SSD	bHLH	True	gene with protein product	False	False	False		0		Bilateria	pre2R_ancient	HGNC:13907	False	False	False		before_R1
ATOH8	singleton	dispersed	SSD	dispersed_SSD	bHLH	True	gene with protein product	False	False	False		0		Bilateria	pre2R_ancient	HGNC:24126	False	False	False		before_R1
BHLHA15	singleton	dispersed	SSD	dispersed_SSD	bHLH	True	gene with protein product	False	False	False		0		Bilateria	pre2R_ancient	HGNC:22265	False	False	False		before_R1
BHLHA9	singleton	dispersed	SSD	dispersed_SSD	bHLH	True	gene with protein product	False	False	False		0		Bilateria	pre2R_ancient	HGNC:35126	False	False	False		before_R1
BHLHE40	singleton	dispersed	SSD	dispersed_SSD	bHLH	True	gene with protein product	False	False	False		0		Opisthokonta	pre2R_ancient	HGNC:1046	False	False	False		before_R1
BHLHE41	singleton	dispersed	SSD	dispersed_SSD	bHLH	True	gene with protein product	False	False	False		0		Opisthokonta	pre2R_ancient	HGNC:16617	False	False	False		before_R1
FIGLA	singleton	dispersed	SSD	dispersed_SSD	bHLH	True	gene with protein product	False	False	False		0		Bilateria	pre2R_ancient	HGNC:24669	False	False	False		before_R1
HELT	singleton	dispersed	SSD	dispersed_SSD	bHLH	True	gene with protein product	False	False	False		0		Opisthokonta	pre2R_ancient	HGNC:33783	False	False	False		before_R1
HES2	singleton	dispersed	SSD	dispersed_SSD	bHLH	True	gene with protein product	False	False	False		0		Opisthokonta	pre2R_ancient	HGNC:16005	False	False	False		before_R1
HES3	singleton	dispersed	SSD	dispersed_SSD	bHLH	True	gene with protein product	False	False	False		0		Opisthokonta	pre2R_ancient	HGNC:26226	False	False	False		before_R1
HES5	singleton	dispersed	SSD	dispersed_SSD	bHLH	True	gene with protein product	False	False	False		0		Opisthokonta	pre2R_ancient	HGNC:19764	False	False	False		before_R1
HES6	singleton	dispersed	SSD	dispersed_SSD	bHLH	True	gene with protein product	False	False	False		0		Opisthokonta	pre2R_ancient	HGNC:18254	False	False	False		before_R1
HES7	singleton	dispersed	SSD	dispersed_SSD	bHLH	True	gene with protein product	False	False	False		0		Opisthokonta	pre2R_ancient	HGNC:15977	False	False	False		before_R1
LYL1	singleton	dispersed	SSD	dispersed_SSD	bHLH	True	gene with protein product	False	False	False		0		Bilateria	pre2R_ancient	HGNC:6734	False	False	False		after_R2
MAX	singleton	dispersed	SSD	dispersed_SSD	bHLH	True	gene with protein product	False	False	False		0			no_paralog_node	HGNC:6913	False	False	False		before_R1
MLX	singleton	dispersed	SSD	dispersed_SSD	bHLH	True	gene with protein product	False	False	False		0		Bilateria	pre2R_ancient	HGNC:11645	False	False	False		before_R1
MNT	singleton	dispersed	SSD	dispersed_SSD	bHLH	True	gene with protein product	False	False	False		0		Bilateria	pre2R_ancient	HGNC:7188	False	False	False		before_R1
MSGN1	singleton	dispersed	SSD	dispersed_SSD	bHLH	True	gene with protein product	False	False	False		0			no_paralog_node	HGNC:14907	False	False	False		before_R1
NCOA1	singleton	dispersed	SSD	dispersed_SSD	bHLH	True	gene with protein product	False	False	False		0		Vertebrata	2R_vertebrata	HGNC:7668	False	False	False		before_R1
NEUROD1	singleton	dispersed	SSD	dispersed_SSD	bHLH	True	gene with protein product	False	False	False		0		Bilateria	pre2R_ancient	HGNC:7762	False	False	False		before_R1
NHLH1	singleton	dispersed	SSD	dispersed_SSD	bHLH	True	gene with protein product	False	False	False		0		Bilateria	pre2R_ancient	HGNC:7817	False	False	False		after_R2
NHLH2	singleton	dispersed	SSD	dispersed_SSD	bHLH	True	gene with protein product	False	False	False		0		Bilateria	pre2R_ancient	HGNC:7818	False	False	False		after_R2
NPAS4	singleton	dispersed	SSD	dispersed_SSD	bHLH	True	gene with protein product	False	False	False		0		Bilateria	pre2R_ancient	HGNC:18983	False	False	False		before_R1
OLIG3	singleton	dispersed	SSD	dispersed_SSD	bHLH	True	gene with protein product	False	False	False		0		Bilateria	pre2R_ancient	HGNC:18003	False	False	False		before_R1
PTF1A	singleton	dispersed	SSD	dispersed_SSD	bHLH	True	gene with protein product	False	False	False		0		Bilateria	pre2R_ancient	HGNC:23734	False	False	False		before_R1
SCX	singleton	dispersed	SSD	dispersed_SSD	bHLH	True	gene with protein product	False	False	False		0		Bilateria	pre2R_ancient	HGNC:32322	False	False	False		before_R1
SOHLH1	singleton	dispersed	SSD	dispersed_SSD	bHLH	True	gene with protein product	False	False	False		0			no_paralog_node	HGNC:27845	False	False	False		after_R2
TAL1	singleton	dispersed	SSD	dispersed_SSD	bHLH	True	gene with protein product	False	False	False		0		Bilateria	pre2R_ancient	HGNC:11556	False	False	False		R1_to_R2
TAL2	singleton	dispersed	SSD	dispersed_SSD	bHLH	True	gene with protein product	False	False	False		0		Bilateria	pre2R_ancient	HGNC:11557	False	False	False		after_R2
TCF15	singleton	dispersed	SSD	dispersed_SSD	bHLH	True	gene with protein product	False	False	False		0		Bilateria	pre2R_ancient	HGNC:11627	False	False	False		before_R1
TCFL5	singleton	dispersed	SSD	dispersed_SSD	bHLH	True	gene with protein product	False	False	False		0			no_paralog_node	HGNC:11646	False	False	False		after_R2
TFAP4	singleton	dispersed	SSD	dispersed_SSD	bHLH	True	gene with protein product	False	False	False		0		Bilateria	pre2R_ancient	HGNC:11745	False	False	False		before_R1
TWIST2	singleton	dispersed	SSD	dispersed_SSD	bHLH	True	gene with protein product	False	False	False		0		Bilateria	pre2R_ancient	HGNC:20670	False	False	False		before_R1
USF3	singleton	dispersed	SSD	dispersed_SSD	bHLH	True	gene with protein product	False	False	False		0			no_paralog_node	HGNC:30494	False	False	False		after_R2
BATF2	singleton	dispersed	SSD	dispersed_SSD	bZIP	True	gene with protein product	False	False	False		0		Bilateria	pre2R_ancient	HGNC:25163	False	False	False		before_R1
BATF3	singleton	dispersed	SSD	dispersed_SSD	bZIP	True	gene with protein product	False	False	False		0		Bilateria	pre2R_ancient	HGNC:28915	False	False	False		before_R1
CREBL2	singleton	dispersed	SSD	dispersed_SSD	bZIP	True	gene with protein product	False	False	False		0			no_paralog_node	HGNC:2350	False	False	False		before_R1
CREBZF	singleton	dispersed	SSD	dispersed_SSD	bZIP	True	gene with protein product	False	False	False		0			no_paralog_node	HGNC:24905	False	False	False		R1_to_R2
DDIT3	singleton	dispersed	SSD	dispersed_SSD	bZIP	True	gene with protein product	False	False	False		0			no_paralog_node	HGNC:2726	False	False	False		after_R2
NFIL3	singleton	dispersed	SSD	dispersed_SSD	bZIP	True	gene with protein product	False	False	False		0		Bilateria	pre2R_ancient	HGNC:7787	False	False	False		before_R1
TEF	singleton	dispersed	SSD	dispersed_SSD	bZIP	True	gene with protein product	False	False	False		0		Bilateria	pre2R_ancient	HGNC:11722	False	False	False		before_R1
XBP1	singleton	dispersed	SSD	dispersed_SSD	bZIP	True	gene with protein product	False	False	False		0			no_paralog_node	HGNC:12801	False	False	False		after_R2
MTERF1	singleton	dispersed	SSD	dispersed_SSD	mTERF	True	gene with protein product	False	False	False		0		Vertebrata	2R_vertebrata	HGNC:21463	False	False	False		before_R1
MTERF2	singleton	dispersed	SSD	dispersed_SSD	mTERF	True	gene with protein product	False	False	False		0		Vertebrata	2R_vertebrata	HGNC:30779	False	False	False		before_R1
MTERF3	singleton	dispersed	SSD	dispersed_SSD	mTERF	True	gene with protein product	False	False	False		0			no_paralog_node	HGNC:24258	False	False	False		before_R1
MTERF4	singleton	dispersed	SSD	dispersed_SSD	mTERF	True	gene with protein product	False	False	False		0			no_paralog_node	HGNC:28785	False	False	False		before_R1
TFAP2A	singleton	dispersed	ohnolog	dispersed_ohnolog	AP-2	True	gene with protein product	True	True	False		4	Vertebrata	Vertebrata	2R_vertebrata	HGNC:11742	False	False	False	alpha	before_R1
TFAP2C	singleton	dispersed	ohnolog	dispersed_ohnolog	AP-2	True	gene with protein product	True	True	False		4	Vertebrata	Vertebrata	2R_vertebrata	HGNC:11744	False	False	False	beta	before_R1
TFAP2E	singleton	dispersed	ohnolog	dispersed_ohnolog	AP-2	True	gene with protein product	True	True	False		4	Vertebrata	Vertebrata	2R_vertebrata	HGNC:30774	False	False	False	beta	before_R1
ARID3A	singleton	dispersed	ohnolog	dispersed_ohnolog	ARID/BRIGHT	True	gene with protein product	True	True	False		1	Vertebrata	Bilateria	pre2R_ancient	HGNC:3031	False	False	False	beta	before_R1
ARID3B	singleton	dispersed	ohnolog	dispersed_ohnolog	ARID/BRIGHT	True	gene with protein product	True	True	False		1	Vertebrata	Bilateria	pre2R_ancient	HGNC:14350	False	False	False	alpha	before_R1
ARID5A	singleton	dispersed	ohnolog	dispersed_ohnolog	ARID/BRIGHT	True	gene with protein product	True	True	False		1	Vertebrata	Bilateria	pre2R_ancient	HGNC:17361	False	False	False	beta	before_R1
ARID5B	singleton	dispersed	ohnolog	dispersed_ohnolog	ARID/BRIGHT	True	gene with protein product	True	True	False		1	Vertebrata	Bilateria	pre2R_ancient	HGNC:17362	False	False	False	alpha	before_R1
CBX2	singleton	dispersed	ohnolog	dispersed_ohnolog	AT hook	True	gene with protein product	True	True	False		2	Vertebrata	Bilateria	pre2R_ancient	HGNC:1552	False	False	False	alpha	before_R1
PHF20	singleton	dispersed	ohnolog	dispersed_ohnolog	AT hook	True	gene with protein product	True	True	False		1	Vertebrata	Bilateria	pre2R_ancient	HGNC:16098	False	False	False	beta	before_R1
SCML4	singleton	dispersed	ohnolog	dispersed_ohnolog	AT hook	True	gene with protein product	True	True	False		2	Vertebrata	Bilateria	pre2R_ancient	HGNC:21397	False	False	False	alpha	before_R1
SRCAP	singleton	dispersed	ohnolog	dispersed_ohnolog	AT hook	True	gene with protein product	True	True	False		2	Vertebrata	Opisthokonta	pre2R_ancient	HGNC:16974	False	False	False	beta	before_R1
SGSM2	singleton	dispersed	ohnolog	dispersed_ohnolog	BED ZF	True	gene with protein product	True	True	False		1	Vertebrata	Opisthokonta	pre2R_ancient	HGNC:29026	False	False	False	alpha	R1_to_R2
ZBED1	singleton	dispersed	ohnolog	dispersed_ohnolog	BED ZF	True	gene with protein product	True	True	False		1	Vertebrata	Bilateria	pre2R_ancient	HGNC:447	False	False	False		after_R2
ZBED4	singleton	dispersed	ohnolog	dispersed_ohnolog	BED ZF	True	gene with protein product	True	True	False		1	Vertebrata	Bilateria	pre2R_ancient	HGNC:20721	False	False	False	alpha	after_R2
BCL11A	singleton	dispersed	ohnolog	dispersed_ohnolog	C2H2 ZF	True	gene with protein product	True	True	False		2	Vertebrata	Bilateria	pre2R_ancient	HGNC:13221	False	False	False	alpha	R1_to_R2
BCL11B	singleton	dispersed	ohnolog	dispersed_ohnolog	C2H2 ZF	True	gene with protein product	True	True	False		2	Vertebrata	Bilateria	pre2R_ancient	HGNC:13222	False	True	False	alpha	after_R2
BNC1	singleton	dispersed	ohnolog	dispersed_ohnolog	C2H2 ZF	True	gene with protein product	True	True	False		1	Vertebrata	Vertebrata	2R_vertebrata	HGNC:99	False	False	False	alpha	before_R1
BNC2	singleton	dispersed	ohnolog	dispersed_ohnolog	C2H2 ZF	True	gene with protein product	True	True	False		1	Vertebrata	Vertebrata	2R_vertebrata	HGNC:30988	False	False	False	alpha	before_R1
CTCF	singleton	dispersed	ohnolog	dispersed_ohnolog	C2H2 ZF	True	gene with protein product	True	True	False		1	Vertebrata	Bilateria	pre2R_ancient	HGNC:13723	False	False	False	alpha	R1_to_R2
CTCFL	singleton	dispersed	ohnolog	dispersed_ohnolog	C2H2 ZF	True	gene with protein product	True	True	False		1	Vertebrata	Bilateria	pre2R_ancient	HGNC:16234	False	False	False	alpha	before_R1
DPF1	singleton	dispersed	ohnolog	dispersed_ohnolog	C2H2 ZF	True	gene with protein product	True	True	False		2	Vertebrata	Opisthokonta	pre2R_ancient	HGNC:20225	False	False	False	alpha	before_R1
DPF3	singleton	dispersed	ohnolog	dispersed_ohnolog	C2H2 ZF	True	gene with protein product	True	True	False		2	Vertebrata	Opisthokonta	pre2R_ancient	HGNC:17427	False	False	False	alpha	before_R1
DZIP1	singleton	dispersed	ohnolog	dispersed_ohnolog	C2H2 ZF	True	gene with protein product	True	True	False		1	Vertebrata	Bilateria	pre2R_ancient	HGNC:20908	False	False	False	alpha	before_R1
EGR1	singleton	dispersed	ohnolog	dispersed_ohnolog	C2H2 ZF	True	gene with protein product	True	True	False		2	Vertebrata	Opisthokonta	pre2R_ancient	HGNC:3238	False	False	False	beta	before_R1
EGR2	singleton	dispersed	ohnolog	dispersed_ohnolog	C2H2 ZF	True	gene with protein product	True	True	False		2	Vertebrata	Opisthokonta	pre2R_ancient	HGNC:3239	False	False	False	alpha	before_R1
EGR3	singleton	dispersed	ohnolog	dispersed_ohnolog	C2H2 ZF	True	gene with protein product	True	True	False		2	Vertebrata	Opisthokonta	pre2R_ancient	HGNC:3240	False	False	False		before_R1
FEZF1	singleton	dispersed	ohnolog	dispersed_ohnolog	C2H2 ZF	True	gene with protein product	True	True	False		1	Vertebrata	Bilateria	pre2R_ancient	HGNC:22788	False	False	False	alpha	R1_to_R2
FEZF2	singleton	dispersed	ohnolog	dispersed_ohnolog	C2H2 ZF	True	gene with protein product	True	True	False		1	Vertebrata	Bilateria	pre2R_ancient	HGNC:13506	False	False	False	alpha	R1_to_R2
GFI1	singleton	dispersed	ohnolog	dispersed_ohnolog	C2H2 ZF	True	gene with protein product	True	True	False		1	Vertebrata	Bilateria	pre2R_ancient	HGNC:4237	True	True	True	alpha	before_R1
GFI1B	singleton	dispersed	ohnolog	dispersed_ohnolog	C2H2 ZF	True	gene with protein product	True	True	False		1	Vertebrata	Bilateria	pre2R_ancient	HGNC:4238	False	False	False	alpha	after_R2
GLIS1	singleton	dispersed	ohnolog	dispersed_ohnolog	C2H2 ZF	True	gene with protein product	True	True	False		1	Vertebrata	Bilateria	pre2R_ancient	HGNC:29525	False	False	False	alpha	R1_to_R2
GLIS3	singleton	dispersed	ohnolog	dispersed_ohnolog	C2H2 ZF	True	gene with protein product	True	True	False		1	Vertebrata	Bilateria	pre2R_ancient	HGNC:28510	False	False	False	alpha	R1_to_R2
GTF3A	singleton	dispersed	ohnolog	dispersed_ohnolog	C2H2 ZF	True	gene with protein product	True	True	False		3	Vertebrata	Bilateria	pre2R_ancient	HGNC:4662	False	True	False	alpha	before_R1
HIVEP1	singleton	dispersed	ohnolog	dispersed_ohnolog	C2H2 ZF	True	gene with protein product	True	True	False		3	Vertebrata	Bilateria	pre2R_ancient	HGNC:4920	False	False	False	alpha	R1_to_R2
HIVEP2	singleton	dispersed	ohnolog	dispersed_ohnolog	C2H2 ZF	True	gene with protein product	True	True	False		3	Vertebrata	Bilateria	pre2R_ancient	HGNC:4921	False	False	False	alpha	R1_to_R2
HIVEP3	singleton	dispersed	ohnolog	dispersed_ohnolog	C2H2 ZF	True	gene with protein product	True	True	False		3	Vertebrata	Bilateria	pre2R_ancient	HGNC:13561	False	False	False	beta	R1_to_R2
IKZF1	singleton	dispersed	ohnolog	dispersed_ohnolog	C2H2 ZF	True	gene with protein product	True	True	False		3	Vertebrata	Bilateria	pre2R_ancient	HGNC:13176	True	True	True		before_R1
IKZF2	singleton	dispersed	ohnolog	dispersed_ohnolog	C2H2 ZF	True	gene with protein product	True	True	False		3	Vertebrata	Bilateria	pre2R_ancient	HGNC:13177	True	True	True	alpha	before_R1
IKZF3	singleton	dispersed	ohnolog	dispersed_ohnolog	C2H2 ZF	True	gene with protein product	True	True	False		3	Vertebrata	Bilateria	pre2R_ancient	HGNC:13178	True	True	True	beta	before_R1
IKZF4	singleton	dispersed	ohnolog	dispersed_ohnolog	C2H2 ZF	True	gene with protein product	True	True	False		3	Vertebrata	Bilateria	pre2R_ancient	HGNC:13179	False	False	False	beta	before_R1
INSM1	singleton	dispersed	ohnolog	dispersed_ohnolog	C2H2 ZF	True	gene with protein product	True	True	False		1	Vertebrata	Bilateria	pre2R_ancient	HGNC:6090	False	False	False		before_R1
INSM2	singleton	dispersed	ohnolog	dispersed_ohnolog	C2H2 ZF	True	gene with protein product	True	True	False		1	Vertebrata	Bilateria	pre2R_ancient	HGNC:17539	False	False	False		before_R1
KLF1	singleton	dispersed	ohnolog	dispersed_ohnolog	C2H2 ZF	True	gene with protein product	True	True	False		1	Vertebrata	Bilateria	pre2R_ancient	HGNC:6345	False	False	False		before_R1
KLF10	singleton	dispersed	ohnolog	dispersed_ohnolog	C2H2 ZF	True	gene with protein product	True	True	False		3	Vertebrata	Bilateria	pre2R_ancient	HGNC:11810	False	False	False		before_R1
KLF11	singleton	dispersed	ohnolog	dispersed_ohnolog	C2H2 ZF	True	gene with protein product	True	True	False		5	Vertebrata	Bilateria	pre2R_ancient	HGNC:11811	False	False	False	alpha	before_R1
KLF13	singleton	dispersed	ohnolog	dispersed_ohnolog	C2H2 ZF	True	gene with protein product	True	True	False		5	Vertebrata	Bilateria	pre2R_ancient	HGNC:13672	False	False	False	alpha	before_R1
KLF14	singleton	dispersed	ohnolog	dispersed_ohnolog	C2H2 ZF	True	gene with protein product	True	True	False		3	Vertebrata	Bilateria	pre2R_ancient	HGNC:23025	False	False	False		before_R1
KLF16	singleton	dispersed	ohnolog	dispersed_ohnolog	C2H2 ZF	True	gene with protein product	True	True	False		3	Vertebrata	Bilateria	pre2R_ancient	HGNC:16857	False	False	False		before_R1
KLF3	singleton	dispersed	ohnolog	dispersed_ohnolog	C2H2 ZF	True	gene with protein product	True	True	False		2	Vertebrata	Bilateria	pre2R_ancient	HGNC:16516	False	False	False	alpha	before_R1
KLF4	singleton	dispersed	ohnolog	dispersed_ohnolog	C2H2 ZF	True	gene with protein product	True	True	False		1	Vertebrata	Bilateria	pre2R_ancient	HGNC:6348	False	False	False	alpha	before_R1
KLF6	singleton	dispersed	ohnolog	dispersed_ohnolog	C2H2 ZF	True	gene with protein product	True	True	False		1	Vertebrata	Bilateria	pre2R_ancient	HGNC:2235	False	False	False		before_R1
KLF7	singleton	dispersed	ohnolog	dispersed_ohnolog	C2H2 ZF	True	gene with protein product	True	True	False		1	Vertebrata	Bilateria	pre2R_ancient	HGNC:6350	False	False	False	alpha	before_R1
KLF8	singleton	dispersed	ohnolog	dispersed_ohnolog	C2H2 ZF	True	gene with protein product	True	True	False		2	Vertebrata	Bilateria	pre2R_ancient	HGNC:6351	False	False	False	beta	before_R1
KLF9	singleton	dispersed	ohnolog	dispersed_ohnolog	C2H2 ZF	True	gene with protein product	True	True	False		5	Vertebrata	Bilateria	pre2R_ancient	HGNC:1123	False	False	False	alpha	before_R1
L3MBTL1	singleton	dispersed	ohnolog	dispersed_ohnolog	C2H2 ZF	True	gene with protein product	True	True	False		2	Vertebrata	Bilateria	pre2R_ancient	HGNC:15905	False	False	False		before_R1
L3MBTL3	singleton	dispersed	ohnolog	dispersed_ohnolog	C2H2 ZF	True	gene with protein product	True	True	False		2	Vertebrata	Bilateria	pre2R_ancient	HGNC:23035	False	False	False		before_R1
L3MBTL4	singleton	dispersed	ohnolog	dispersed_ohnolog	C2H2 ZF	True	gene with protein product	True	True	False		2	Vertebrata	Bilateria	pre2R_ancient	HGNC:26677	False	False	False		before_R1
MECOM	singleton	dispersed	ohnolog	dispersed_ohnolog	C2H2 ZF	True	gene with protein product	True	True	False		1	Vertebrata	Bilateria	pre2R_ancient	HGNC:3498	True	True	True	alpha	before_R1
MYT1	singleton	dispersed	ohnolog	dispersed_ohnolog	C2H2 ZF	True	gene with protein product	True	True	False		2	Vertebrata	Bilateria	pre2R_ancient	HGNC:7622	False	False	False	beta	before_R1
MYT1L	singleton	dispersed	ohnolog	dispersed_ohnolog	C2H2 ZF	True	gene with protein product	True	True	False		2	Vertebrata	Bilateria	pre2R_ancient	HGNC:7623	False	False	False	alpha	before_R1
OSR1	singleton	dispersed	ohnolog	dispersed_ohnolog	C2H2 ZF	True	gene with protein product	True	True	False		1	Vertebrata	Bilateria	pre2R_ancient	HGNC:16105	False	False	False	alpha	before_R1
OSR2	singleton	dispersed	ohnolog	dispersed_ohnolog	C2H2 ZF	True	gene with protein product	True	True	False		1	Vertebrata	Bilateria	pre2R_ancient	HGNC:15830	False	False	False	alpha	before_R1
PRDM1	singleton	dispersed	ohnolog	dispersed_ohnolog	C2H2 ZF	True	gene with protein product	True	True	False		1	Vertebrata	Opisthokonta	pre2R_ancient	HGNC:9346	False	False	False		before_R1
PRDM10	singleton	dispersed	ohnolog	dispersed_ohnolog	C2H2 ZF	True	gene with protein product	True	True	False		1	Vertebrata	Opisthokonta	pre2R_ancient	HGNC:13995	False	False	False	beta	after_R2
PRDM16	singleton	dispersed	ohnolog	dispersed_ohnolog	C2H2 ZF	True	gene with protein product	True	True	False		1	Vertebrata	Bilateria	pre2R_ancient	HGNC:14000	False	False	False	alpha	after_R2
PRDM4	singleton	dispersed	ohnolog	dispersed_ohnolog	C2H2 ZF	True	gene with protein product	True	True	False		1	Vertebrata	Bilateria	pre2R_ancient	HGNC:9348	False	False	False	alpha	R1_to_R2
SALL1	singleton	dispersed	ohnolog	dispersed_ohnolog	C2H2 ZF	True	gene with protein product	True	True	False		3	Vertebrata	Bilateria	pre2R_ancient	HGNC:10524	False	False	False	alpha	R1_to_R2
SALL2	singleton	dispersed	ohnolog	dispersed_ohnolog	C2H2 ZF	True	gene with protein product	True	True	False		3	Vertebrata	Bilateria	pre2R_ancient	HGNC:10526	False	False	False		before_R1
SALL3	singleton	dispersed	ohnolog	dispersed_ohnolog	C2H2 ZF	True	gene with protein product	True	True	False		3	Vertebrata	Bilateria	pre2R_ancient	HGNC:10527	False	False	False	alpha	R1_to_R2
SLC2A4RG	singleton	dispersed	ohnolog	dispersed_ohnolog	C2H2 ZF	True	gene with protein product	True	True	False		2	Vertebrata	Bilateria	pre2R_ancient	HGNC:15930	False	False	False	beta	before_R1
SNAI1	singleton	dispersed	ohnolog	dispersed_ohnolog	C2H2 ZF	True	gene with protein product	True	True	False		2	Vertebrata	Opisthokonta	pre2R_ancient	HGNC:11128	False	False	False	beta	before_R1
SNAI2	singleton	dispersed	ohnolog	dispersed_ohnolog	C2H2 ZF	True	gene with protein product	True	True	False		2	Vertebrata	Opisthokonta	pre2R_ancient	HGNC:11094	False	False	False		before_R1
SNAI3	singleton	dispersed	ohnolog	dispersed_ohnolog	C2H2 ZF	True	gene with protein product	True	True	False		2	Vertebrata	Opisthokonta	pre2R_ancient	HGNC:18411	False	False	False		before_R1
SP3	singleton	dispersed	ohnolog	dispersed_ohnolog	C2H2 ZF	True	gene with protein product	True	True	False		2	Vertebrata	Bilateria	pre2R_ancient	HGNC:11208	False	False	False	alpha	after_R2
SP9	singleton	dispersed	ohnolog	dispersed_ohnolog	C2H2 ZF	True	gene with protein product	True	True	False		1	Vertebrata	Bilateria	pre2R_ancient	HGNC:30690	False	False	False	alpha	before_R1
ST18	singleton	dispersed	ohnolog	dispersed_ohnolog	C2H2 ZF	True	gene with protein product	True	True	False		2	Vertebrata	Bilateria	pre2R_ancient	HGNC:18695	False	False	False		before_R1
TSHZ1	singleton	dispersed	ohnolog	dispersed_ohnolog	C2H2 ZF	True	gene with protein product	True	True	False		2	Vertebrata		no_paralog_node	HGNC:10669	False	False	False	alpha	before_R1
YY1	singleton	dispersed	ohnolog	dispersed_ohnolog	C2H2 ZF	True	gene with protein product	True	True	False		2	Younger	Bilateria	pre2R_ancient	HGNC:12856	False	False	False	alpha	before_R1
YY2	singleton	dispersed	ohnolog	dispersed_ohnolog	C2H2 ZF	True	gene with protein product	True	True	False		2	Younger	Bilateria	pre2R_ancient	HGNC:31684	False	False	False		before_R1
ZBTB10	singleton	dispersed	ohnolog	dispersed_ohnolog	C2H2 ZF	True	gene with protein product	True	True	False		5	Vertebrata		no_paralog_node	HGNC:30953	False	False	False		after_R2
ZBTB2	singleton	dispersed	ohnolog	dispersed_ohnolog	C2H2 ZF	True	gene with protein product	True	True	False		6	Vertebrata		no_paralog_node	HGNC:20868	False	False	False		R1_to_R2
ZBTB44	singleton	dispersed	ohnolog	dispersed_ohnolog	C2H2 ZF	True	gene with protein product	True	True	False		4	Chordata	Chordata	pre2R_ancient	HGNC:25001	False	False	False		before_R1
ZBTB46	singleton	dispersed	ohnolog	dispersed_ohnolog	C2H2 ZF	True	gene with protein product	True	True	False		5	Vertebrata	Bilateria	pre2R_ancient	HGNC:16094	False	False	False		before_R1
ZBTB49	singleton	dispersed	ohnolog	dispersed_ohnolog	C2H2 ZF	True	gene with protein product	True	True	False		2	Vertebrata	Bilateria	pre2R_ancient	HGNC:19883	False	False	False		R1_to_R2
