gene	genomic_class	arrangement	provenance	dup_class4	TF_subfamily	in_lambert	hgnc_locus_type	is_ohnolog	is_ohnolog_relaxed	ohnolog_rescue_via_cluster	cluster_id	n_ohnolog_partners	ohnolog_dup_time	youngest_paralog_node	age_category	canon	gwas_SLE_lupus	gwas_rheumatoid_arthritis	gwas_allergy	gwas_asthma	gwas_type_1_diabetes	gwas_any	n_gwas_diseases	lineage	origin_window	is_IEI
TFAP2E	singleton	dispersed	ohnolog	dispersed_ohnolog	AP-2	True	gene with protein product	True	True	False		4	Vertebrata	Vertebrata	2R_vertebrata	TFAP2E	False	False	False	False	False	False	0	beta	before_R1	False
ARID3A	singleton	dispersed	ohnolog	dispersed_ohnolog	ARID/BRIGHT	True	gene with protein product	True	True	False		1	Vertebrata	Bilateria	pre2R_ancient	ARID3A	True	True	True	False	False	True	3	beta	before_R1	False
ARID3B	singleton	dispersed	ohnolog	dispersed_ohnolog	ARID/BRIGHT	True	gene with protein product	True	True	False		1	Vertebrata	Bilateria	pre2R_ancient	ARID3B	False	False	False	False	False	False	0	alpha	before_R1	False
ARID5A	singleton	dispersed	ohnolog	dispersed_ohnolog	ARID/BRIGHT	True	gene with protein product	True	True	False		1	Vertebrata	Bilateria	pre2R_ancient	ARID5A	False	False	False	False	False	False	0	beta	before_R1	False
ARID5B	singleton	dispersed	ohnolog	dispersed_ohnolog	ARID/BRIGHT	True	gene with protein product	True	True	False		1	Vertebrata	Bilateria	pre2R_ancient	ARID5B	True	True	False	False	False	True	2	alpha	before_R1	False
CBX2	singleton	dispersed	ohnolog	dispersed_ohnolog	AT hook	True	gene with protein product	True	True	False		2	Vertebrata	Bilateria	pre2R_ancient	CBX2	False	False	False	False	False	False	0	alpha	before_R1	False
PHF20	singleton	dispersed	ohnolog	dispersed_ohnolog	AT hook	True	gene with protein product	True	True	False		1	Vertebrata	Bilateria	pre2R_ancient	PHF20	False	False	False	False	False	False	0	beta	before_R1	False
SCML4	singleton	dispersed	ohnolog	dispersed_ohnolog	AT hook	True	gene with protein product	True	True	False		2	Vertebrata	Bilateria	pre2R_ancient	SCML4	False	False	False	False	False	False	0	alpha	before_R1	False
SRCAP	singleton	dispersed	ohnolog	dispersed_ohnolog	AT hook	True	gene with protein product	True	True	False		2	Vertebrata	Opisthokonta	pre2R_ancient	SRCAP	True	False	False	False	False	True	1	beta	before_R1	False
SGSM2	singleton	dispersed	ohnolog	dispersed_ohnolog	BED ZF	True	gene with protein product	True	True	False		1	Vertebrata	Opisthokonta	pre2R_ancient	SGSM2	False	False	False	False	False	False	0	alpha	R1_to_R2	False
ZBED1	singleton	dispersed	ohnolog	dispersed_ohnolog	BED ZF	True	gene with protein product	True	True	False		1	Vertebrata	Bilateria	pre2R_ancient	ZBED1	False	False	False	False	False	False	0		after_R2	False
ZBED4	singleton	dispersed	ohnolog	dispersed_ohnolog	BED ZF	True	gene with protein product	True	True	False		1	Vertebrata	Bilateria	pre2R_ancient	ZBED4	False	False	False	False	False	False	0	alpha	after_R2	False
BCL11A	singleton	dispersed	ohnolog	dispersed_ohnolog	C2H2 ZF	True	gene with protein product	True	True	False		2	Vertebrata	Bilateria	pre2R_ancient	BCL11A	False	False	False	False	False	False	0	alpha	R1_to_R2	False
BCL11B	singleton	dispersed	ohnolog	dispersed_ohnolog	C2H2 ZF	True	gene with protein product	True	True	False		2	Vertebrata	Bilateria	pre2R_ancient	BCL11B	False	False	False	False	False	False	0	alpha	after_R2	False
BNC1	singleton	dispersed	ohnolog	dispersed_ohnolog	C2H2 ZF	True	gene with protein product	True	True	False		1	Vertebrata	Vertebrata	2R_vertebrata	ASIC2	False	False	True	False	False	True	1	alpha	before_R1	False
BNC2	singleton	dispersed	ohnolog	dispersed_ohnolog	C2H2 ZF	True	gene with protein product	True	True	False		1	Vertebrata	Vertebrata	2R_vertebrata	BNC2	False	False	True	False	False	True	1	alpha	before_R1	False
CTCF	singleton	dispersed	ohnolog	dispersed_ohnolog	C2H2 ZF	True	gene with protein product	True	True	False		1	Vertebrata	Bilateria	pre2R_ancient	CTCF	False	False	False	True	False	True	1	alpha	R1_to_R2	False
CTCFL	singleton	dispersed	ohnolog	dispersed_ohnolog	C2H2 ZF	True	gene with protein product	True	True	False		1	Vertebrata	Bilateria	pre2R_ancient	CTCFL	False	False	False	False	False	False	0	alpha	before_R1	False
DPF1	singleton	dispersed	ohnolog	dispersed_ohnolog	C2H2 ZF	True	gene with protein product	True	True	False		2	Vertebrata	Opisthokonta	pre2R_ancient	DPF1	False	False	False	False	False	False	0	alpha	before_R1	False
DPF3	singleton	dispersed	ohnolog	dispersed_ohnolog	C2H2 ZF	True	gene with protein product	True	True	False		2	Vertebrata	Opisthokonta	pre2R_ancient	DPF3	False	False	False	False	False	False	0	alpha	before_R1	False
DZIP1	singleton	dispersed	ohnolog	dispersed_ohnolog	C2H2 ZF	True	gene with protein product	True	True	False		1	Vertebrata	Bilateria	pre2R_ancient	DZIP1	False	False	False	False	False	False	0	alpha	before_R1	False
EGR1	singleton	dispersed	ohnolog	dispersed_ohnolog	C2H2 ZF	True	gene with protein product	True	True	False		2	Vertebrata	Opisthokonta	pre2R_ancient	EGR1	False	False	False	False	False	False	0	beta	before_R1	False
EGR2	singleton	dispersed	ohnolog	dispersed_ohnolog	C2H2 ZF	True	gene with protein product	True	True	False		2	Vertebrata	Opisthokonta	pre2R_ancient	EGR2	False	False	True	False	False	True	1	alpha	before_R1	False
EGR3	singleton	dispersed	ohnolog	dispersed_ohnolog	C2H2 ZF	True	gene with protein product	True	True	False		2	Vertebrata	Opisthokonta	pre2R_ancient	EGR3	False	False	False	False	False	False	0		before_R1	False
FEZF1	singleton	dispersed	ohnolog	dispersed_ohnolog	C2H2 ZF	True	gene with protein product	True	True	False		1	Vertebrata	Bilateria	pre2R_ancient	FEZF1	False	False	False	False	False	False	0	alpha	R1_to_R2	False
FEZF2	singleton	dispersed	ohnolog	dispersed_ohnolog	C2H2 ZF	True	gene with protein product	True	True	False		1	Vertebrata	Bilateria	pre2R_ancient	FEZF2	False	False	False	False	False	False	0	alpha	R1_to_R2	False
GFI1	singleton	dispersed	ohnolog	dispersed_ohnolog	C2H2 ZF	True	gene with protein product	True	True	False		1	Vertebrata	Bilateria	pre2R_ancient	GFI1	True	True	False	False	False	True	2	alpha	before_R1	True
GFI1B	singleton	dispersed	ohnolog	dispersed_ohnolog	C2H2 ZF	True	gene with protein product	True	True	False		1	Vertebrata	Bilateria	pre2R_ancient	GFI1B	False	False	False	False	False	False	0	alpha	after_R2	False
GLIS1	singleton	dispersed	ohnolog	dispersed_ohnolog	C2H2 ZF	True	gene with protein product	True	True	False		1	Vertebrata	Bilateria	pre2R_ancient	GLIS1	False	False	True	False	False	True	1	alpha	R1_to_R2	False
GLIS3	singleton	dispersed	ohnolog	dispersed_ohnolog	C2H2 ZF	True	gene with protein product	True	True	False		1	Vertebrata	Bilateria	pre2R_ancient	GLIS3	False	True	False	True	True	True	3	alpha	R1_to_R2	False
GTF3A	singleton	dispersed	ohnolog	dispersed_ohnolog	C2H2 ZF	True	gene with protein product	True	True	False		3	Vertebrata	Bilateria	pre2R_ancient	GTF3A	False	False	False	False	False	False	0	alpha	before_R1	False
HIVEP1	singleton	dispersed	ohnolog	dispersed_ohnolog	C2H2 ZF	True	gene with protein product	True	True	False		3	Vertebrata	Bilateria	pre2R_ancient	HIVEP1	False	False	False	True	False	True	1	alpha	R1_to_R2	False
HIVEP2	singleton	dispersed	ohnolog	dispersed_ohnolog	C2H2 ZF	True	gene with protein product	True	True	False		3	Vertebrata	Bilateria	pre2R_ancient	HIVEP2	False	False	False	True	False	True	1	alpha	R1_to_R2	False
HIVEP3	singleton	dispersed	ohnolog	dispersed_ohnolog	C2H2 ZF	True	gene with protein product	True	True	False		3	Vertebrata	Bilateria	pre2R_ancient	HIVEP3	False	True	False	False	False	True	1	beta	R1_to_R2	False
IKZF1	singleton	dispersed	ohnolog	dispersed_ohnolog	C2H2 ZF	True	gene with protein product	True	True	False		3	Vertebrata	Bilateria	pre2R_ancient	IKZF1	True	True	True	True	True	True	5		before_R1	True
IKZF2	singleton	dispersed	ohnolog	dispersed_ohnolog	C2H2 ZF	True	gene with protein product	True	True	False		3	Vertebrata	Bilateria	pre2R_ancient	IKZF2	True	False	True	False	False	True	2	alpha	before_R1	True
IKZF3	singleton	dispersed	ohnolog	dispersed_ohnolog	C2H2 ZF	True	gene with protein product	True	True	False		3	Vertebrata	Bilateria	pre2R_ancient	IKZF3	True	True	True	True	True	True	5	beta	before_R1	True
IKZF4	singleton	dispersed	ohnolog	dispersed_ohnolog	C2H2 ZF	True	gene with protein product	True	True	False		3	Vertebrata	Bilateria	pre2R_ancient	IKZF4	False	False	True	True	True	True	3	beta	before_R1	False
INSM1	singleton	dispersed	ohnolog	dispersed_ohnolog	C2H2 ZF	True	gene with protein product	True	True	False		1	Vertebrata	Bilateria	pre2R_ancient	INSM1	False	False	False	False	False	False	0		before_R1	False
INSM2	singleton	dispersed	ohnolog	dispersed_ohnolog	C2H2 ZF	True	gene with protein product	True	True	False		1	Vertebrata	Bilateria	pre2R_ancient	INSM2	False	False	False	False	False	False	0		before_R1	False
KLF1	singleton	dispersed	ohnolog	dispersed_ohnolog	C2H2 ZF	True	gene with protein product	True	True	False		1	Vertebrata	Bilateria	pre2R_ancient	KLF1	False	False	False	False	False	False	0		before_R1	False
KLF10	singleton	dispersed	ohnolog	dispersed_ohnolog	C2H2 ZF	True	gene with protein product	True	True	False		3	Vertebrata	Bilateria	pre2R_ancient	KLF10	False	False	False	False	False	False	0		before_R1	False
KLF11	singleton	dispersed	ohnolog	dispersed_ohnolog	C2H2 ZF	True	gene with protein product	True	True	False		5	Vertebrata	Bilateria	pre2R_ancient	KLF11	False	False	False	False	False	False	0	alpha	before_R1	False
KLF13	singleton	dispersed	ohnolog	dispersed_ohnolog	C2H2 ZF	True	gene with protein product	True	True	False		5	Vertebrata	Bilateria	pre2R_ancient	KLF13	False	False	False	False	False	False	0	alpha	before_R1	False
KLF14	singleton	dispersed	ohnolog	dispersed_ohnolog	C2H2 ZF	True	gene with protein product	True	True	False		3	Vertebrata	Bilateria	pre2R_ancient	KLF14	False	False	False	False	False	False	0		before_R1	False
KLF16	singleton	dispersed	ohnolog	dispersed_ohnolog	C2H2 ZF	True	gene with protein product	True	True	False		3	Vertebrata	Bilateria	pre2R_ancient	KLF16	False	False	False	False	False	False	0		before_R1	False
KLF3	singleton	dispersed	ohnolog	dispersed_ohnolog	C2H2 ZF	True	gene with protein product	True	True	False		2	Vertebrata	Bilateria	pre2R_ancient	KLF3	False	False	True	True	False	True	2	alpha	before_R1	False
KLF4	singleton	dispersed	ohnolog	dispersed_ohnolog	C2H2 ZF	True	gene with protein product	True	True	False		1	Vertebrata	Bilateria	pre2R_ancient	KLF4	False	False	False	False	False	False	0	alpha	before_R1	False
KLF6	singleton	dispersed	ohnolog	dispersed_ohnolog	C2H2 ZF	True	gene with protein product	True	True	False		1	Vertebrata	Bilateria	pre2R_ancient	KLF6	False	False	True	False	False	True	1		before_R1	False
KLF7	singleton	dispersed	ohnolog	dispersed_ohnolog	C2H2 ZF	True	gene with protein product	True	True	False		1	Vertebrata	Bilateria	pre2R_ancient	KLF7	False	False	False	False	False	False	0	alpha	before_R1	False
KLF8	singleton	dispersed	ohnolog	dispersed_ohnolog	C2H2 ZF	True	gene with protein product	True	True	False		2	Vertebrata	Bilateria	pre2R_ancient	KLF8	False	False	False	False	False	False	0	beta	before_R1	False
KLF9	singleton	dispersed	ohnolog	dispersed_ohnolog	C2H2 ZF	True	gene with protein product	True	True	False		5	Vertebrata	Bilateria	pre2R_ancient	KLF9	False	False	False	False	False	False	0	alpha	before_R1	False
L3MBTL1	singleton	dispersed	ohnolog	dispersed_ohnolog	C2H2 ZF	True	gene with protein product	True	True	False		2	Vertebrata	Bilateria	pre2R_ancient	L3MBTL1	False	False	False	False	False	False	0		before_R1	False
L3MBTL3	singleton	dispersed	ohnolog	dispersed_ohnolog	C2H2 ZF	True	gene with protein product	True	True	False		2	Vertebrata	Bilateria	pre2R_ancient	L3MBTL3	True	False	False	False	False	True	1		before_R1	False
L3MBTL4	singleton	dispersed	ohnolog	dispersed_ohnolog	C2H2 ZF	True	gene with protein product	True	True	False		2	Vertebrata	Bilateria	pre2R_ancient	L3MBTL4	False	False	True	False	True	True	2		before_R1	False
MECOM	singleton	dispersed	ohnolog	dispersed_ohnolog	C2H2 ZF	True	gene with protein product	True	True	False		1	Vertebrata	Bilateria	pre2R_ancient	MECOM	False	False	True	True	False	True	2	alpha	before_R1	True
MYT1	singleton	dispersed	ohnolog	dispersed_ohnolog	C2H2 ZF	True	gene with protein product	True	True	False		2	Vertebrata	Bilateria	pre2R_ancient	MYT1	False	False	False	False	False	False	0	beta	before_R1	False
MYT1L	singleton	dispersed	ohnolog	dispersed_ohnolog	C2H2 ZF	True	gene with protein product	True	True	False		2	Vertebrata	Bilateria	pre2R_ancient	MYT1L	False	False	True	False	False	True	1	alpha	before_R1	False
OSR1	singleton	dispersed	ohnolog	dispersed_ohnolog	C2H2 ZF	True	gene with protein product	True	True	False		1	Vertebrata	Bilateria	pre2R_ancient	OSER1	False	False	False	False	False	False	0	alpha	before_R1	False
OSR2	singleton	dispersed	ohnolog	dispersed_ohnolog	C2H2 ZF	True	gene with protein product	True	True	False		1	Vertebrata	Bilateria	pre2R_ancient	OSR2	False	False	False	False	False	False	0	alpha	before_R1	False
PRDM1	singleton	dispersed	ohnolog	dispersed_ohnolog	C2H2 ZF	True	gene with protein product	True	True	False		1	Vertebrata	Opisthokonta	pre2R_ancient	PRDM1	False	False	False	False	False	False	0		before_R1	False
PRDM10	singleton	dispersed	ohnolog	dispersed_ohnolog	C2H2 ZF	True	gene with protein product	True	True	False		1	Vertebrata	Opisthokonta	pre2R_ancient	PRDM10	False	False	False	False	False	False	0	beta	after_R2	False
PRDM16	singleton	dispersed	ohnolog	dispersed_ohnolog	C2H2 ZF	True	gene with protein product	True	True	False		1	Vertebrata	Bilateria	pre2R_ancient	PRDM16	False	True	True	True	False	True	3	alpha	after_R2	False
PRDM4	singleton	dispersed	ohnolog	dispersed_ohnolog	C2H2 ZF	True	gene with protein product	True	True	False		1	Vertebrata	Bilateria	pre2R_ancient	PRDM4	False	False	False	False	False	False	0	alpha	R1_to_R2	False
SALL1	singleton	dispersed	ohnolog	dispersed_ohnolog	C2H2 ZF	True	gene with protein product	True	True	False		3	Vertebrata	Bilateria	pre2R_ancient	SALL1	False	False	False	False	False	False	0	alpha	R1_to_R2	False
SALL2	singleton	dispersed	ohnolog	dispersed_ohnolog	C2H2 ZF	True	gene with protein product	True	True	False		3	Vertebrata	Bilateria	pre2R_ancient	SALL2	False	False	False	False	False	False	0		before_R1	False
SALL3	singleton	dispersed	ohnolog	dispersed_ohnolog	C2H2 ZF	True	gene with protein product	True	True	False		3	Vertebrata	Bilateria	pre2R_ancient	SALL3	False	False	False	False	False	False	0	alpha	R1_to_R2	False
SLC2A4RG	singleton	dispersed	ohnolog	dispersed_ohnolog	C2H2 ZF	True	gene with protein product	True	True	False		2	Vertebrata	Bilateria	pre2R_ancient	SLC2A4RG	False	False	True	True	False	True	2	beta	before_R1	False
SNAI1	singleton	dispersed	ohnolog	dispersed_ohnolog	C2H2 ZF	True	gene with protein product	True	True	False		2	Vertebrata	Opisthokonta	pre2R_ancient	SNAI1	False	False	False	False	False	False	0	beta	before_R1	False
SNAI2	singleton	dispersed	ohnolog	dispersed_ohnolog	C2H2 ZF	True	gene with protein product	True	True	False		2	Vertebrata	Opisthokonta	pre2R_ancient	SNAI2	False	False	False	False	False	False	0		before_R1	False
SNAI3	singleton	dispersed	ohnolog	dispersed_ohnolog	C2H2 ZF	True	gene with protein product	True	True	False		2	Vertebrata	Opisthokonta	pre2R_ancient	SNAI3	False	False	False	False	False	False	0		before_R1	False
SP3	singleton	dispersed	ohnolog	dispersed_ohnolog	C2H2 ZF	True	gene with protein product	True	True	False		2	Vertebrata	Bilateria	pre2R_ancient	SP3	False	False	False	False	False	False	0	alpha	after_R2	False
SP9	singleton	dispersed	ohnolog	dispersed_ohnolog	C2H2 ZF	True	gene with protein product	True	True	False		1	Vertebrata	Bilateria	pre2R_ancient	SP9	False	False	False	False	False	False	0	alpha	before_R1	False
ST18	singleton	dispersed	ohnolog	dispersed_ohnolog	C2H2 ZF	True	gene with protein product	True	True	False		2	Vertebrata	Bilateria	pre2R_ancient	ST18	False	False	True	False	False	True	1		before_R1	False
TSHZ1	singleton	dispersed	ohnolog	dispersed_ohnolog	C2H2 ZF	True	gene with protein product	True	True	False		2	Vertebrata		no_paralog_node	TSHZ1	False	False	False	False	False	False	0	alpha	before_R1	False
YY1	singleton	dispersed	ohnolog	dispersed_ohnolog	C2H2 ZF	True	gene with protein product	True	True	False		2	Younger	Bilateria	pre2R_ancient	YY1	False	False	False	False	False	False	0	alpha	before_R1	False
YY2	singleton	dispersed	ohnolog	dispersed_ohnolog	C2H2 ZF	True	gene with protein product	True	True	False		2	Younger	Bilateria	pre2R_ancient	YY2	False	False	False	False	False	False	0		before_R1	False
ZBTB10	singleton	dispersed	ohnolog	dispersed_ohnolog	C2H2 ZF	True	gene with protein product	True	True	False		5	Vertebrata		no_paralog_node	ZBTB10	False	False	False	False	False	False	0		after_R2	False
ZBTB2	singleton	dispersed	ohnolog	dispersed_ohnolog	C2H2 ZF	True	gene with protein product	True	True	False		6	Vertebrata		no_paralog_node	ZBTB2	False	False	False	False	False	False	0		R1_to_R2	False
ZBTB44	singleton	dispersed	ohnolog	dispersed_ohnolog	C2H2 ZF	True	gene with protein product	True	True	False		4	Chordata	Chordata	pre2R_ancient	ZBTB44	False	False	False	False	False	False	0		before_R1	False
ZBTB46	singleton	dispersed	ohnolog	dispersed_ohnolog	C2H2 ZF	True	gene with protein product	True	True	False		5	Vertebrata	Bilateria	pre2R_ancient	ZBTB46	False	False	True	True	False	True	2		before_R1	False
ZBTB49	singleton	dispersed	ohnolog	dispersed_ohnolog	C2H2 ZF	True	gene with protein product	True	True	False		2	Vertebrata	Bilateria	pre2R_ancient	ZBTB49	False	False	False	False	False	False	0		R1_to_R2	False
ZBTB5	singleton	dispersed	ohnolog	dispersed_ohnolog	C2H2 ZF	True	gene with protein product	True	True	False		3	Vertebrata	Bilateria	pre2R_ancient	ZBTB5	False	False	False	False	False	False	0		before_R1	False
ZFP2	singleton	dispersed	ohnolog	dispersed_ohnolog	C2H2 ZF	True	gene with protein product	True	True	False		3	Vertebrata	Bilateria	pre2R_ancient	ZFP2	False	False	False	False	False	False	0		after_R2	False
ZFP3	singleton	dispersed	ohnolog	dispersed_ohnolog	C2H2 ZF	True	gene with protein product	True	True	False		2	Vertebrata	Bilateria	pre2R_ancient	ZFP3	False	False	False	False	False	False	0		after_R2	False
ZFP42	singleton	dispersed	ohnolog	dispersed_ohnolog	C2H2 ZF	True	gene with protein product	True	True	False		2	Younger	Bilateria	pre2R_ancient	ZFP42	False	False	False	False	False	False	0		before_R1	False
ZFPM2	singleton	dispersed	ohnolog	dispersed_ohnolog	C2H2 ZF	True	gene with protein product	True	True	False		1	Vertebrata	Vertebrata	2R_vertebrata	ZFPM2	False	False	False	False	True	True	1	alpha	before_R1	False
ZIC3	singleton	dispersed	ohnolog	dispersed_ohnolog	C2H2 ZF	True	gene with protein product	True	True	False		4	Vertebrata	Bilateria	pre2R_ancient	ZIC3	False	False	False	False	False	False	0	beta	after_R2	False
ZNF142	singleton	dispersed	ohnolog	dispersed_ohnolog	C2H2 ZF	True	gene with protein product	True	True	False		2	Vertebrata	Bilateria	pre2R_ancient	ZNF142	False	False	False	False	False	False	0	alpha	R1_to_R2	False
ZNF143	singleton	dispersed	ohnolog	dispersed_ohnolog	C2H2 ZF	True	gene with protein product	True	True	False		1	Vertebrata	Opisthokonta	pre2R_ancient	ZNF143	False	False	True	False	False	True	1		before_R1	False
ZNF280C	singleton	dispersed	ohnolog	dispersed_ohnolog	C2H2 ZF	True	gene with protein product	True	True	False		1	Vertebrata	Bilateria	pre2R_ancient	ZNF280C	False	False	False	False	False	False	0		after_R2	False
ZNF280D	singleton	dispersed	ohnolog	dispersed_ohnolog	C2H2 ZF	True	gene with protein product	True	True	False		1	Vertebrata	Bilateria	pre2R_ancient	ZNF280D	False	False	False	False	False	False	0		after_R2	False
ZNF296	singleton	dispersed	ohnolog	dispersed_ohnolog	C2H2 ZF	True	gene with protein product	True	True	False		2	Vertebrata	Opisthokonta	pre2R_ancient	ZNF296	False	False	False	False	False	False	0		after_R2	False
ZNF362	singleton	dispersed	ohnolog	dispersed_ohnolog	C2H2 ZF	True	gene with protein product	True	True	False		1	Vertebrata	Opisthokonta	pre2R_ancient	ZNF362	False	False	True	False	False	True	1	alpha	R1_to_R2	False
ZNF384	singleton	dispersed	ohnolog	dispersed_ohnolog	C2H2 ZF	True	gene with protein product	True	True	False		1	Vertebrata	Opisthokonta	pre2R_ancient	ZNF384	False	False	False	False	False	False	0	beta	before_R1	False
ZNF385B	singleton	dispersed	ohnolog	dispersed_ohnolog	C2H2 ZF	True	gene with protein product	True	True	False		1	Vertebrata	Bilateria	pre2R_ancient	ZNF385B	False	False	True	False	False	True	1	alpha	before_R1	False
ZNF385D	singleton	dispersed	ohnolog	dispersed_ohnolog	C2H2 ZF	True	gene with protein product	True	True	False		1	Vertebrata	Bilateria	pre2R_ancient	ZNF385D	False	False	True	False	False	True	1	alpha	before_R1	False
ZNF395	singleton	dispersed	ohnolog	dispersed_ohnolog	C2H2 ZF	True	gene with protein product	True	True	False		2	Vertebrata	Bilateria	pre2R_ancient	ZNF395	False	False	False	False	False	False	0		before_R1	False
ZNF423	singleton	dispersed	ohnolog	dispersed_ohnolog	C2H2 ZF	True	gene with protein product	True	True	False		1	Vertebrata	Bilateria	pre2R_ancient	ZNF423	False	False	False	False	False	False	0	alpha	before_R1	False
ZNF462	singleton	dispersed	ohnolog	dispersed_ohnolog	C2H2 ZF	True	gene with protein product	True	True	False		2	Vertebrata	Bilateria	pre2R_ancient	ZNF462	False	False	False	False	False	False	0		before_R1	False
ZNF503	singleton	dispersed	ohnolog	dispersed_ohnolog	C2H2 ZF	True	gene with protein product	True	True	False		1	Vertebrata	Vertebrata	2R_vertebrata	ZNF503	False	False	False	False	False	False	0	alpha	before_R1	False
ZNF513	singleton	dispersed	ohnolog	dispersed_ohnolog	C2H2 ZF	True	gene with protein product	True	True	False		2	Vertebrata	Bilateria	pre2R_ancient	ZNF513	False	False	False	False	False	False	0		before_R1	False
ZNF521	singleton	dispersed	ohnolog	dispersed_ohnolog	C2H2 ZF	True	gene with protein product	True	True	False		1	Vertebrata	Bilateria	pre2R_ancient	ZNF521	False	False	True	False	False	True	1	alpha	before_R1	False
ZNF532	singleton	dispersed	ohnolog	dispersed_ohnolog	C2H2 ZF	True	gene with protein product	True	True	False		2	Vertebrata	Bilateria	pre2R_ancient	ZNF532	False	False	False	False	False	False	0		before_R1	False
ZNF572	singleton	dispersed	ohnolog	dispersed_ohnolog	C2H2 ZF	True	gene with protein product	True	True	False		1	Younger	Bilateria	pre2R_ancient	ZNF572	False	False	False	False	False	False	0		human_only	False
ZNF592	singleton	dispersed	ohnolog	dispersed_ohnolog	C2H2 ZF	True	gene with protein product	True	True	False		2	Vertebrata	Bilateria	pre2R_ancient	ZNF592	False	False	False	False	False	False	0	alpha	after_R2	False
ZNF608	singleton	dispersed	ohnolog	dispersed_ohnolog	C2H2 ZF	True	gene with protein product	True	True	False		1	Vertebrata	Chordata	pre2R_ancient	ZNF608	False	False	False	False	False	False	0	alpha	before_R1	False
ZNF609	singleton	dispersed	ohnolog	dispersed_ohnolog	C2H2 ZF	True	gene with protein product	True	True	False		1	Vertebrata	Chordata	pre2R_ancient	ZNF609	False	False	False	False	False	False	0	alpha	before_R1	False
ZNF623	singleton	dispersed	ohnolog	dispersed_ohnolog	C2H2 ZF	True	gene with protein product	True	True	False		3	Vertebrata	Bilateria	pre2R_ancient	ZNF623	False	False	False	False	False	False	0		after_R2	False
ZNF629	singleton	dispersed	ohnolog	dispersed_ohnolog	C2H2 ZF	True	gene with protein product	True	True	False		14	Vertebrata	Bilateria	pre2R_ancient	ZNF629	True	True	False	False	False	True	2		after_R2	False
ZNF683	singleton	dispersed	ohnolog	dispersed_ohnolog	C2H2 ZF	True	gene with protein product	True	True	False		1	Vertebrata	Bilateria	pre2R_ancient	ZNF683	False	False	False	False	False	False	0		human_only	False
ZNF687	singleton	dispersed	ohnolog	dispersed_ohnolog	C2H2 ZF	True	gene with protein product	True	True	False		2	Vertebrata	Bilateria	pre2R_ancient	ZNF687	False	False	False	False	False	False	0	beta	before_R1	False
ZNF70	singleton	dispersed	ohnolog	dispersed_ohnolog	C2H2 ZF	True	gene with protein product	True	True	False		2	Vertebrata	Bilateria	pre2R_ancient	ZNF70	False	False	False	False	False	False	0		before_R1	False
ZNF703	singleton	dispersed	ohnolog	dispersed_ohnolog	C2H2 ZF	True	gene with protein product	True	True	False		1	Vertebrata	Vertebrata	2R_vertebrata	ZNF703	False	False	False	False	False	False	0	beta	before_R1	False
ZNF704	singleton	dispersed	ohnolog	dispersed_ohnolog	C2H2 ZF	True	gene with protein product	True	True	False		2	Vertebrata	Bilateria	pre2R_ancient	ZNF704	False	False	False	False	False	False	0	alpha	R1_to_R2	False
ZNF71	singleton	dispersed	ohnolog	dispersed_ohnolog	C2H2 ZF	True	gene with protein product	True	True	False		2	Vertebrata	Bilateria	pre2R_ancient	ZNF71	False	False	False	False	False	False	0		human_only	False
ZNF76	singleton	dispersed	ohnolog	dispersed_ohnolog	C2H2 ZF	True	gene with protein product	True	True	False		1	Vertebrata	Opisthokonta	pre2R_ancient	ZNF76	True	False	False	True	False	True	2		after_R2	False
ZNF774	singleton	dispersed	ohnolog	dispersed_ohnolog	C2H2 ZF	True	gene with protein product	True	True	False		14	Vertebrata	Bilateria	pre2R_ancient	ZNF774	False	True	False	False	False	True	1		human_only	False
ZNF831	singleton	dispersed	ohnolog	dispersed_ohnolog	C2H2 ZF	True	gene with protein product	True	True	False		3	Vertebrata	Bilateria	pre2R_ancient	ZNF831	True	False	False	False	False	True	1		after_R2	False
ZSCAN2	singleton	dispersed	ohnolog	dispersed_ohnolog	C2H2 ZF	True	gene with protein product	True	True	False		4	Vertebrata	Bilateria	pre2R_ancient	ZSCAN2	False	False	False	False	False	False	0		after_R2	False
ZXDA	singleton	dispersed	ohnolog	dispersed_ohnolog	C2H2 ZF	True	gene with protein product	True	True	False		1	Vertebrata	Hominoidea	post2R_young	ZXDA	False	False	False	False	False	False	0		before_R1	False
ZXDB	singleton	dispersed	ohnolog	dispersed_ohnolog	C2H2 ZF	True	gene with protein product	True	True	False		1	Vertebrata	Hominoidea	post2R_young	ZXDB	False	False	False	False	False	False	0		before_R1	False
ZXDC	singleton	dispersed	ohnolog	dispersed_ohnolog	C2H2 ZF	True	gene with protein product	True	True	False		1	Vertebrata	Bilateria	pre2R_ancient	ZXDC	False	False	False	False	False	False	0		before_R1	False
ZEB1	singleton	dispersed	ohnolog	dispersed_ohnolog	C2H2 ZF; Homeodomain	True	gene with protein product	True	True	False		1	Vertebrata	Vertebrata	2R_vertebrata	ZEB1	False	False	True	False	False	True	1	alpha	after_R2	False
ZEB2	singleton	dispersed	ohnolog	dispersed_ohnolog	C2H2 ZF; Homeodomain	True	gene with protein product	True	True	False		1	Vertebrata	Vertebrata	2R_vertebrata	ZEB2	False	False	False	False	False	False	0	alpha	R1_to_R2	False
