gene	genomic_class	arrangement	provenance	dup_class4	TF_subfamily	in_lambert	hgnc_locus_type	is_ohnolog	is_ohnolog_relaxed	ohnolog_rescue_via_cluster	cluster_id	n_ohnolog_partners	ohnolog_dup_time	youngest_paralog_node	age_category	is_marker	n_marker_celltypes
ZNF740	singleton	dispersed	SSD	dispersed_SSD	C2H2 ZF	True	gene with protein product	False	False	False		0		Bilateria	pre2R_ancient	False	0
ZNF750	singleton	dispersed	SSD	dispersed_SSD	C2H2 ZF	True	gene with protein product	False	False	False		0		Euteleostomi	2R_vertebrata	False	0
ZNF768	singleton	dispersed	SSD	dispersed_SSD	C2H2 ZF	True	gene with protein product	False	False	False		0		Bilateria	pre2R_ancient	False	0
ZNF770	singleton	dispersed	SSD	dispersed_SSD	C2H2 ZF	True	gene with protein product	False	False	False		0		Bilateria	pre2R_ancient	False	0
ZNF787	singleton	dispersed	SSD	dispersed_SSD	C2H2 ZF	True	gene with protein product	False	False	False		0		Euteleostomi	2R_vertebrata	False	0
ZNF80	singleton	dispersed	SSD	dispersed_SSD	C2H2 ZF	True	gene with protein product	False	False	False		0		Bilateria	pre2R_ancient	False	0
ZNF800	singleton	dispersed	SSD	dispersed_SSD	C2H2 ZF	True	gene with protein product	False	False	False		0			no_paralog_node	False	0
ZNF804A	singleton	dispersed	SSD	dispersed_SSD	C2H2 ZF	True	gene with protein product	False	False	False		0		Vertebrata	2R_vertebrata	True	2
ZNF804B	singleton	dispersed	SSD	dispersed_SSD	C2H2 ZF	True	gene with protein product	False	False	False		0		Vertebrata	2R_vertebrata	False	0
ZNF821	singleton	dispersed	SSD	dispersed_SSD	C2H2 ZF	True	gene with protein product	False	False	False		0		Bilateria	pre2R_ancient	False	0
ZNF827	singleton	dispersed	SSD	dispersed_SSD	C2H2 ZF	True	gene with protein product	False	False	False		0		Bilateria	pre2R_ancient	True	1
ZNF83	singleton	dispersed	SSD	dispersed_SSD	C2H2 ZF	True	gene with protein product	False	False	False		0		Euarchontoglires	post2R_young	False	0
ZNF830	singleton	dispersed	SSD	dispersed_SSD	C2H2 ZF	True	gene with protein product	False	False	False		0			no_paralog_node	False	0
ZNF835	singleton	dispersed	SSD	dispersed_SSD	C2H2 ZF	True	gene with protein product	False	False	False		0		Bilateria	pre2R_ancient	False	0
ZNF841	singleton	dispersed	SSD	dispersed_SSD	C2H2 ZF	True	gene with protein product	False	False	False		0		Bilateria	pre2R_ancient	False	0
ZNF843	singleton	dispersed	SSD	dispersed_SSD	C2H2 ZF	True	gene with protein product	False	False	False		0			no_paralog_node	False	0
ZNF853	singleton	dispersed	SSD	dispersed_SSD	C2H2 ZF	True	gene with protein product	False	False	False		0		Mammalia	post2R_young	False	0
ZNF883	singleton	dispersed	SSD	dispersed_SSD	C2H2 ZF	True	gene with protein product	False	False	False		0		Vertebrata	2R_vertebrata	False	0
ZSCAN10	singleton	dispersed	SSD	dispersed_SSD	C2H2 ZF	True	gene with protein product	False	False	False		0		Bilateria	pre2R_ancient	False	0
ZSCAN20	singleton	dispersed	SSD	dispersed_SSD	C2H2 ZF	True	gene with protein product	False	False	False		0		Bilateria	pre2R_ancient	False	0
ZSCAN21	singleton	dispersed	SSD	dispersed_SSD	C2H2 ZF	True	gene with protein product	False	False	False		0		Vertebrata	2R_vertebrata	False	0
ZSCAN22	singleton	dispersed	SSD	dispersed_SSD	C2H2 ZF	True	gene with protein product	False	False	False		0		Vertebrata	2R_vertebrata	False	0
ZSCAN26	singleton	dispersed	SSD	dispersed_SSD	C2H2 ZF	True	gene with protein product	False	False	False		0		Vertebrata	2R_vertebrata	False	0
ZSCAN29	singleton	dispersed	SSD	dispersed_SSD	C2H2 ZF	True	gene with protein product	False	False	False		0		Bilateria	pre2R_ancient	False	0
ZSCAN4	singleton	dispersed	SSD	dispersed_SSD	C2H2 ZF	True	gene with protein product	False	False	False		0		Vertebrata	2R_vertebrata	False	0
ZSCAN9	singleton	dispersed	SSD	dispersed_SSD	C2H2 ZF	True	gene with protein product	False	False	False		0		Vertebrata	2R_vertebrata	False	0
PATZ1	singleton	dispersed	SSD	dispersed_SSD	C2H2 ZF; AT hook	True	gene with protein product	False	False	False		0		Opisthokonta	pre2R_ancient	False	0
ZBTB24	singleton	dispersed	SSD	dispersed_SSD	C2H2 ZF; AT hook	True	gene with protein product	False	False	False		0		Bilateria	pre2R_ancient	False	0
ZNF524	singleton	dispersed	SSD	dispersed_SSD	C2H2 ZF; AT hook	True	gene with protein product	False	False	False		0		Bilateria	pre2R_ancient	False	0
ZNF653	singleton	dispersed	SSD	dispersed_SSD	C2H2 ZF; AT hook	True	gene with protein product	False	False	False		0		Opisthokonta	pre2R_ancient	False	0
ZNF277	singleton	dispersed	SSD	dispersed_SSD	C2H2 ZF; BED ZF	True	gene with protein product	False	False	False		0			no_paralog_node	False	0
ZNF512	singleton	dispersed	SSD	dispersed_SSD	C2H2 ZF; BED ZF	True	gene with protein product	False	False	False		0		Bilateria	pre2R_ancient	False	0
ZC3H8	singleton	dispersed	SSD	dispersed_SSD	CCCH ZF	True	gene with protein product	False	False	False		0		Bilateria	pre2R_ancient	False	0
ZGPAT	singleton	dispersed	SSD	dispersed_SSD	CCCH ZF	True	gene with protein product	False	False	False		0		Bilateria	pre2R_ancient	False	0
CENPB	singleton	dispersed	SSD	dispersed_SSD	CENPB	True	gene with protein product	False	False	False		0		Opisthokonta	pre2R_ancient	False	0
JRK	singleton	dispersed	SSD	dispersed_SSD	CENPB	True	gene with protein product	False	False	False		0		Opisthokonta	pre2R_ancient	False	0
JRKL	singleton	dispersed	SSD	dispersed_SSD	CENPB	True	gene with protein product	False	False	False		0		Opisthokonta	pre2R_ancient	False	0
TIGD1	singleton	dispersed	SSD	dispersed_SSD	CENPB	True	gene with protein product	False	False	False		0		Opisthokonta	pre2R_ancient	False	0
TIGD2	singleton	dispersed	SSD	dispersed_SSD	CENPB	True	gene with protein product	False	False	False		0		Opisthokonta	pre2R_ancient	False	0
TIGD3	singleton	dispersed	SSD	dispersed_SSD	CENPB	True	gene with protein product	False	False	False		0		Opisthokonta	pre2R_ancient	False	0
TIGD4	singleton	dispersed	SSD	dispersed_SSD	CENPB	True	gene with protein product	False	False	False		0		Opisthokonta	pre2R_ancient	False	0
TIGD5	singleton	dispersed	SSD	dispersed_SSD	CENPB	True	gene with protein product	False	False	False		0			no_paralog_node	False	0
TIGD6	singleton	dispersed	SSD	dispersed_SSD	CENPB	True	gene with protein product	False	False	False		0		Opisthokonta	pre2R_ancient	False	0
TIGD7	singleton	dispersed	SSD	dispersed_SSD	CENPB	True	gene with protein product	False	False	False		0		Opisthokonta	pre2R_ancient	False	0
RBPJ	singleton	dispersed	SSD	dispersed_SSD	CSL	True	gene with protein product	False	False	False		0		Chordata	pre2R_ancient	True	1
RBPJL	singleton	dispersed	SSD	dispersed_SSD	CSL	True	gene with protein product	False	False	False		0		Chordata	pre2R_ancient	False	0
SATB1	singleton	dispersed	SSD	dispersed_SSD	CUT; Homeodomain	True	gene with protein product	False	False	False		0		Vertebrata	2R_vertebrata	False	0
SATB2	singleton	dispersed	SSD	dispersed_SSD	CUT; Homeodomain	True	gene with protein product	False	False	False		0		Vertebrata	2R_vertebrata	False	0
CXXC1	singleton	dispersed	SSD	dispersed_SSD	CxxC	True	gene with protein product	False	False	False		0		Bilateria	pre2R_ancient	False	0
DNMT1	singleton	dispersed	SSD	dispersed_SSD	CxxC	True	gene with protein product	False	False	False		0		Bilateria	pre2R_ancient	False	0
DMRTA1	singleton	dispersed	SSD	dispersed_SSD	DM	True	gene with protein product	False	False	False		0		Bilateria	pre2R_ancient	False	0
DMRTA2	singleton	dispersed	SSD	dispersed_SSD	DM	True	gene with protein product	False	False	False		0		Bilateria	pre2R_ancient	False	0
DMRTB1	singleton	dispersed	SSD	dispersed_SSD	DM	True	gene with protein product	False	False	False		0		Bilateria	pre2R_ancient	False	0
DMRTC2	singleton	dispersed	SSD	dispersed_SSD	DM	True	gene with protein product	False	False	False		0		Bilateria	pre2R_ancient	False	0
ELK1	singleton	dispersed	SSD	dispersed_SSD	Ets	True	gene with protein product	False	False	False		0		Bilateria	pre2R_ancient	False	0
ELK3	singleton	dispersed	SSD	dispersed_SSD	Ets	True	gene with protein product	False	False	False		0		Bilateria	pre2R_ancient	False	0
ELK4	singleton	dispersed	SSD	dispersed_SSD	Ets	True	gene with protein product	False	False	False		0		Bilateria	pre2R_ancient	False	0
ETV2	singleton	dispersed	SSD	dispersed_SSD	Ets	True	gene with protein product	False	False	False		0		Bilateria	pre2R_ancient	False	0
FEV	singleton	dispersed	SSD	dispersed_SSD	Ets	True	gene with protein product	False	False	False		0		Bilateria	pre2R_ancient	False	0
GABPA	singleton	dispersed	SSD	dispersed_SSD	Ets	True	gene with protein product	False	False	False		0		Bilateria	pre2R_ancient	False	0
SPDEF	singleton	dispersed	SSD	dispersed_SSD	Ets	True	gene with protein product	False	False	False		0		Bilateria	pre2R_ancient	False	0
SPIB	singleton	dispersed	SSD	dispersed_SSD	Ets	True	gene with protein product	False	False	False		0		Bilateria	pre2R_ancient	False	0
FOXD1	singleton	dispersed	SSD	dispersed_SSD	Forkhead	True	gene with protein product	False	False	False		0		Euteleostomi	2R_vertebrata	False	0
FOXD4	singleton	dispersed	SSD	dispersed_SSD	Forkhead	True	gene with protein product	False	False	False		0		Homininae	post2R_young	False	0
FOXD4L3	singleton	dispersed	SSD	dispersed_SSD	Forkhead	True	gene with protein product	False	False	False		0		Homo sapiens	post2R_young	False	0
FOXD4L4	singleton	dispersed	SSD	dispersed_SSD	Forkhead	True	gene with protein product	False	False	False		0		Homo sapiens	post2R_young	False	0
FOXD4L5	singleton	dispersed	SSD	dispersed_SSD	Forkhead	True	gene with protein product	False	False	False		0		Homo sapiens	post2R_young	False	0
FOXE1	singleton	dispersed	SSD	dispersed_SSD	Forkhead	True	gene with protein product	False	False	False		0		Opisthokonta	pre2R_ancient	False	0
FOXG1	singleton	dispersed	SSD	dispersed_SSD	Forkhead	True	gene with protein product	False	False	False		0		Bilateria	pre2R_ancient	False	0
FOXH1	singleton	dispersed	SSD	dispersed_SSD	Forkhead	True	gene with protein product	False	False	False		0		Opisthokonta	pre2R_ancient	False	0
FOXJ1	singleton	dispersed	SSD	dispersed_SSD	Forkhead	True	gene with protein product	False	False	False		0		Opisthokonta	pre2R_ancient	False	0
FOXL2	singleton	dispersed	SSD	dispersed_SSD	Forkhead	True	gene with protein product	False	False	False		0		Opisthokonta	pre2R_ancient	False	0
FOXM1	singleton	dispersed	SSD	dispersed_SSD	Forkhead	True	gene with protein product	False	False	False		0		Opisthokonta	pre2R_ancient	False	0
FOXP1	singleton	dispersed	SSD	dispersed_SSD	Forkhead	True	gene with protein product	False	False	False		0		Opisthokonta	pre2R_ancient	False	0
FOXP2	singleton	dispersed	SSD	dispersed_SSD	Forkhead	True	gene with protein product	False	False	False		0		Bilateria	pre2R_ancient	False	0
FOXP3	singleton	dispersed	SSD	dispersed_SSD	Forkhead	True	gene with protein product	False	False	False		0		Opisthokonta	pre2R_ancient	False	0
FOXP4	singleton	dispersed	SSD	dispersed_SSD	Forkhead	True	gene with protein product	False	False	False		0		Bilateria	pre2R_ancient	False	0
TRPS1	singleton	dispersed	SSD	dispersed_SSD	GATA	True	gene with protein product	False	False	False		0		Opisthokonta	pre2R_ancient	True	1
ZGLP1	singleton	dispersed	SSD	dispersed_SSD	GATA	True	gene with protein product	False	False	False		0		Opisthokonta	pre2R_ancient	False	0
GTF2IRD2	singleton	dispersed	SSD	dispersed_SSD	GTF2I-like	True	gene with protein product	False	False	False		0		Homo sapiens	post2R_young	False	0
GTF2IRD2B	singleton	dispersed	SSD	dispersed_SSD	GTF2I-like	True	gene with protein product	False	False	False		0		Homo sapiens	post2R_young	False	0
BBX	singleton	dispersed	SSD	dispersed_SSD	HMG/Sox	True	gene with protein product	False	False	False		0		Bilateria	pre2R_ancient	False	0
CIC	singleton	dispersed	SSD	dispersed_SSD	HMG/Sox	True	gene with protein product	False	False	False		0		Bilateria	pre2R_ancient	False	0
HBP1	singleton	dispersed	SSD	dispersed_SSD	HMG/Sox	True	gene with protein product	False	False	False		0			no_paralog_node	False	0
HMGN3	singleton	dispersed	SSD	dispersed_SSD	HMG/Sox	True	gene with protein product	False	False	False		0		Euteleostomi	2R_vertebrata	False	0
SOX15	singleton	dispersed	SSD	dispersed_SSD	HMG/Sox	True	gene with protein product	False	False	False		0		Bilateria	pre2R_ancient	False	0
SOX30	singleton	dispersed	SSD	dispersed_SSD	HMG/Sox	True	gene with protein product	False	False	False		0		Bilateria	pre2R_ancient	False	0
SOX6	singleton	dispersed	SSD	dispersed_SSD	HMG/Sox	True	gene with protein product	False	False	False		0		Bilateria	pre2R_ancient	False	0
HSF5	singleton	dispersed	SSD	dispersed_SSD	HSF	True	gene with protein product	False	False	False		0		Opisthokonta	pre2R_ancient	False	0
ADNP	singleton	dispersed	SSD	dispersed_SSD	Homeodomain	True	gene with protein product	False	False	False		0			no_paralog_node	False	0
ADNP2	singleton	dispersed	SSD	dispersed_SSD	Homeodomain	True	gene with protein product	False	False	False		0			no_paralog_node	False	0
ANHX	singleton	dispersed	SSD	dispersed_SSD	Homeodomain	True	gene with protein product	False	False	False		0		Bilateria	pre2R_ancient	False	0
ARGFX	singleton	dispersed	SSD	dispersed_SSD	Homeodomain	True	gene with protein product	False	False	False		0		Bilateria	pre2R_ancient	False	0
ARX	singleton	dispersed	SSD	dispersed_SSD	Homeodomain	True	gene with protein product	False	False	False		0		Bilateria	pre2R_ancient	False	0
BARX1	singleton	dispersed	SSD	dispersed_SSD	Homeodomain	True	gene with protein product	False	False	False		0		Bilateria	pre2R_ancient	False	0
BARX2	singleton	dispersed	SSD	dispersed_SSD	Homeodomain	True	gene with protein product	False	False	False		0		Bilateria	pre2R_ancient	False	0
BSX	singleton	dispersed	SSD	dispersed_SSD	Homeodomain	True	gene with protein product	False	False	False		0		Bilateria	pre2R_ancient	False	0
DMBX1	singleton	dispersed	SSD	dispersed_SSD	Homeodomain	True	gene with protein product	False	False	False		0		Bilateria	pre2R_ancient	False	0
DPRX	singleton	dispersed	SSD	dispersed_SSD	Homeodomain	True	gene with protein product	False	False	False		0		Bilateria	pre2R_ancient	False	0
DRGX	singleton	dispersed	SSD	dispersed_SSD	Homeodomain	True	gene with protein product	False	False	False		0		Bilateria	pre2R_ancient	False	0
DUXA	singleton	dispersed	SSD	dispersed_SSD	Homeodomain	True	gene with protein product	False	False	False		0		Bilateria	pre2R_ancient	False	0
ESX1	singleton	dispersed	SSD	dispersed_SSD	Homeodomain	True	gene with protein product	False	False	False		0		Bilateria	pre2R_ancient	False	0
GBX1	singleton	dispersed	SSD	dispersed_SSD	Homeodomain	True	gene with protein product	False	False	False		0		Vertebrata	2R_vertebrata	False	0
GSC	singleton	dispersed	SSD	dispersed_SSD	Homeodomain	True	gene with protein product	False	False	False		0		Bilateria	pre2R_ancient	False	0
GSC2	singleton	dispersed	SSD	dispersed_SSD	Homeodomain	True	gene with protein product	False	False	False		0		Bilateria	pre2R_ancient	False	0
HDX	singleton	dispersed	SSD	dispersed_SSD	Homeodomain	True	gene with protein product	False	False	False		0		Bilateria	pre2R_ancient	False	0
HESX1	singleton	dispersed	SSD	dispersed_SSD	Homeodomain	True	gene with protein product	False	False	False		0		Bilateria	pre2R_ancient	False	0
HHEX	singleton	dispersed	SSD	dispersed_SSD	Homeodomain	True	gene with protein product	False	False	False		0			no_paralog_node	False	0
HLX	singleton	dispersed	SSD	dispersed_SSD	Homeodomain	True	gene with protein product	False	False	False		0		Bilateria	pre2R_ancient	False	0
HMBOX1	singleton	dispersed	SSD	dispersed_SSD	Homeodomain	True	gene with protein product	False	False	False		0			no_paralog_node	False	0
HOMEZ	singleton	dispersed	SSD	dispersed_SSD	Homeodomain	True	gene with protein product	False	False	False		0		Vertebrata	2R_vertebrata	False	0
ISX	singleton	dispersed	SSD	dispersed_SSD	Homeodomain	True	gene with protein product	False	False	False		0		Bilateria	pre2R_ancient	False	0
LEUTX	singleton	dispersed	SSD	dispersed_SSD	Homeodomain	True	gene with protein product	False	False	False		0		Chordata	pre2R_ancient	False	0
MKX	singleton	dispersed	SSD	dispersed_SSD	Homeodomain	True	gene with protein product	False	False	False		0		Bilateria	pre2R_ancient	False	0
MNX1	singleton	dispersed	SSD	dispersed_SSD	Homeodomain	True	gene with protein product	False	False	False		0			no_paralog_node	False	0
MSX1	singleton	dispersed	SSD	dispersed_SSD	Homeodomain	True	gene with protein product	False	False	False		0		Bilateria	pre2R_ancient	False	0
MSX2	singleton	dispersed	SSD	dispersed_SSD	Homeodomain	True	gene with protein product	False	False	False		0		Bilateria	pre2R_ancient	False	0
NANOGP8	singleton	dispersed	SSD	dispersed_SSD	Homeodomain	True	gene with protein product	False	False	False		0		Hominoidea	post2R_young	False	0
NKX1-1	singleton	dispersed	SSD	dispersed_SSD	Homeodomain	True	gene with protein product	False	False	False		0		Bilateria	pre2R_ancient	False	0
NKX6-2	singleton	dispersed	SSD	dispersed_SSD	Homeodomain	True	gene with protein product	False	False	False		0		Bilateria	pre2R_ancient	False	0
NOBOX	singleton	dispersed	SSD	dispersed_SSD	Homeodomain	True	gene with protein product	False	False	False		0		Bilateria	pre2R_ancient	False	0
NOTO	singleton	dispersed	SSD	dispersed_SSD	Homeodomain	True	gene with protein product	False	False	False		0		Euteleostomi	2R_vertebrata	False	0
OTP	singleton	dispersed	SSD	dispersed_SSD	Homeodomain	True	gene with protein product	False	False	False		0		Bilateria	pre2R_ancient	False	0
PROP1	singleton	dispersed	SSD	dispersed_SSD	Homeodomain	True	gene with protein product	False	False	False		0		Bilateria	pre2R_ancient	False	0
TGIF1	singleton	dispersed	SSD	dispersed_SSD	Homeodomain	True	gene with protein product	False	False	False		0		Bilateria	pre2R_ancient	False	0
TGIF2	singleton	dispersed	SSD	dispersed_SSD	Homeodomain	True	gene with protein product	False	False	False		0		Bilateria	pre2R_ancient	False	0
UNCX	singleton	dispersed	SSD	dispersed_SSD	Homeodomain	True	gene with protein product	False	False	False		0		Bilateria	pre2R_ancient	False	0
VENTX	singleton	dispersed	SSD	dispersed_SSD	Homeodomain	True	gene with protein product	False	False	False		0		Bilateria	pre2R_ancient	False	0
ZHX1	singleton	dispersed	SSD	dispersed_SSD	Homeodomain	True	gene with protein product	False	False	False		0		Vertebrata	2R_vertebrata	False	0
ZHX2	singleton	dispersed	SSD	dispersed_SSD	Homeodomain	True	gene with protein product	False	False	False		0		Vertebrata	2R_vertebrata	True	1
ZHX3	singleton	dispersed	SSD	dispersed_SSD	Homeodomain	True	gene with protein product	False	False	False		0		Vertebrata	2R_vertebrata	False	0
POU1F1	singleton	dispersed	SSD	dispersed_SSD	Homeodomain; POU	True	gene with protein product	False	False	False		0		Bilateria	pre2R_ancient	False	0
POU3F4	singleton	dispersed	SSD	dispersed_SSD	Homeodomain; POU	True	gene with protein product	False	False	False		0		Bilateria	pre2R_ancient	False	0
POU5F1	singleton	dispersed	SSD	dispersed_SSD	Homeodomain; POU	True	gene with protein product	False	False	False		0		Hominidae	post2R_young	False	0
POU5F1B	singleton	dispersed	SSD	dispersed_SSD	Homeodomain; POU	True	gene with protein product	False	False	False		0		Hominidae	post2R_young	False	0
POU5F2	singleton	dispersed	SSD	dispersed_SSD	Homeodomain; POU	True	gene with protein product	False	False	False		0		Bilateria	pre2R_ancient	False	0
POU6F1	singleton	dispersed	SSD	dispersed_SSD	Homeodomain; POU	True	gene with protein product	False	False	False		0		Bilateria	pre2R_ancient	False	0
POU6F2	singleton	dispersed	SSD	dispersed_SSD	Homeodomain; POU	True	gene with protein product	False	False	False		0		Bilateria	pre2R_ancient	False	0
PAX6	singleton	dispersed	SSD	dispersed_SSD	Homeodomain; Paired box	True	gene with protein product	False	False	False		0		Bilateria	pre2R_ancient	False	0
IRF1	singleton	dispersed	SSD	dispersed_SSD	IRF	True	gene with protein product	False	False	False		0		Chordata	pre2R_ancient	True	1
IRF2	singleton	dispersed	SSD	dispersed_SSD	IRF	True	gene with protein product	False	False	False		0		Chordata	pre2R_ancient	False	0
IRF3	singleton	dispersed	SSD	dispersed_SSD	IRF	True	gene with protein product	False	False	False		0		Chordata	pre2R_ancient	False	0
IRF5	singleton	dispersed	SSD	dispersed_SSD	IRF	True	gene with protein product	False	False	False		0		Chordata	pre2R_ancient	False	0
IRF6	singleton	dispersed	SSD	dispersed_SSD	IRF	True	gene with protein product	False	False	False		0		Chordata	pre2R_ancient	False	0
IRF9	singleton	dispersed	SSD	dispersed_SSD	IRF	True	gene with protein product	False	False	False		0		Chordata	pre2R_ancient	False	0
MSANTD1	singleton	dispersed	SSD	dispersed_SSD	MADF	True	gene with protein product	False	False	False		0			no_paralog_node	False	0
MSANTD3	singleton	dispersed	SSD	dispersed_SSD	MADF	True	gene with protein product	False	False	False		0			no_paralog_node	False	0
NAIF1	singleton	dispersed	SSD	dispersed_SSD	MADF	True	gene with protein product	False	False	False		0			no_paralog_node	False	0
SRF	singleton	dispersed	SSD	dispersed_SSD	MADS box	True	gene with protein product	False	False	False		0		Opisthokonta	pre2R_ancient	False	0
MBD6	singleton	dispersed	SSD	dispersed_SSD	MBD	True	gene with protein product	False	False	False		0			no_paralog_node	False	0
PIN1	singleton	dispersed	SSD	dispersed_SSD	MBD	True	gene with protein product	False	False	False		0		Opisthokonta	pre2R_ancient	False	0
SETDB1	singleton	dispersed	SSD	dispersed_SSD	MBD	True	gene with protein product	False	False	False		0		Opisthokonta	pre2R_ancient	False	0
SETDB2	singleton	dispersed	SSD	dispersed_SSD	MBD	True	gene with protein product	False	False	False		0		Opisthokonta	pre2R_ancient	True	1
CDC5L	singleton	dispersed	SSD	dispersed_SSD	Myb/SANT	True	gene with protein product	False	False	False		0		Opisthokonta	pre2R_ancient	False	0
MSANTD4	singleton	dispersed	SSD	dispersed_SSD	Myb/SANT	True	gene with protein product	False	False	False		0			no_paralog_node	False	0
MYPOP	singleton	dispersed	SSD	dispersed_SSD	Myb/SANT	True	gene with protein product	False	False	False		0			no_paralog_node	False	0
SNAPC4	singleton	dispersed	SSD	dispersed_SSD	Myb/SANT	True	gene with protein product	False	False	False		0		Opisthokonta	pre2R_ancient	False	0
TERB1	singleton	dispersed	SSD	dispersed_SSD	Myb/SANT	True	gene with protein product	False	False	False		0			no_paralog_node	False	0
TERF1	singleton	dispersed	SSD	dispersed_SSD	Myb/SANT	True	gene with protein product	False	False	False		0			no_paralog_node	False	0
TERF2	singleton	dispersed	SSD	dispersed_SSD	Myb/SANT	True	gene with protein product	False	False	False		0			no_paralog_node	False	0
NFX1	singleton	dispersed	SSD	dispersed_SSD	NFX	True	gene with protein product	False	False	False		0		Opisthokonta	pre2R_ancient	False	0
NFXL1	singleton	dispersed	SSD	dispersed_SSD	NFX	True	gene with protein product	False	False	False		0		Opisthokonta	pre2R_ancient	False	0
AR	singleton	dispersed	SSD	dispersed_SSD	Nuclear receptor	True	gene with protein product	False	False	False		0		Bilateria	pre2R_ancient	False	0
ESR2	singleton	dispersed	SSD	dispersed_SSD	Nuclear receptor	True	gene with protein product	False	False	False		0		Bilateria	pre2R_ancient	False	0
NR1H2	singleton	dispersed	SSD	dispersed_SSD	Nuclear receptor	True	gene with protein product	False	False	False		0		Bilateria	pre2R_ancient	False	0
NR1I3	singleton	dispersed	SSD	dispersed_SSD	Nuclear receptor	True	gene with protein product	False	False	False		0		Bilateria	pre2R_ancient	False	0
NR2E1	singleton	dispersed	SSD	dispersed_SSD	Nuclear receptor	True	gene with protein product	False	False	False		0		Bilateria	pre2R_ancient	False	0
NR2E3	singleton	dispersed	SSD	dispersed_SSD	Nuclear receptor	True	gene with protein product	False	False	False		0		Bilateria	pre2R_ancient	False	0
NR2F6	singleton	dispersed	SSD	dispersed_SSD	Nuclear receptor	True	gene with protein product	False	False	False		0		Bilateria	pre2R_ancient	False	0
NR3C1	singleton	dispersed	SSD	dispersed_SSD	Nuclear receptor	True	gene with protein product	False	False	False		0		Bilateria	pre2R_ancient	False	0
NR3C2	singleton	dispersed	SSD	dispersed_SSD	Nuclear receptor	True	gene with protein product	False	False	False		0		Bilateria	pre2R_ancient	True	1
RFX4	singleton	dispersed	SSD	dispersed_SSD	RFX	True	gene with protein product	False	False	False		0		Chordata	pre2R_ancient	False	0
RFX6	singleton	dispersed	SSD	dispersed_SSD	RFX	True	gene with protein product	False	False	False		0		Chordata	pre2R_ancient	False	0
RFX8	singleton	dispersed	SSD	dispersed_SSD	RFX	True	gene with protein product	False	False	False		0		Vertebrata	2R_vertebrata	False	0
DEAF1	singleton	dispersed	SSD	dispersed_SSD	SAND	True	gene with protein product	False	False	False		0			no_paralog_node	False	0
SMAD4	singleton	dispersed	SSD	dispersed_SSD	SMAD	True	gene with protein product	False	False	False		0		Bilateria	pre2R_ancient	False	0
TBX1	singleton	dispersed	SSD	dispersed_SSD	T-box	True	gene with protein product	False	False	False		0		Bilateria	pre2R_ancient	False	0
TBX10	singleton	dispersed	SSD	dispersed_SSD	T-box	True	gene with protein product	False	False	False		0		Bilateria	pre2R_ancient	False	0
TBX15	singleton	dispersed	SSD	dispersed_SSD	T-box	True	gene with protein product	False	False	False		0		Bilateria	pre2R_ancient	False	0
TBX18	singleton	dispersed	SSD	dispersed_SSD	T-box	True	gene with protein product	False	False	False		0		Bilateria	pre2R_ancient	False	0
TBX20	singleton	dispersed	SSD	dispersed_SSD	T-box	True	gene with protein product	False	False	False		0		Bilateria	pre2R_ancient	False	0
TBX22	singleton	dispersed	SSD	dispersed_SSD	T-box	True	gene with protein product	False	False	False		0		Bilateria	pre2R_ancient	False	0
TBX6	singleton	dispersed	SSD	dispersed_SSD	T-box	True	gene with protein product	False	False	False		0		Bilateria	pre2R_ancient	False	0
TBPL1	singleton	dispersed	SSD	dispersed_SSD	TBP	True	gene with protein product	False	False	False		0		Opisthokonta	pre2R_ancient	False	0
TEAD2	singleton	dispersed	SSD	dispersed_SSD	TEA	True	gene with protein product	False	False	False		0		Chordata	pre2R_ancient	False	0
THAP1	singleton	dispersed	SSD	dispersed_SSD	THAP finger	True	gene with protein product	False	False	False		0		Bilateria	pre2R_ancient	False	0
THAP10	singleton	dispersed	SSD	dispersed_SSD	THAP finger	True	gene with protein product	False	False	False		0		Bilateria	pre2R_ancient	False	0
THAP11	singleton	dispersed	SSD	dispersed_SSD	THAP finger	True	gene with protein product	False	False	False		0			no_paralog_node	False	0
THAP12	singleton	dispersed	SSD	dispersed_SSD	THAP finger	True	gene with protein product	False	False	False		0		Bilateria	pre2R_ancient	False	0
THAP2	singleton	dispersed	SSD	dispersed_SSD	THAP finger	True	gene with protein product	False	False	False		0		Bilateria	pre2R_ancient	False	0
THAP3	singleton	dispersed	SSD	dispersed_SSD	THAP finger	True	gene with protein product	False	False	False		0		Bilateria	pre2R_ancient	False	0
THAP4	singleton	dispersed	SSD	dispersed_SSD	THAP finger	True	gene with protein product	False	False	False		0			no_paralog_node	False	0
THAP5	singleton	dispersed	SSD	dispersed_SSD	THAP finger	True	gene with protein product	False	False	False		0			no_paralog_node	False	0
THAP6	singleton	dispersed	SSD	dispersed_SSD	THAP finger	True	gene with protein product	False	False	False		0		Bilateria	pre2R_ancient	False	0
THAP7	singleton	dispersed	SSD	dispersed_SSD	THAP finger	True	gene with protein product	False	False	False		0		Bilateria	pre2R_ancient	False	0
THAP8	singleton	dispersed	SSD	dispersed_SSD	THAP finger	True	gene with protein product	False	False	False		0		Bilateria	pre2R_ancient	False	0
THAP9	singleton	dispersed	SSD	dispersed_SSD	THAP finger	True	gene with protein product	False	False	False		0			no_paralog_node	False	0
ASCL1	singleton	dispersed	SSD	dispersed_SSD	bHLH	True	gene with protein product	False	False	False		0		Bilateria	pre2R_ancient	False	0
