gene	genomic_class	arrangement	provenance	dup_class4	TF_subfamily	in_lambert	hgnc_locus_type	is_ohnolog	is_ohnolog_relaxed	ohnolog_rescue_via_cluster	cluster_id	n_ohnolog_partners	ohnolog_dup_time	youngest_paralog_node	age_category	hgnc_id	is_dosage_sensitive	lineage	origin_window	is_IEI
LYL1	singleton	dispersed	SSD	dispersed_SSD	bHLH	True	gene with protein product	False	False	False		0		Bilateria	pre2R_ancient	HGNC:6734	False		after_R2	False
MAX	singleton	dispersed	SSD	dispersed_SSD	bHLH	True	gene with protein product	False	False	False		0			no_paralog_node	HGNC:6913	False		before_R1	False
MLX	singleton	dispersed	SSD	dispersed_SSD	bHLH	True	gene with protein product	False	False	False		0		Bilateria	pre2R_ancient	HGNC:11645	False		before_R1	False
MNT	singleton	dispersed	SSD	dispersed_SSD	bHLH	True	gene with protein product	False	False	False		0		Bilateria	pre2R_ancient	HGNC:7188	False		before_R1	False
MSGN1	singleton	dispersed	SSD	dispersed_SSD	bHLH	True	gene with protein product	False	False	False		0			no_paralog_node	HGNC:14907	False		before_R1	False
NCOA1	singleton	dispersed	SSD	dispersed_SSD	bHLH	True	gene with protein product	False	False	False		0		Vertebrata	2R_vertebrata	HGNC:7668	True		before_R1	False
NEUROD1	singleton	dispersed	SSD	dispersed_SSD	bHLH	True	gene with protein product	False	False	False		0		Bilateria	pre2R_ancient	HGNC:7762	False		before_R1	False
NHLH1	singleton	dispersed	SSD	dispersed_SSD	bHLH	True	gene with protein product	False	False	False		0		Bilateria	pre2R_ancient	HGNC:7817	False		after_R2	False
NHLH2	singleton	dispersed	SSD	dispersed_SSD	bHLH	True	gene with protein product	False	False	False		0		Bilateria	pre2R_ancient	HGNC:7818	False		after_R2	False
NPAS4	singleton	dispersed	SSD	dispersed_SSD	bHLH	True	gene with protein product	False	False	False		0		Bilateria	pre2R_ancient	HGNC:18983	False		before_R1	False
OLIG3	singleton	dispersed	SSD	dispersed_SSD	bHLH	True	gene with protein product	False	False	False		0		Bilateria	pre2R_ancient	HGNC:18003	False		before_R1	False
PTF1A	singleton	dispersed	SSD	dispersed_SSD	bHLH	True	gene with protein product	False	False	False		0		Bilateria	pre2R_ancient	HGNC:23734	False		before_R1	False
SCX	singleton	dispersed	SSD	dispersed_SSD	bHLH	True	gene with protein product	False	False	False		0		Bilateria	pre2R_ancient	HGNC:32322	False		before_R1	False
SOHLH1	singleton	dispersed	SSD	dispersed_SSD	bHLH	True	gene with protein product	False	False	False		0			no_paralog_node	HGNC:27845	False		after_R2	False
TAL1	singleton	dispersed	SSD	dispersed_SSD	bHLH	True	gene with protein product	False	False	False		0		Bilateria	pre2R_ancient	HGNC:11556	False		R1_to_R2	False
TAL2	singleton	dispersed	SSD	dispersed_SSD	bHLH	True	gene with protein product	False	False	False		0		Bilateria	pre2R_ancient	HGNC:11557	False		after_R2	False
TCF15	singleton	dispersed	SSD	dispersed_SSD	bHLH	True	gene with protein product	False	False	False		0		Bilateria	pre2R_ancient	HGNC:11627	False		before_R1	False
TCFL5	singleton	dispersed	SSD	dispersed_SSD	bHLH	True	gene with protein product	False	False	False		0			no_paralog_node	HGNC:11646	False		after_R2	False
TFAP4	singleton	dispersed	SSD	dispersed_SSD	bHLH	True	gene with protein product	False	False	False		0		Bilateria	pre2R_ancient	HGNC:11745	False		before_R1	False
TWIST2	singleton	dispersed	SSD	dispersed_SSD	bHLH	True	gene with protein product	False	False	False		0		Bilateria	pre2R_ancient	HGNC:20670	False		before_R1	False
USF3	singleton	dispersed	SSD	dispersed_SSD	bHLH	True	gene with protein product	False	False	False		0			no_paralog_node	HGNC:30494	False		after_R2	False
BATF2	singleton	dispersed	SSD	dispersed_SSD	bZIP	True	gene with protein product	False	False	False		0		Bilateria	pre2R_ancient	HGNC:25163	False		before_R1	False
BATF3	singleton	dispersed	SSD	dispersed_SSD	bZIP	True	gene with protein product	False	False	False		0		Bilateria	pre2R_ancient	HGNC:28915	False		before_R1	False
CREBL2	singleton	dispersed	SSD	dispersed_SSD	bZIP	True	gene with protein product	False	False	False		0			no_paralog_node	HGNC:2350	False		before_R1	False
CREBZF	singleton	dispersed	SSD	dispersed_SSD	bZIP	True	gene with protein product	False	False	False		0			no_paralog_node	HGNC:24905	False		R1_to_R2	False
DDIT3	singleton	dispersed	SSD	dispersed_SSD	bZIP	True	gene with protein product	False	False	False		0			no_paralog_node	HGNC:2726	False		after_R2	False
NFIL3	singleton	dispersed	SSD	dispersed_SSD	bZIP	True	gene with protein product	False	False	False		0		Bilateria	pre2R_ancient	HGNC:7787	False		before_R1	False
TEF	singleton	dispersed	SSD	dispersed_SSD	bZIP	True	gene with protein product	False	False	False		0		Bilateria	pre2R_ancient	HGNC:11722	False		before_R1	False
XBP1	singleton	dispersed	SSD	dispersed_SSD	bZIP	True	gene with protein product	False	False	False		0			no_paralog_node	HGNC:12801	False		after_R2	False
MTERF1	singleton	dispersed	SSD	dispersed_SSD	mTERF	True	gene with protein product	False	False	False		0		Vertebrata	2R_vertebrata	HGNC:21463	False		before_R1	False
MTERF2	singleton	dispersed	SSD	dispersed_SSD	mTERF	True	gene with protein product	False	False	False		0		Vertebrata	2R_vertebrata	HGNC:30779	False		before_R1	False
MTERF3	singleton	dispersed	SSD	dispersed_SSD	mTERF	True	gene with protein product	False	False	False		0			no_paralog_node	HGNC:24258	False		before_R1	False
MTERF4	singleton	dispersed	SSD	dispersed_SSD	mTERF	True	gene with protein product	False	False	False		0			no_paralog_node	HGNC:28785	False		before_R1	False
TFAP2A	singleton	dispersed	ohnolog	dispersed_ohnolog	AP-2	True	gene with protein product	True	True	False		4	Vertebrata	Vertebrata	2R_vertebrata	HGNC:11742	True	alpha	before_R1	False
TFAP2C	singleton	dispersed	ohnolog	dispersed_ohnolog	AP-2	True	gene with protein product	True	True	False		4	Vertebrata	Vertebrata	2R_vertebrata	HGNC:11744	True	beta	before_R1	False
TFAP2E	singleton	dispersed	ohnolog	dispersed_ohnolog	AP-2	True	gene with protein product	True	True	False		4	Vertebrata	Vertebrata	2R_vertebrata	HGNC:30774	False	beta	before_R1	False
ARID3A	singleton	dispersed	ohnolog	dispersed_ohnolog	ARID/BRIGHT	True	gene with protein product	True	True	False		1	Vertebrata	Bilateria	pre2R_ancient	HGNC:3031	False	beta	before_R1	False
ARID3B	singleton	dispersed	ohnolog	dispersed_ohnolog	ARID/BRIGHT	True	gene with protein product	True	True	False		1	Vertebrata	Bilateria	pre2R_ancient	HGNC:14350	True	alpha	before_R1	False
ARID5A	singleton	dispersed	ohnolog	dispersed_ohnolog	ARID/BRIGHT	True	gene with protein product	True	True	False		1	Vertebrata	Bilateria	pre2R_ancient	HGNC:17361	False	beta	before_R1	False
ARID5B	singleton	dispersed	ohnolog	dispersed_ohnolog	ARID/BRIGHT	True	gene with protein product	True	True	False		1	Vertebrata	Bilateria	pre2R_ancient	HGNC:17362	False	alpha	before_R1	False
CBX2	singleton	dispersed	ohnolog	dispersed_ohnolog	AT hook	True	gene with protein product	True	True	False		2	Vertebrata	Bilateria	pre2R_ancient	HGNC:1552	False	alpha	before_R1	False
PHF20	singleton	dispersed	ohnolog	dispersed_ohnolog	AT hook	True	gene with protein product	True	True	False		1	Vertebrata	Bilateria	pre2R_ancient	HGNC:16098	False	beta	before_R1	False
SCML4	singleton	dispersed	ohnolog	dispersed_ohnolog	AT hook	True	gene with protein product	True	True	False		2	Vertebrata	Bilateria	pre2R_ancient	HGNC:21397	False	alpha	before_R1	False
SRCAP	singleton	dispersed	ohnolog	dispersed_ohnolog	AT hook	True	gene with protein product	True	True	False		2	Vertebrata	Opisthokonta	pre2R_ancient	HGNC:16974	False	beta	before_R1	False
SGSM2	singleton	dispersed	ohnolog	dispersed_ohnolog	BED ZF	True	gene with protein product	True	True	False		1	Vertebrata	Opisthokonta	pre2R_ancient	HGNC:29026	False	alpha	R1_to_R2	False
ZBED1	singleton	dispersed	ohnolog	dispersed_ohnolog	BED ZF	True	gene with protein product	True	True	False		1	Vertebrata	Bilateria	pre2R_ancient	HGNC:447	False		after_R2	False
ZBED4	singleton	dispersed	ohnolog	dispersed_ohnolog	BED ZF	True	gene with protein product	True	True	False		1	Vertebrata	Bilateria	pre2R_ancient	HGNC:20721	False	alpha	after_R2	False
BCL11A	singleton	dispersed	ohnolog	dispersed_ohnolog	C2H2 ZF	True	gene with protein product	True	True	False		2	Vertebrata	Bilateria	pre2R_ancient	HGNC:13221	False	alpha	R1_to_R2	False
BCL11B	singleton	dispersed	ohnolog	dispersed_ohnolog	C2H2 ZF	True	gene with protein product	True	True	False		2	Vertebrata	Bilateria	pre2R_ancient	HGNC:13222	True	alpha	after_R2	False
BNC1	singleton	dispersed	ohnolog	dispersed_ohnolog	C2H2 ZF	True	gene with protein product	True	True	False		1	Vertebrata	Vertebrata	2R_vertebrata	HGNC:99	False	alpha	before_R1	False
BNC2	singleton	dispersed	ohnolog	dispersed_ohnolog	C2H2 ZF	True	gene with protein product	True	True	False		1	Vertebrata	Vertebrata	2R_vertebrata	HGNC:30988	False	alpha	before_R1	False
CTCF	singleton	dispersed	ohnolog	dispersed_ohnolog	C2H2 ZF	True	gene with protein product	True	True	False		1	Vertebrata	Bilateria	pre2R_ancient	HGNC:13723	False	alpha	R1_to_R2	False
CTCFL	singleton	dispersed	ohnolog	dispersed_ohnolog	C2H2 ZF	True	gene with protein product	True	True	False		1	Vertebrata	Bilateria	pre2R_ancient	HGNC:16234	False	alpha	before_R1	False
DPF1	singleton	dispersed	ohnolog	dispersed_ohnolog	C2H2 ZF	True	gene with protein product	True	True	False		2	Vertebrata	Opisthokonta	pre2R_ancient	HGNC:20225	True	alpha	before_R1	False
DPF3	singleton	dispersed	ohnolog	dispersed_ohnolog	C2H2 ZF	True	gene with protein product	True	True	False		2	Vertebrata	Opisthokonta	pre2R_ancient	HGNC:17427	False	alpha	before_R1	False
DZIP1	singleton	dispersed	ohnolog	dispersed_ohnolog	C2H2 ZF	True	gene with protein product	True	True	False		1	Vertebrata	Bilateria	pre2R_ancient	HGNC:20908	False	alpha	before_R1	False
EGR1	singleton	dispersed	ohnolog	dispersed_ohnolog	C2H2 ZF	True	gene with protein product	True	True	False		2	Vertebrata	Opisthokonta	pre2R_ancient	HGNC:3238	False	beta	before_R1	False
EGR2	singleton	dispersed	ohnolog	dispersed_ohnolog	C2H2 ZF	True	gene with protein product	True	True	False		2	Vertebrata	Opisthokonta	pre2R_ancient	HGNC:3239	False	alpha	before_R1	False
EGR3	singleton	dispersed	ohnolog	dispersed_ohnolog	C2H2 ZF	True	gene with protein product	True	True	False		2	Vertebrata	Opisthokonta	pre2R_ancient	HGNC:3240	False		before_R1	False
FEZF1	singleton	dispersed	ohnolog	dispersed_ohnolog	C2H2 ZF	True	gene with protein product	True	True	False		1	Vertebrata	Bilateria	pre2R_ancient	HGNC:22788	False	alpha	R1_to_R2	False
FEZF2	singleton	dispersed	ohnolog	dispersed_ohnolog	C2H2 ZF	True	gene with protein product	True	True	False		1	Vertebrata	Bilateria	pre2R_ancient	HGNC:13506	False	alpha	R1_to_R2	False
GFI1	singleton	dispersed	ohnolog	dispersed_ohnolog	C2H2 ZF	True	gene with protein product	True	True	False		1	Vertebrata	Bilateria	pre2R_ancient	HGNC:4237	False	alpha	before_R1	True
GFI1B	singleton	dispersed	ohnolog	dispersed_ohnolog	C2H2 ZF	True	gene with protein product	True	True	False		1	Vertebrata	Bilateria	pre2R_ancient	HGNC:4238	False	alpha	after_R2	False
GLIS1	singleton	dispersed	ohnolog	dispersed_ohnolog	C2H2 ZF	True	gene with protein product	True	True	False		1	Vertebrata	Bilateria	pre2R_ancient	HGNC:29525	False	alpha	R1_to_R2	False
GLIS3	singleton	dispersed	ohnolog	dispersed_ohnolog	C2H2 ZF	True	gene with protein product	True	True	False		1	Vertebrata	Bilateria	pre2R_ancient	HGNC:28510	False	alpha	R1_to_R2	False
GTF3A	singleton	dispersed	ohnolog	dispersed_ohnolog	C2H2 ZF	True	gene with protein product	True	True	False		3	Vertebrata	Bilateria	pre2R_ancient	HGNC:4662	False	alpha	before_R1	False
HIVEP1	singleton	dispersed	ohnolog	dispersed_ohnolog	C2H2 ZF	True	gene with protein product	True	True	False		3	Vertebrata	Bilateria	pre2R_ancient	HGNC:4920	True	alpha	R1_to_R2	False
HIVEP2	singleton	dispersed	ohnolog	dispersed_ohnolog	C2H2 ZF	True	gene with protein product	True	True	False		3	Vertebrata	Bilateria	pre2R_ancient	HGNC:4921	True	alpha	R1_to_R2	False
HIVEP3	singleton	dispersed	ohnolog	dispersed_ohnolog	C2H2 ZF	True	gene with protein product	True	True	False		3	Vertebrata	Bilateria	pre2R_ancient	HGNC:13561	False	beta	R1_to_R2	False
IKZF1	singleton	dispersed	ohnolog	dispersed_ohnolog	C2H2 ZF	True	gene with protein product	True	True	False		3	Vertebrata	Bilateria	pre2R_ancient	HGNC:13176	False		before_R1	True
IKZF2	singleton	dispersed	ohnolog	dispersed_ohnolog	C2H2 ZF	True	gene with protein product	True	True	False		3	Vertebrata	Bilateria	pre2R_ancient	HGNC:13177	True	alpha	before_R1	True
IKZF3	singleton	dispersed	ohnolog	dispersed_ohnolog	C2H2 ZF	True	gene with protein product	True	True	False		3	Vertebrata	Bilateria	pre2R_ancient	HGNC:13178	True	beta	before_R1	True
IKZF4	singleton	dispersed	ohnolog	dispersed_ohnolog	C2H2 ZF	True	gene with protein product	True	True	False		3	Vertebrata	Bilateria	pre2R_ancient	HGNC:13179	True	beta	before_R1	False
INSM1	singleton	dispersed	ohnolog	dispersed_ohnolog	C2H2 ZF	True	gene with protein product	True	True	False		1	Vertebrata	Bilateria	pre2R_ancient	HGNC:6090	False		before_R1	False
INSM2	singleton	dispersed	ohnolog	dispersed_ohnolog	C2H2 ZF	True	gene with protein product	True	True	False		1	Vertebrata	Bilateria	pre2R_ancient	HGNC:17539	False		before_R1	False
KLF1	singleton	dispersed	ohnolog	dispersed_ohnolog	C2H2 ZF	True	gene with protein product	True	True	False		1	Vertebrata	Bilateria	pre2R_ancient	HGNC:6345	False		before_R1	False
KLF10	singleton	dispersed	ohnolog	dispersed_ohnolog	C2H2 ZF	True	gene with protein product	True	True	False		3	Vertebrata	Bilateria	pre2R_ancient	HGNC:11810	False		before_R1	False
KLF11	singleton	dispersed	ohnolog	dispersed_ohnolog	C2H2 ZF	True	gene with protein product	True	True	False		5	Vertebrata	Bilateria	pre2R_ancient	HGNC:11811	False	alpha	before_R1	False
KLF13	singleton	dispersed	ohnolog	dispersed_ohnolog	C2H2 ZF	True	gene with protein product	True	True	False		5	Vertebrata	Bilateria	pre2R_ancient	HGNC:13672	False	alpha	before_R1	False
KLF14	singleton	dispersed	ohnolog	dispersed_ohnolog	C2H2 ZF	True	gene with protein product	True	True	False		3	Vertebrata	Bilateria	pre2R_ancient	HGNC:23025	False		before_R1	False
KLF16	singleton	dispersed	ohnolog	dispersed_ohnolog	C2H2 ZF	True	gene with protein product	True	True	False		3	Vertebrata	Bilateria	pre2R_ancient	HGNC:16857	False		before_R1	False
KLF3	singleton	dispersed	ohnolog	dispersed_ohnolog	C2H2 ZF	True	gene with protein product	True	True	False		2	Vertebrata	Bilateria	pre2R_ancient	HGNC:16516	False	alpha	before_R1	False
KLF4	singleton	dispersed	ohnolog	dispersed_ohnolog	C2H2 ZF	True	gene with protein product	True	True	False		1	Vertebrata	Bilateria	pre2R_ancient	HGNC:6348	False	alpha	before_R1	False
KLF6	singleton	dispersed	ohnolog	dispersed_ohnolog	C2H2 ZF	True	gene with protein product	True	True	False		1	Vertebrata	Bilateria	pre2R_ancient	HGNC:2235	True		before_R1	False
KLF7	singleton	dispersed	ohnolog	dispersed_ohnolog	C2H2 ZF	True	gene with protein product	True	True	False		1	Vertebrata	Bilateria	pre2R_ancient	HGNC:6350	True	alpha	before_R1	False
KLF8	singleton	dispersed	ohnolog	dispersed_ohnolog	C2H2 ZF	True	gene with protein product	True	True	False		2	Vertebrata	Bilateria	pre2R_ancient	HGNC:6351	False	beta	before_R1	False
KLF9	singleton	dispersed	ohnolog	dispersed_ohnolog	C2H2 ZF	True	gene with protein product	True	True	False		5	Vertebrata	Bilateria	pre2R_ancient	HGNC:1123	False	alpha	before_R1	False
L3MBTL1	singleton	dispersed	ohnolog	dispersed_ohnolog	C2H2 ZF	True	gene with protein product	True	True	False		2	Vertebrata	Bilateria	pre2R_ancient	HGNC:15905	False		before_R1	False
L3MBTL3	singleton	dispersed	ohnolog	dispersed_ohnolog	C2H2 ZF	True	gene with protein product	True	True	False		2	Vertebrata	Bilateria	pre2R_ancient	HGNC:23035	True		before_R1	False
L3MBTL4	singleton	dispersed	ohnolog	dispersed_ohnolog	C2H2 ZF	True	gene with protein product	True	True	False		2	Vertebrata	Bilateria	pre2R_ancient	HGNC:26677	False		before_R1	False
MECOM	singleton	dispersed	ohnolog	dispersed_ohnolog	C2H2 ZF	True	gene with protein product	True	True	False		1	Vertebrata	Bilateria	pre2R_ancient	HGNC:3498	True	alpha	before_R1	True
MYT1	singleton	dispersed	ohnolog	dispersed_ohnolog	C2H2 ZF	True	gene with protein product	True	True	False		2	Vertebrata	Bilateria	pre2R_ancient	HGNC:7622	False	beta	before_R1	False
MYT1L	singleton	dispersed	ohnolog	dispersed_ohnolog	C2H2 ZF	True	gene with protein product	True	True	False		2	Vertebrata	Bilateria	pre2R_ancient	HGNC:7623	False	alpha	before_R1	False
OSR1	singleton	dispersed	ohnolog	dispersed_ohnolog	C2H2 ZF	True	gene with protein product	True	True	False		1	Vertebrata	Bilateria	pre2R_ancient	HGNC:16105	False	alpha	before_R1	False
OSR2	singleton	dispersed	ohnolog	dispersed_ohnolog	C2H2 ZF	True	gene with protein product	True	True	False		1	Vertebrata	Bilateria	pre2R_ancient	HGNC:15830	False	alpha	before_R1	False
PRDM1	singleton	dispersed	ohnolog	dispersed_ohnolog	C2H2 ZF	True	gene with protein product	True	True	False		1	Vertebrata	Opisthokonta	pre2R_ancient	HGNC:9346	False		before_R1	False
PRDM10	singleton	dispersed	ohnolog	dispersed_ohnolog	C2H2 ZF	True	gene with protein product	True	True	False		1	Vertebrata	Opisthokonta	pre2R_ancient	HGNC:13995	False	beta	after_R2	False
PRDM16	singleton	dispersed	ohnolog	dispersed_ohnolog	C2H2 ZF	True	gene with protein product	True	True	False		1	Vertebrata	Bilateria	pre2R_ancient	HGNC:14000	True	alpha	after_R2	False
PRDM4	singleton	dispersed	ohnolog	dispersed_ohnolog	C2H2 ZF	True	gene with protein product	True	True	False		1	Vertebrata	Bilateria	pre2R_ancient	HGNC:9348	False	alpha	R1_to_R2	False
SALL1	singleton	dispersed	ohnolog	dispersed_ohnolog	C2H2 ZF	True	gene with protein product	True	True	False		3	Vertebrata	Bilateria	pre2R_ancient	HGNC:10524	True	alpha	R1_to_R2	False
SALL2	singleton	dispersed	ohnolog	dispersed_ohnolog	C2H2 ZF	True	gene with protein product	True	True	False		3	Vertebrata	Bilateria	pre2R_ancient	HGNC:10526	False		before_R1	False
SALL3	singleton	dispersed	ohnolog	dispersed_ohnolog	C2H2 ZF	True	gene with protein product	True	True	False		3	Vertebrata	Bilateria	pre2R_ancient	HGNC:10527	False	alpha	R1_to_R2	False
SLC2A4RG	singleton	dispersed	ohnolog	dispersed_ohnolog	C2H2 ZF	True	gene with protein product	True	True	False		2	Vertebrata	Bilateria	pre2R_ancient	HGNC:15930	False	beta	before_R1	False
SNAI1	singleton	dispersed	ohnolog	dispersed_ohnolog	C2H2 ZF	True	gene with protein product	True	True	False		2	Vertebrata	Opisthokonta	pre2R_ancient	HGNC:11128	False	beta	before_R1	False
SNAI2	singleton	dispersed	ohnolog	dispersed_ohnolog	C2H2 ZF	True	gene with protein product	True	True	False		2	Vertebrata	Opisthokonta	pre2R_ancient	HGNC:11094	False		before_R1	False
SNAI3	singleton	dispersed	ohnolog	dispersed_ohnolog	C2H2 ZF	True	gene with protein product	True	True	False		2	Vertebrata	Opisthokonta	pre2R_ancient	HGNC:18411	False		before_R1	False
SP3	singleton	dispersed	ohnolog	dispersed_ohnolog	C2H2 ZF	True	gene with protein product	True	True	False		2	Vertebrata	Bilateria	pre2R_ancient	HGNC:11208	False	alpha	after_R2	False
SP9	singleton	dispersed	ohnolog	dispersed_ohnolog	C2H2 ZF	True	gene with protein product	True	True	False		1	Vertebrata	Bilateria	pre2R_ancient	HGNC:30690	False	alpha	before_R1	False
ST18	singleton	dispersed	ohnolog	dispersed_ohnolog	C2H2 ZF	True	gene with protein product	True	True	False		2	Vertebrata	Bilateria	pre2R_ancient	HGNC:18695	False		before_R1	False
TSHZ1	singleton	dispersed	ohnolog	dispersed_ohnolog	C2H2 ZF	True	gene with protein product	True	True	False		2	Vertebrata		no_paralog_node	HGNC:10669	False	alpha	before_R1	False
YY1	singleton	dispersed	ohnolog	dispersed_ohnolog	C2H2 ZF	True	gene with protein product	True	True	False		2	Younger	Bilateria	pre2R_ancient	HGNC:12856	False	alpha	before_R1	False
YY2	singleton	dispersed	ohnolog	dispersed_ohnolog	C2H2 ZF	True	gene with protein product	True	True	False		2	Younger	Bilateria	pre2R_ancient	HGNC:31684	False		before_R1	False
ZBTB10	singleton	dispersed	ohnolog	dispersed_ohnolog	C2H2 ZF	True	gene with protein product	True	True	False		5	Vertebrata		no_paralog_node	HGNC:30953	False		after_R2	False
ZBTB2	singleton	dispersed	ohnolog	dispersed_ohnolog	C2H2 ZF	True	gene with protein product	True	True	False		6	Vertebrata		no_paralog_node	HGNC:20868	False		R1_to_R2	False
ZBTB44	singleton	dispersed	ohnolog	dispersed_ohnolog	C2H2 ZF	True	gene with protein product	True	True	False		4	Chordata	Chordata	pre2R_ancient	HGNC:25001	False		before_R1	False
ZBTB46	singleton	dispersed	ohnolog	dispersed_ohnolog	C2H2 ZF	True	gene with protein product	True	True	False		5	Vertebrata	Bilateria	pre2R_ancient	HGNC:16094	False		before_R1	False
ZBTB49	singleton	dispersed	ohnolog	dispersed_ohnolog	C2H2 ZF	True	gene with protein product	True	True	False		2	Vertebrata	Bilateria	pre2R_ancient	HGNC:19883	False		R1_to_R2	False
ZBTB5	singleton	dispersed	ohnolog	dispersed_ohnolog	C2H2 ZF	True	gene with protein product	True	True	False		3	Vertebrata	Bilateria	pre2R_ancient	HGNC:23836	False		before_R1	False
ZFP2	singleton	dispersed	ohnolog	dispersed_ohnolog	C2H2 ZF	True	gene with protein product	True	True	False		3	Vertebrata	Bilateria	pre2R_ancient	HGNC:26138	False		after_R2	False
ZFP3	singleton	dispersed	ohnolog	dispersed_ohnolog	C2H2 ZF	True	gene with protein product	True	True	False		2	Vertebrata	Bilateria	pre2R_ancient	HGNC:12861	False		after_R2	False
ZFP42	singleton	dispersed	ohnolog	dispersed_ohnolog	C2H2 ZF	True	gene with protein product	True	True	False		2	Younger	Bilateria	pre2R_ancient	HGNC:30949	False		before_R1	False
ZFPM2	singleton	dispersed	ohnolog	dispersed_ohnolog	C2H2 ZF	True	gene with protein product	True	True	False		1	Vertebrata	Vertebrata	2R_vertebrata	HGNC:16700	True	alpha	before_R1	False
ZIC3	singleton	dispersed	ohnolog	dispersed_ohnolog	C2H2 ZF	True	gene with protein product	True	True	False		4	Vertebrata	Bilateria	pre2R_ancient	HGNC:12874	False	beta	after_R2	False
ZNF142	singleton	dispersed	ohnolog	dispersed_ohnolog	C2H2 ZF	True	gene with protein product	True	True	False		2	Vertebrata	Bilateria	pre2R_ancient	HGNC:12927	False	alpha	R1_to_R2	False
ZNF143	singleton	dispersed	ohnolog	dispersed_ohnolog	C2H2 ZF	True	gene with protein product	True	True	False		1	Vertebrata	Opisthokonta	pre2R_ancient	HGNC:12928	False		before_R1	False
ZNF280C	singleton	dispersed	ohnolog	dispersed_ohnolog	C2H2 ZF	True	gene with protein product	True	True	False		1	Vertebrata	Bilateria	pre2R_ancient	HGNC:25955	False		after_R2	False
ZNF280D	singleton	dispersed	ohnolog	dispersed_ohnolog	C2H2 ZF	True	gene with protein product	True	True	False		1	Vertebrata	Bilateria	pre2R_ancient	HGNC:25953	False		after_R2	False
ZNF296	singleton	dispersed	ohnolog	dispersed_ohnolog	C2H2 ZF	True	gene with protein product	True	True	False		2	Vertebrata	Opisthokonta	pre2R_ancient	HGNC:15981	False		after_R2	False
ZNF362	singleton	dispersed	ohnolog	dispersed_ohnolog	C2H2 ZF	True	gene with protein product	True	True	False		1	Vertebrata	Opisthokonta	pre2R_ancient	HGNC:18079	True	alpha	R1_to_R2	False
ZNF384	singleton	dispersed	ohnolog	dispersed_ohnolog	C2H2 ZF	True	gene with protein product	True	True	False		1	Vertebrata	Opisthokonta	pre2R_ancient	HGNC:11955	False	beta	before_R1	False
ZNF385B	singleton	dispersed	ohnolog	dispersed_ohnolog	C2H2 ZF	True	gene with protein product	True	True	False		1	Vertebrata	Bilateria	pre2R_ancient	HGNC:26332	False	alpha	before_R1	False
ZNF385D	singleton	dispersed	ohnolog	dispersed_ohnolog	C2H2 ZF	True	gene with protein product	True	True	False		1	Vertebrata	Bilateria	pre2R_ancient	HGNC:26191	False	alpha	before_R1	False
ZNF395	singleton	dispersed	ohnolog	dispersed_ohnolog	C2H2 ZF	True	gene with protein product	True	True	False		2	Vertebrata	Bilateria	pre2R_ancient	HGNC:18737	False		before_R1	False
ZNF423	singleton	dispersed	ohnolog	dispersed_ohnolog	C2H2 ZF	True	gene with protein product	True	True	False		1	Vertebrata	Bilateria	pre2R_ancient	HGNC:16762	True	alpha	before_R1	False
ZNF462	singleton	dispersed	ohnolog	dispersed_ohnolog	C2H2 ZF	True	gene with protein product	True	True	False		2	Vertebrata	Bilateria	pre2R_ancient	HGNC:21684	False		before_R1	False
ZNF503	singleton	dispersed	ohnolog	dispersed_ohnolog	C2H2 ZF	True	gene with protein product	True	True	False		1	Vertebrata	Vertebrata	2R_vertebrata	HGNC:23589	False	alpha	before_R1	False
ZNF513	singleton	dispersed	ohnolog	dispersed_ohnolog	C2H2 ZF	True	gene with protein product	True	True	False		2	Vertebrata	Bilateria	pre2R_ancient	HGNC:26498	False		before_R1	False
ZNF521	singleton	dispersed	ohnolog	dispersed_ohnolog	C2H2 ZF	True	gene with protein product	True	True	False		1	Vertebrata	Bilateria	pre2R_ancient	HGNC:24605	False	alpha	before_R1	False
ZNF532	singleton	dispersed	ohnolog	dispersed_ohnolog	C2H2 ZF	True	gene with protein product	True	True	False		2	Vertebrata	Bilateria	pre2R_ancient	HGNC:30940	False		before_R1	False
ZNF572	singleton	dispersed	ohnolog	dispersed_ohnolog	C2H2 ZF	True	gene with protein product	True	True	False		1	Younger	Bilateria	pre2R_ancient	HGNC:26758	False		human_only	False
ZNF592	singleton	dispersed	ohnolog	dispersed_ohnolog	C2H2 ZF	True	gene with protein product	True	True	False		2	Vertebrata	Bilateria	pre2R_ancient	HGNC:28986	False	alpha	after_R2	False
ZNF608	singleton	dispersed	ohnolog	dispersed_ohnolog	C2H2 ZF	True	gene with protein product	True	True	False		1	Vertebrata	Chordata	pre2R_ancient	HGNC:29238	True	alpha	before_R1	False
ZNF609	singleton	dispersed	ohnolog	dispersed_ohnolog	C2H2 ZF	True	gene with protein product	True	True	False		1	Vertebrata	Chordata	pre2R_ancient	HGNC:29003	True	alpha	before_R1	False
ZNF623	singleton	dispersed	ohnolog	dispersed_ohnolog	C2H2 ZF	True	gene with protein product	True	True	False		3	Vertebrata	Bilateria	pre2R_ancient	HGNC:29084	False		after_R2	False
ZNF629	singleton	dispersed	ohnolog	dispersed_ohnolog	C2H2 ZF	True	gene with protein product	True	True	False		14	Vertebrata	Bilateria	pre2R_ancient	HGNC:29008	True		after_R2	False
