gene	origin_window	deepest_ortholog_species	deepest_clade	n_species_with_ortholog	invertebrate_ortholog	cyclostome_ortholog	gnathostome_ortholog	in_scerevisiae	in_celegans	in_dmelanogaster	in_cintestinalis	in_csavignyi	in_eburgeri	in_pmarinus	in_cmilii	in_lchalumnae	in_drerio	in_xtropicalis	in_ggallus	in_mmusculus	dup_class4	provenance	arrangement	TF_subfamily	cluster_id
HMBOX1	before_R1	celegans	Protostomia	9	True	True	True	0	1	0	1	0	1	1	1	0	1	1	1	1	dispersed_SSD	SSD	dispersed	Homeodomain	
HMG20A	before_R1	celegans	Protostomia	8	True	True	True	0	1	0	1	0	1	0	1	0	1	1	1	1	dispersed_ohnolog	ohnolog	dispersed	HMG/Sox	
HMG20B	before_R1	celegans	Protostomia	7	True	False	True	0	1	0	1	0	0	0	1	0	1	1	1	1	dispersed_ohnolog	ohnolog	dispersed	HMG/Sox	
HMGA1	after_R2	drerio	Actinopterygii	4	False	False	True	0	0	0	0	0	0	0	0	0	1	1	1	1	dispersed_SSD	SSD	dispersed	AT hook	
HMGA2	after_R2	drerio	Actinopterygii	2	False	False	True	0	0	0	0	0	0	0	0	0	1	0	0	1	dispersed_SSD	SSD	dispersed	AT hook	
HMGN3	after_R2	drerio	Actinopterygii	4	False	False	True	0	0	0	0	0	0	0	0	0	1	1	1	1	dispersed_SSD	SSD	dispersed	HMG/Sox	
HMX1	before_R1	celegans	Protostomia	7	True	True	True	0	1	0	0	0	1	1	1	0	1	1	0	1	dispersed_ohnolog	ohnolog	dispersed	Homeodomain	
HMX2	after_R2	drerio	Actinopterygii	4	False	False	True	0	0	0	0	0	0	0	0	0	1	1	1	1	clustered_cis_ohnolog	ohnolog	clustered	Homeodomain	clust0041
HMX3	R1_to_R2	eburgeri	Cyclostomata	6	False	True	True	0	0	0	0	0	1	0	1	0	1	1	1	1	clustered_cis_ohnolog	ohnolog	clustered	Homeodomain	clust0041
HNF1A	before_R1	cintestinalis	Tunicata	4	True	False	True	0	0	0	1	0	0	0	0	0	0	1	1	1	dispersed_ohnolog	ohnolog	dispersed	Homeodomain	
HNF1B	before_R1	csavignyi	Tunicata	9	True	True	True	0	0	0	0	1	1	1	1	1	1	1	1	1	dispersed_ohnolog	ohnolog	dispersed	Homeodomain	
HNF4A	before_R1	celegans	Protostomia	10	True	True	True	0	1	1	1	0	1	0	1	1	1	1	1	1	dispersed_ohnolog	ohnolog	dispersed	Nuclear receptor	
HNF4G	before_R1	celegans	Protostomia	9	True	True	True	0	1	1	1	0	0	1	1	0	1	1	1	1	dispersed_ohnolog	ohnolog	dispersed	Nuclear receptor	
HOMEZ	human_only			0	False	False	False	0	0	0	0	0	0	0	0	0	0	0	0	0	dispersed_SSD	SSD	dispersed	Homeodomain	
HSF1	before_R1	scerevisiae	Fungi	10	True	True	True	1	1	1	1	0	1	1	1	0	0	1	1	1	dispersed_ohnolog	ohnolog	dispersed	HSF	
HSF2	before_R1	scerevisiae	Fungi	10	True	False	True	1	1	1	1	0	0	0	1	1	1	1	1	1	dispersed_ohnolog	ohnolog	dispersed	HSF	
HSF4	before_R1	scerevisiae	Fungi	11	True	True	True	1	1	1	1	0	1	0	1	1	1	1	1	1	dispersed_ohnolog	ohnolog	dispersed	HSF	
HSF5	before_R1	scerevisiae	Fungi	7	True	False	True	1	1	1	1	0	0	0	1	0	0	0	1	1	dispersed_SSD	SSD	dispersed	HSF	
HSFX1	before_R1	scerevisiae	Fungi	4	True	False	False	1	1	1	1	0	0	0	0	0	0	0	0	0	dispersed_SSD	SSD	dispersed	HSF	
HSFX2	before_R1	scerevisiae	Fungi	3	True	False	False	1	1	1	0	0	0	0	0	0	0	0	0	0	dispersed_SSD	SSD	dispersed	HSF	
HSFY1	before_R1	scerevisiae	Fungi	7	True	False	True	1	1	1	1	0	0	0	1	0	0	0	1	1	clustered_SSD_tandem	SSD	clustered	HSF	clust0038
HSFY2	before_R1	scerevisiae	Fungi	7	True	False	True	1	1	1	1	0	0	0	1	0	0	0	1	1	clustered_SSD_tandem	SSD	clustered	HSF	clust0038
IKZF1	before_R1	dmelanogaster	Protostomia	8	True	True	True	0	0	1	1	0	1	0	1	0	1	1	1	1	dispersed_ohnolog	ohnolog	dispersed	C2H2 ZF	
IKZF2	before_R1	dmelanogaster	Protostomia	7	True	False	True	0	0	1	0	0	0	0	1	1	1	1	1	1	dispersed_ohnolog	ohnolog	dispersed	C2H2 ZF	
IKZF3	before_R1	dmelanogaster	Protostomia	6	True	True	True	0	0	1	0	0	0	1	1	0	0	1	1	1	dispersed_ohnolog	ohnolog	dispersed	C2H2 ZF	
IKZF4	before_R1	dmelanogaster	Protostomia	8	True	True	True	0	0	1	0	0	1	1	1	0	1	1	1	1	dispersed_ohnolog	ohnolog	dispersed	C2H2 ZF	
IKZF5	before_R1	cintestinalis	Tunicata	9	True	True	True	0	0	0	1	0	1	1	1	1	1	1	1	1	dispersed_SSD	SSD	dispersed	C2H2 ZF	
INSM1	before_R1	celegans	Protostomia	10	True	True	True	0	1	1	1	0	1	1	1	0	1	1	1	1	dispersed_ohnolog	ohnolog	dispersed	C2H2 ZF	
INSM2	before_R1	celegans	Protostomia	9	True	True	True	0	1	1	1	0	1	0	1	0	1	1	1	1	dispersed_ohnolog	ohnolog	dispersed	C2H2 ZF	
IRF1	before_R1	cintestinalis	Tunicata	6	True	False	True	0	0	0	1	0	0	0	1	0	1	1	1	1	dispersed_SSD	SSD	dispersed	IRF	
IRF2	before_R1	cintestinalis	Tunicata	7	True	True	True	0	0	0	1	0	0	1	1	0	1	1	1	1	dispersed_SSD	SSD	dispersed	IRF	
IRF3	before_R1	cintestinalis	Tunicata	5	True	False	True	0	0	0	1	0	0	0	1	0	1	1	0	1	dispersed_SSD	SSD	dispersed	IRF	
IRF4	before_R1	cintestinalis	Tunicata	6	True	False	True	0	0	0	1	0	0	0	1	0	1	1	1	1	dispersed_ohnolog	ohnolog	dispersed	IRF	
IRF5	before_R1	cintestinalis	Tunicata	7	True	True	True	0	0	0	1	0	1	0	1	0	1	1	1	1	dispersed_SSD	SSD	dispersed	IRF	
IRF6	before_R1	cintestinalis	Tunicata	6	True	False	True	0	0	0	1	0	0	0	1	0	1	1	1	1	dispersed_SSD	SSD	dispersed	IRF	
IRF7	before_R1	cintestinalis	Tunicata	6	True	False	True	0	0	0	1	1	0	0	0	0	1	1	1	1	dispersed_ohnolog	ohnolog	dispersed	IRF	
IRF8	before_R1	cintestinalis	Tunicata	7	True	True	True	0	0	0	1	0	1	0	1	0	1	1	1	1	dispersed_ohnolog	ohnolog	dispersed	IRF	
IRF9	before_R1	csavignyi	Tunicata	3	True	False	True	0	0	0	0	1	0	0	0	0	1	0	0	1	dispersed_SSD	SSD	dispersed	IRF	
IRX1	R1_to_R2	eburgeri	Cyclostomata	6	False	True	True	0	0	0	0	0	1	0	1	0	1	1	1	1	clustered_cis_ohnolog	ohnolog	clustered	Homeodomain	clust0052
IRX2	R1_to_R2	eburgeri	Cyclostomata	7	False	True	True	0	0	0	0	0	1	1	1	0	1	1	1	1	clustered_cis_ohnolog	ohnolog	clustered	Homeodomain	clust0052
IRX3	R1_to_R2	eburgeri	Cyclostomata	6	False	True	True	0	0	0	0	0	1	0	1	0	1	1	1	1	clustered_cis_ohnolog	ohnolog	clustered	Homeodomain	clust0046
IRX4	R1_to_R2	eburgeri	Cyclostomata	7	False	True	True	0	0	0	0	0	1	0	1	1	1	1	1	1	clustered_cis_ohnolog	ohnolog	clustered	Homeodomain	clust0052
IRX5	R1_to_R2	eburgeri	Cyclostomata	6	False	True	True	0	0	0	0	0	1	0	1	0	1	1	1	1	clustered_cis_ohnolog	ohnolog	clustered	Homeodomain	clust0046
IRX6	R1_to_R2	eburgeri	Cyclostomata	6	False	True	True	0	0	0	0	0	1	0	1	0	1	1	1	1	clustered_cis_ohnolog	ohnolog	clustered	Homeodomain	clust0046
ISL1	before_R1	celegans	Protostomia	10	True	True	True	0	1	1	1	0	1	0	1	1	1	1	1	1	dispersed_ohnolog	ohnolog	dispersed	Homeodomain	
ISL2	before_R1	celegans	Protostomia	10	True	True	True	0	1	1	1	0	1	1	1	0	1	1	1	1	dispersed_ohnolog	ohnolog	dispersed	Homeodomain	
ISX	before_R1	cintestinalis	Tunicata	5	True	False	True	0	0	0	1	0	0	0	1	0	0	1	1	1	dispersed_SSD	SSD	dispersed	Homeodomain	
JAZF1	before_R1	scerevisiae	Fungi	8	True	True	True	1	0	1	0	0	1	0	1	0	1	1	1	1	dispersed_SSD	SSD	dispersed	C2H2 ZF	
JDP2	before_R1	dmelanogaster	Protostomia	6	True	False	True	0	0	1	1	0	0	0	1	0	1	0	1	1	clustered_cis_ohnolog	ohnolog	clustered	bZIP	clust0077
JRK	before_R1	scerevisiae	Fungi	6	True	True	True	1	0	0	0	0	1	0	1	1	0	1	0	1	dispersed_SSD	SSD	dispersed	CENPB	
JRKL	before_R1	scerevisiae	Fungi	3	True	True	True	1	0	0	0	0	0	1	0	0	0	0	0	1	dispersed_SSD	SSD	dispersed	CENPB	
JUN	before_R1	celegans	Protostomia	10	True	True	True	0	1	1	1	0	1	1	1	0	1	1	1	1	dispersed_ohnolog	ohnolog	dispersed	bZIP	
JUNB	before_R1	celegans	Protostomia	7	True	True	True	0	1	1	1	0	1	0	0	0	1	1	0	1	dispersed_ohnolog	ohnolog	dispersed	bZIP	
JUND	before_R1	celegans	Protostomia	7	True	False	True	0	1	1	1	0	0	0	1	0	1	0	1	1	dispersed_ohnolog	ohnolog	dispersed	bZIP	
KAT7	before_R1	celegans	Protostomia	9	True	True	True	0	1	0	1	0	1	1	1	0	1	1	1	1	dispersed_SSD	SSD	dispersed	C2H2 ZF	
KCMF1	before_R1	celegans	Protostomia	10	True	True	True	0	1	1	1	0	1	1	1	0	1	1	1	1	dispersed_SSD	SSD	dispersed	C2H2 ZF	
KDM2A	before_R1	celegans	Protostomia	6	True	True	True	0	1	0	0	0	1	0	0	0	1	1	1	1	dispersed_ohnolog	ohnolog	dispersed	CxxC	
KDM2B	before_R1	celegans	Protostomia	9	True	True	True	0	1	0	0	0	1	1	1	1	1	1	1	1	dispersed_ohnolog	ohnolog	dispersed	CxxC	
KDM5B	before_R1	scerevisiae	Fungi	9	True	False	True	1	1	1	1	0	0	0	1	0	1	1	1	1	dispersed_SSD	SSD	dispersed	ARID/BRIGHT	
KIN	before_R1	scerevisiae	Fungi	11	True	True	True	1	1	1	1	0	1	1	1	0	1	1	1	1	dispersed_SSD	SSD	dispersed	C2H2 ZF	
KLF1	before_R1	dmelanogaster	Protostomia	3	True	False	True	0	0	1	1	0	0	0	0	0	0	0	0	1	dispersed_ohnolog	ohnolog	dispersed	C2H2 ZF	
KLF10	before_R1	cintestinalis	Tunicata	7	True	True	True	0	0	0	1	0	1	1	1	0	0	1	1	1	dispersed_ohnolog	ohnolog	dispersed	C2H2 ZF	
KLF11	before_R1	csavignyi	Tunicata	7	True	True	True	0	0	0	0	1	1	0	1	0	1	1	1	1	dispersed_ohnolog	ohnolog	dispersed	C2H2 ZF	
KLF12	before_R1	dmelanogaster	Protostomia	9	True	True	True	0	0	1	1	0	1	1	1	0	1	1	1	1	clustered_cis_ohnolog	ohnolog	clustered	C2H2 ZF	clust0008
KLF13	before_R1	dmelanogaster	Protostomia	6	True	False	True	0	0	1	1	0	0	0	1	0	0	1	1	1	dispersed_ohnolog	ohnolog	dispersed	C2H2 ZF	
KLF14	before_R1	celegans	Protostomia	10	True	True	True	0	1	1	0	1	1	0	1	1	1	1	1	1	dispersed_ohnolog	ohnolog	dispersed	C2H2 ZF	
KLF15	before_R1	cintestinalis	Tunicata	8	True	True	True	0	0	0	1	0	1	1	1	0	1	1	1	1	dispersed_SSD	SSD	dispersed	C2H2 ZF	
KLF16	before_R1	dmelanogaster	Protostomia	5	True	False	True	0	0	1	1	0	0	0	1	0	1	0	0	1	dispersed_ohnolog	ohnolog	dispersed	C2H2 ZF	
KLF17	before_R1	celegans	Protostomia	10	True	True	True	0	1	1	1	1	1	0	1	0	1	1	1	1	dispersed_SSD	SSD	dispersed	C2H2 ZF	
KLF2	before_R1	dmelanogaster	Protostomia	5	True	True	True	0	0	1	1	0	1	0	0	0	0	1	0	1	dispersed_SSD	SSD	dispersed	C2H2 ZF	
KLF3	before_R1	dmelanogaster	Protostomia	8	True	False	True	0	0	1	1	0	0	0	1	1	1	1	1	1	dispersed_ohnolog	ohnolog	dispersed	C2H2 ZF	
KLF4	before_R1	dmelanogaster	Protostomia	7	True	False	True	0	0	1	1	0	0	0	1	0	1	1	1	1	dispersed_ohnolog	ohnolog	dispersed	C2H2 ZF	
KLF5	before_R1	dmelanogaster	Protostomia	8	True	False	True	0	0	1	1	0	0	0	1	1	1	1	1	1	clustered_cis_ohnolog	ohnolog	clustered	C2H2 ZF	clust0008
KLF6	before_R1	dmelanogaster	Protostomia	9	True	True	True	0	0	1	1	0	1	0	1	1	1	1	1	1	dispersed_ohnolog	ohnolog	dispersed	C2H2 ZF	
KLF7	before_R1	dmelanogaster	Protostomia	9	True	True	True	0	0	1	1	0	1	1	1	0	1	1	1	1	dispersed_ohnolog	ohnolog	dispersed	C2H2 ZF	
KLF8	before_R1	dmelanogaster	Protostomia	8	True	False	True	0	0	1	1	0	0	0	1	1	1	1	1	1	dispersed_ohnolog	ohnolog	dispersed	C2H2 ZF	
KLF9	before_R1	dmelanogaster	Protostomia	7	True	False	True	0	0	1	1	0	0	0	1	0	1	1	1	1	dispersed_ohnolog	ohnolog	dispersed	C2H2 ZF	
KMT2A	before_R1	celegans	Protostomia	8	True	True	True	0	1	1	1	0	0	1	1	0	0	1	1	1	dispersed_ohnolog	ohnolog	dispersed	CxxC; AT hook	
KMT2B	before_R1	scerevisiae	Fungi	5	True	False	True	1	1	1	0	1	0	0	0	0	0	0	0	1	dispersed_ohnolog	ohnolog	dispersed	CxxC; AT hook	
L3MBTL1	before_R1	celegans	Protostomia	9	True	False	True	0	1	1	1	1	0	0	1	0	1	1	1	1	dispersed_ohnolog	ohnolog	dispersed	C2H2 ZF	
L3MBTL3	before_R1	celegans	Protostomia	8	True	False	True	0	1	1	0	1	0	0	1	1	1	0	1	1	dispersed_ohnolog	ohnolog	dispersed	C2H2 ZF	
L3MBTL4	before_R1	celegans	Protostomia	7	True	True	True	0	1	1	1	0	1	1	1	0	0	0	0	1	dispersed_ohnolog	ohnolog	dispersed	C2H2 ZF	
LBX1	before_R1	dmelanogaster	Protostomia	7	True	True	True	0	0	1	0	0	1	0	1	0	1	1	1	1	clustered_cis_ohnolog	ohnolog	clustered	Homeodomain	clust0040
LBX2	before_R1	dmelanogaster	Protostomia	7	True	True	True	0	0	1	0	1	1	0	0	0	1	1	1	1	dispersed_ohnolog	ohnolog	dispersed	Homeodomain	
LCOR	after_R2	cmilii	Chondrichthyes	4	False	False	True	0	0	0	0	0	0	0	1	1	0	0	1	1	dispersed_ohnolog	ohnolog	dispersed	Pipsqueak	
LCORL	after_R2	cmilii	Chondrichthyes	3	False	False	True	0	0	0	0	0	0	0	1	0	0	0	1	1	dispersed_ohnolog	ohnolog	dispersed	Pipsqueak	
LEF1	after_R2	cmilii	Chondrichthyes	5	False	False	True	0	0	0	0	0	0	0	1	0	1	1	1	1	dispersed_ohnolog	ohnolog	dispersed	HMG/Sox	
LEUTX	before_R1	dmelanogaster	Protostomia	1	True	False	False	0	0	1	0	0	0	0	0	0	0	0	0	0	dispersed_SSD	SSD	dispersed	Homeodomain	
LHX1	after_R2	lchalumnae	Sarcopterygii	4	False	False	True	0	0	0	0	0	0	0	0	1	0	1	1	1	dispersed_ohnolog	ohnolog	dispersed	Homeodomain	
LHX2	R1_to_R2	eburgeri	Cyclostomata	7	False	True	True	0	0	0	0	0	1	0	1	1	1	1	1	1	dispersed_ohnolog	ohnolog	dispersed	Homeodomain	
LHX3	R1_to_R2	eburgeri	Cyclostomata	6	False	True	True	0	0	0	0	0	1	0	1	1	1	0	1	1	dispersed_ohnolog	ohnolog	dispersed	Homeodomain	
LHX4	R1_to_R2	pmarinus	Cyclostomata	6	False	True	True	0	0	0	0	0	0	1	1	0	1	1	1	1	dispersed_ohnolog	ohnolog	dispersed	Homeodomain	
LHX5	after_R2	cmilii	Chondrichthyes	5	False	False	True	0	0	0	0	0	0	0	1	1	0	1	1	1	dispersed_ohnolog	ohnolog	dispersed	Homeodomain	
LHX6	after_R2	cmilii	Chondrichthyes	6	False	False	True	0	0	0	0	0	0	0	1	1	1	1	1	1	dispersed_ohnolog	ohnolog	dispersed	Homeodomain	
LHX8	R1_to_R2	eburgeri	Cyclostomata	6	False	True	True	0	0	0	0	0	1	0	1	0	1	1	1	1	dispersed_ohnolog	ohnolog	dispersed	Homeodomain	
LHX9	after_R2	cmilii	Chondrichthyes	5	False	False	True	0	0	0	0	0	0	0	1	0	1	1	1	1	dispersed_ohnolog	ohnolog	dispersed	Homeodomain	
LMX1A	before_R1	cintestinalis	Tunicata	7	True	True	True	0	0	0	1	0	1	0	1	0	1	1	1	1	clustered_cis_ohnolog	ohnolog	clustered	Homeodomain	clust0039
LMX1B	after_R2	cmilii	Chondrichthyes	5	False	False	True	0	0	0	0	0	0	0	1	0	1	1	1	1	dispersed_ohnolog	ohnolog	dispersed	Homeodomain	
LYL1	after_R2	xtropicalis	Amphibia	2	False	False	True	0	0	0	0	0	0	0	0	0	0	1	0	1	dispersed_SSD	SSD	dispersed	bHLH	
MAF	before_R1	celegans	Protostomia	9	True	True	True	0	1	1	1	1	1	0	0	0	1	1	1	1	dispersed_ohnolog	ohnolog	dispersed	bZIP	
MAFA	before_R1	celegans	Protostomia	10	True	True	True	0	1	1	1	1	1	0	1	0	1	1	1	1	dispersed_ohnolog	ohnolog	dispersed	bZIP	
MAFB	before_R1	celegans	Protostomia	10	True	True	True	0	1	1	0	1	0	1	1	1	1	1	1	1	dispersed_ohnolog	ohnolog	dispersed	bZIP	
MAFF	before_R1	celegans	Protostomia	9	True	True	True	0	1	1	1	1	1	0	0	0	1	1	1	1	dispersed_ohnolog	ohnolog	dispersed	bZIP	
MAFG	before_R1	celegans	Protostomia	7	True	False	True	0	1	1	0	1	0	0	1	0	1	0	1	1	dispersed_ohnolog	ohnolog	dispersed	bZIP	
MAFK	before_R1	celegans	Protostomia	10	True	True	True	0	1	1	0	1	1	0	1	1	1	1	1	1	dispersed_ohnolog	ohnolog	dispersed	bZIP	
MAX	before_R1	celegans	Protostomia	8	True	True	True	0	1	1	1	0	1	0	1	0	0	1	1	1	dispersed_SSD	SSD	dispersed	bHLH	
MAZ	R1_to_R2	eburgeri	Cyclostomata	7	False	True	True	0	0	0	0	0	1	1	0	1	1	1	1	1	dispersed_SSD	SSD	dispersed	C2H2 ZF	
MBD2	before_R1	dmelanogaster	Protostomia	7	True	True	True	0	0	1	0	0	1	1	0	0	1	1	1	1	dispersed_ohnolog	ohnolog	dispersed	MBD	
MBD3	before_R1	dmelanogaster	Protostomia	7	True	False	True	0	0	1	0	0	0	0	1	1	1	1	1	1	dispersed_ohnolog	ohnolog	dispersed	MBD	
MBD4	R1_to_R2	eburgeri	Cyclostomata	6	False	True	True	0	0	0	0	0	1	0	1	0	1	1	1	1	dispersed_ohnolog	ohnolog	dispersed	MBD	
MBD6	before_R1	dmelanogaster	Protostomia	6	True	True	True	0	0	1	1	0	0	1	0	0	1	1	0	1	dispersed_SSD	SSD	dispersed	MBD	
MBNL2	before_R1	celegans	Protostomia	10	True	True	True	0	1	1	1	0	1	1	1	0	1	1	1	1	dispersed_ohnolog	ohnolog	dispersed	CCCH ZF	
MECOM	before_R1	celegans	Protostomia	11	True	True	True	0	1	1	1	0	1	1	1	1	1	1	1	1	dispersed_ohnolog	ohnolog	dispersed	C2H2 ZF	
MECP2	R1_to_R2	eburgeri	Cyclostomata	7	False	True	True	0	0	0	0	0	1	1	1	0	1	1	1	1	dispersed_ohnolog	ohnolog	dispersed	MBD; AT hook	
MEF2A	R1_to_R2	eburgeri	Cyclostomata	7	False	True	True	0	0	0	0	0	1	0	1	1	1	1	1	1	dispersed_ohnolog	ohnolog	dispersed	MADS box	
MEF2B	after_R2	cmilii	Chondrichthyes	5	False	False	True	0	0	0	0	0	0	0	1	1	1	0	1	1	clustered_cis_ohnolog	ohnolog	clustered	MADS box	clust0056
MEF2C	R1_to_R2	eburgeri	Cyclostomata	7	False	True	True	0	0	0	0	0	1	0	1	1	1	1	1	1	dispersed_ohnolog	ohnolog	dispersed	MADS box	
MEF2D	R1_to_R2	pmarinus	Cyclostomata	5	False	True	True	0	0	0	0	0	0	1	0	0	1	1	1	1	dispersed_ohnolog	ohnolog	dispersed	MADS box	
MEIS1	before_R1	celegans	Protostomia	9	True	True	True	0	1	1	1	0	1	0	1	0	1	1	1	1	dispersed_ohnolog	ohnolog	dispersed	Homeodomain	
MEIS2	before_R1	celegans	Protostomia	10	True	True	True	0	1	1	1	0	1	1	1	0	1	1	1	1	dispersed_ohnolog	ohnolog	dispersed	Homeodomain	
MEIS3	before_R1	celegans	Protostomia	9	True	True	True	0	1	1	1	0	1	0	1	1	1	1	0	1	dispersed_ohnolog	ohnolog	dispersed	Homeodomain	
MEOX1	before_R1	dmelanogaster	Protostomia	8	True	True	True	0	0	1	1	0	1	0	1	1	1	0	1	1	dispersed_ohnolog	ohnolog	dispersed	Homeodomain	
MEOX2	before_R1	dmelanogaster	Protostomia	8	True	True	True	0	0	1	1	0	1	0	1	1	0	1	1	1	dispersed_ohnolog	ohnolog	dispersed	Homeodomain	
MESP1	before_R1	dmelanogaster	Protostomia	7	True	False	True	0	0	1	1	0	0	0	1	0	1	1	1	1	clustered_SSD_tandem	SSD	clustered	bHLH	clust0073
MESP2	before_R1	dmelanogaster	Protostomia	7	True	False	True	0	0	1	1	0	0	0	1	0	1	1	1	1	clustered_SSD_tandem	SSD	clustered	bHLH	clust0073
MGA	before_R1	celegans	Protostomia	10	True	True	True	0	1	1	1	1	0	1	1	0	1	1	1	1	dispersed_ohnolog	ohnolog	dispersed	T-box	
MITF	before_R1	celegans	Protostomia	10	True	True	True	0	1	1	1	1	0	1	1	0	1	1	1	1	dispersed_ohnolog	ohnolog	dispersed	bHLH	
MIXL1	after_R2	drerio	Actinopterygii	3	False	False	True	0	0	0	0	0	0	0	0	0	1	0	1	1	dispersed_ohnolog	ohnolog	dispersed	Homeodomain	
MKX	before_R1	dmelanogaster	Protostomia	8	True	True	True	0	0	1	0	0	1	1	1	0	1	1	1	1	dispersed_SSD	SSD	dispersed	Homeodomain	
MLX	before_R1	dmelanogaster	Protostomia	9	True	True	True	0	0	1	1	0	1	1	1	1	1	1	0	1	dispersed_SSD	SSD	dispersed	bHLH	
MLXIP	before_R1	celegans	Protostomia	9	True	False	True	0	1	1	1	1	0	0	1	0	1	1	1	1	dispersed_ohnolog	ohnolog	dispersed	bHLH	
MLXIPL	before_R1	celegans	Protostomia	10	True	True	True	0	1	1	1	0	1	1	0	1	1	1	1	1	dispersed_ohnolog	ohnolog	dispersed	bHLH	
MNT	before_R1	celegans	Protostomia	10	True	True	True	0	1	0	1	0	1	1	1	1	1	1	1	1	dispersed_SSD	SSD	dispersed	bHLH	
MNX1	after_R2	cmilii	Chondrichthyes	5	False	False	True	0	0	0	0	0	0	0	1	0	1	1	1	1	dispersed_SSD	SSD	dispersed	Homeodomain	
MSANTD1	before_R1	dmelanogaster	Protostomia	6	True	False	True	0	0	1	0	0	0	0	1	0	1	1	1	1	dispersed_SSD	SSD	dispersed	MADF	
MSANTD3	after_R2	lchalumnae	Sarcopterygii	4	False	False	True	0	0	0	0	0	0	0	0	1	0	1	1	1	dispersed_SSD	SSD	dispersed	MADF	
MSANTD4	after_R2	cmilii	Chondrichthyes	5	False	False	True	0	0	0	0	0	0	0	1	0	1	1	1	1	dispersed_SSD	SSD	dispersed	Myb/SANT	
MSC	before_R1	celegans	Protostomia	9	True	True	True	0	1	1	1	1	1	0	0	0	1	1	1	1	dispersed_ohnolog	ohnolog	dispersed	bHLH	
MSGN1	before_R1	dmelanogaster	Protostomia	7	True	False	True	0	0	1	1	0	0	0	1	0	1	1	1	1	dispersed_SSD	SSD	dispersed	bHLH	
MSX1	before_R1	celegans	Protostomia	9	True	True	True	0	1	1	1	0	1	1	1	0	0	1	1	1	dispersed_SSD	SSD	dispersed	Homeodomain	
MSX2	before_R1	celegans	Protostomia	7	True	False	True	0	1	1	1	0	0	0	1	0	0	1	1	1	dispersed_SSD	SSD	dispersed	Homeodomain	
MTERF1	before_R1	dmelanogaster	Protostomia	6	True	True	True	0	0	1	0	0	0	1	1	0	1	1	0	1	dispersed_SSD	SSD	dispersed	mTERF	
MTERF2	before_R1	dmelanogaster	Protostomia	6	True	False	True	0	0	1	0	0	0	0	1	0	1	1	1	1	dispersed_SSD	SSD	dispersed	mTERF	
MTERF3	before_R1	celegans	Protostomia	9	True	True	True	0	1	1	1	0	1	0	1	0	1	1	1	1	dispersed_SSD	SSD	dispersed	mTERF	
MTERF4	before_R1	celegans	Protostomia	7	True	False	True	0	1	1	0	0	0	0	1	0	1	1	1	1	dispersed_SSD	SSD	dispersed	mTERF	
MTF1	before_R1	dmelanogaster	Protostomia	10	True	True	True	0	0	1	1	1	1	1	1	0	1	1	1	1	dispersed_SSD	SSD	dispersed	C2H2 ZF	
MXD1	before_R1	celegans	Protostomia	8	True	True	True	0	1	0	1	0	0	1	0	1	1	1	1	1	dispersed_ohnolog	ohnolog	dispersed	bHLH	
MXD3	before_R1	celegans	Protostomia	6	True	False	True	0	1	0	0	1	0	0	0	0	1	1	1	1	dispersed_ohnolog	ohnolog	dispersed	bHLH	
MXD4	before_R1	celegans	Protostomia	7	True	False	True	0	1	0	1	0	0	0	1	0	1	1	1	1	dispersed_ohnolog	ohnolog	dispersed	bHLH	
MXI1	before_R1	celegans	Protostomia	8	True	True	True	0	1	0	1	0	1	0	1	0	1	1	1	1	dispersed_ohnolog	ohnolog	dispersed	bHLH	
MYB	before_R1	scerevisiae	Fungi	9	True	True	True	1	0	0	1	0	1	1	1	0	1	1	1	1	dispersed_ohnolog	ohnolog	dispersed	Myb/SANT	
MYBL1	before_R1	scerevisiae	Fungi	10	True	True	True	1	0	1	1	1	1	1	1	0	1	0	1	1	dispersed_ohnolog	ohnolog	dispersed	Myb/SANT	
MYBL2	before_R1	scerevisiae	Fungi	9	True	True	True	1	0	0	1	0	1	0	1	1	1	1	1	1	dispersed_ohnolog	ohnolog	dispersed	Myb/SANT	
MYC	R1_to_R2	eburgeri	Cyclostomata	6	False	True	True	0	0	0	0	0	1	0	1	0	1	1	1	1	dispersed_ohnolog	ohnolog	dispersed	bHLH	
MYCL	after_R2	drerio	Actinopterygii	4	False	False	True	0	0	0	0	0	0	0	0	0	1	1	1	1	dispersed_ohnolog	ohnolog	dispersed	bHLH	
MYCN	R1_to_R2	eburgeri	Cyclostomata	7	False	True	True	0	0	0	0	0	1	1	1	0	1	1	1	1	dispersed_ohnolog	ohnolog	dispersed	bHLH	
MYF5	before_R1	celegans	Protostomia	9	True	True	True	0	1	1	1	0	1	0	1	0	1	1	1	1	clustered_cis_ohnolog	ohnolog	clustered	bHLH	clust0071
MYF6	before_R1	celegans	Protostomia	9	True	False	True	0	1	1	1	0	0	0	1	1	1	1	1	1	clustered_cis_ohnolog	ohnolog	clustered	bHLH	clust0071
MYNN	after_R2	lchalumnae	Sarcopterygii	4	False	False	True	0	0	0	0	0	0	0	0	1	0	1	1	1	dispersed_SSD	SSD	dispersed	C2H2 ZF	
MYOD1	before_R1	celegans	Protostomia	9	True	True	True	0	1	1	1	0	1	0	1	0	1	1	1	1	dispersed_ohnolog	ohnolog	dispersed	bHLH	
