gene	paralog	node
PTF1A	SCX	Bilateria
PTF1A	MSC	Bilateria
PTF1A	TCF15	Bilateria
PTF1A	BHLHA9	Bilateria
PTF1A	TCF21	Bilateria
PTF1A	TWIST1	Bilateria
PTF1A	FIGLA	Bilateria
PTF1A	TWIST2	Bilateria
PTF1A	TCF24	Bilateria
FOXI1	FOXP4	Bilateria
FOXI1	FOXP2	Bilateria
FOXI1	FOXG1	Bilateria
FOXI1	FOXF2	Bilateria
THAP11		
IRF2	IRF8	Chordata
IRF2	IRF9	Chordata
IRF2	IRF4	Chordata
IRF2	IRF5	Chordata
IRF2	IRF6	Chordata
IRF2	IRF3	Chordata
IRF2	IRF1	Chordata
IRF2	IRF7	Chordata
INSM2	INSM1	Bilateria
GBX2	GBX1	Vertebrata
STAT3	STAT5A	Bilateria
STAT3	STAT6	Bilateria
STAT3	STAT5B	Bilateria
STAT3	STAT4	Vertebrata
STAT3	STAT1	Vertebrata
STAT3	STAT2	Vertebrata
CXXC4	CXXC5	Gnathostomata
SHOX2	SHOX	Gnathostomata
SHOX2	PAX2	Bilateria
SHOX2	UNCX	Bilateria
SHOX2	RAX2	Bilateria
SHOX2	DUXB	Bilateria
SHOX2	RHOXF1	Bilateria
SHOX2	PRRX1	Bilateria
SHOX2	PAX1	Bilateria
SHOX2	PAX9	Bilateria
SHOX2	PAX4	Bilateria
SHOX2	VSX2	Bilateria
SHOX2	PAX6	Bilateria
SHOX2	EVX1	Bilateria
SHOX2	ESX1	Bilateria
SHOX2	PRRX2	Bilateria
SHOX2	OTP	Bilateria
SHOX2	MIXL1	Bilateria
SHOX2	PROP1	Bilateria
SHOX2	HESX1	Bilateria
SHOX2	DMBX1	Bilateria
SHOX2	PITX1	Bilateria
SHOX2	DPRX	Bilateria
SHOX2	ARX	Bilateria
SHOX2	PAX8	Bilateria
SHOX2	GSC2	Bilateria
SHOX2	ALX1	Bilateria
SHOX2	DRGX	Bilateria
SHOX2	PAX7	Bilateria
SHOX2	OTX2	Bilateria
SHOX2	DUX4L9	Bilateria
SHOX2	DUX4	Bilateria
SHOX2	PHOX2A	Bilateria
SHOX2	ISX	Bilateria
SHOX2	RAX	Bilateria
SHOX2	PAX5	Bilateria
SHOX2	NOBOX	Bilateria
SHOX2	CRX	Bilateria
SHOX2	PITX2	Bilateria
SHOX2	DUXA	Bilateria
SHOX2	ARGFX	Bilateria
SHOX2	PAX3	Bilateria
SHOX2	RHOXF2	Bilateria
SHOX2	RHOXF2B	Bilateria
SHOX2	GSC	Bilateria
SHOX2	EVX2	Bilateria
SHOX2	OTX1	Bilateria
SHOX2	PITX3	Bilateria
SHOX2	ALX3	Bilateria
SHOX2	PHOX2B	Bilateria
SHOX2	SEBOX	Bilateria
SHOX2	ALX4	Bilateria
ZBTB5	ZNF367	Bilateria
ZBTB5	ZBTB43	Bilateria
ZBTB5	ZBTB7A	Bilateria
ZBTB5	ZNF740	Bilateria
ZNF507	ZNF572	Bilateria
ZNF507	ZNF214	Bilateria
ZNF507	ZNF670	Bilateria
ZNF507	ZNF223	Bilateria
ZNF507	ZNF222	Bilateria
ZNF507	ZNF398	Bilateria
ZNF507	ZNF416	Bilateria
ZNF507	ZKSCAN7	Bilateria
ZNF507	ZNF233	Bilateria
ZNF507	ZNF592	Bilateria
ZNF507	ZNF774	Bilateria
ZNF507	GZF1	Bilateria
ZNF507	ZNF333	Bilateria
ZNF507	ZNF776	Bilateria
ZNF507	PRDM4	Bilateria
ZNF507	WIZ	Bilateria
ZNF507	ZNF784	Bilateria
ZNF507	ZNF644	Bilateria
ZNF507	ZNF287	Bilateria
ZNF507	ZNF646	Bilateria
ZNF507		Bilateria
ZNF507	ZNF777	Bilateria
ZNF507	ZBTB17	Bilateria
ZNF507	ZNF17	Bilateria
ZNF507	ZNF746	Bilateria
ZNF507	ZNF627	Bilateria
ZNF507	ZNF697	Bilateria
ZNF507	ZFP57	Bilateria
ZNF507	ZNF547	Bilateria
ZNF507	ZNF136	Bilateria
ZNF507	ZNF530	Bilateria
ZNF507	ZNF34	Bilateria
ZNF507	ZNF625	Bilateria
ZNF507	ZNF852	Bilateria
ZNF507	ZNF467	Bilateria
ZNF507	PRDM2	Bilateria
ZNF507	ZNF426	Bilateria
ZNF507	ZNF230	Bilateria
ZNF507	ZNF155	Bilateria
ZNF507	ZNF687	Bilateria
ZNF507	ZNF527	Bilateria
ZNF507	ZNF408	Bilateria
ZNF507	ZNF285	Bilateria
ZNF507	ZNF587	Bilateria
ZNF507	ZNF417	Bilateria
ZNF507	ZNF768	Bilateria
ZNF507	ZNF407	Bilateria
ZNF507	ZNF707	Bilateria
ZNF507	MYNN	Bilateria
ZNF507	ZNF319	Bilateria
ZNF507	ZBTB41	Bilateria
ZBTB49	ZBTB6	Bilateria
ZBTB49	NACC2	Bilateria
ZBTB49	ZNF280C	Bilateria
ZBTB49	ZBTB14	Bilateria
ZBTB49	GFI1B	Bilateria
ZBTB49	ZNF280A	Bilateria
ZBTB49	ZNF580	Bilateria
ZBTB49	ZNF683	Bilateria
ZBTB49	ZNF581	Bilateria
ZBTB49	ZNF280B	Bilateria
ZBTB49	NACC1	Bilateria
ZBTB49	ZBTB26	Bilateria
ZBTB49	ZBTB25	Bilateria
ZBTB49	ZBTB3	Bilateria
ZBTB49	ZNF524	Bilateria
ZBTB49	ZNF280D	Bilateria
ZBTB49	ZBTB46	Bilateria
ZBTB49	GFI1	Bilateria
ZBTB49	ZBTB7B	Bilateria
ZBTB49	FEZF2	Bilateria
ZBTB49	BCL6B	Bilateria
ZBTB49	FEZF1	Bilateria
ZBTB49	ZBTB33	Bilateria
ZBTB49	BCL6	Bilateria
ZBTB49	PRDM12	Bilateria
ZBTB49	ZBTB21	Bilateria
ZBTB49	ZBTB12	Bilateria
ZBTB49	PRDM13	Bilateria
ATOH8	NEUROD1	Bilateria
ATOH8	NEUROD4	Bilateria
ATOH8	BHLHE22	Bilateria
ATOH8	ATOH1	Bilateria
ATOH8	NEUROG1	Bilateria
ATOH8	NEUROD2	Bilateria
ATOH8	ATOH7	Bilateria
ATOH8	BHLHA15	Bilateria
ATOH8	OLIG2	Bilateria
ATOH8	OLIG1	Bilateria
ATOH8	NEUROG2	Bilateria
ATOH8	BHLHE23	Bilateria
ATOH8	NEUROD6	Bilateria
ATOH8	NEUROG3	Bilateria
ATOH8	OLIG3	Bilateria
SOX14	SOX12	Bilateria
SOX14	SOX21	Bilateria
SOX14	SOX7	Bilateria
SOX14	SOX5	Bilateria
SOX14	SOX9	Bilateria
SOX14	SOX30	Bilateria
SOX14	SOX10	Bilateria
SOX14	SOX1	Bilateria
SOX14	CFAP65	Bilateria
SOX14	SOX11	Bilateria
SOX14	SOX2	Bilateria
SOX14	SOX18	Bilateria
SOX14	SOX3	Bilateria
SOX14	SOX8	Bilateria
SOX14	SOX15	Bilateria
SOX14	SOX13	Bilateria
SOX14	SOX4	Bilateria
SOX14	SRY	Bilateria
SOX14	SOX6	Bilateria
SOX14	SOX17	Bilateria
ZNF608	ZNF609	Chordata
E2F6	E2F5	Bilateria
E2F6	E2F2	Bilateria
E2F6	E2F7	Bilateria
E2F6	E2F1	Bilateria
E2F6	E2F3	Bilateria
E2F6	E2F8	Bilateria
E2F6	E2F4	Bilateria
MECP2	MBD4	Vertebrata
AR	ESRRB	Bilateria
AR	ESRRG	Bilateria
AR	PGR	Bilateria
AR	ESRRA	Bilateria
AR	NR3C1	Bilateria
AR	ESR2	Bilateria
AR	ESR1	Bilateria
AR	NR3C2	Bilateria
ATF5	ATF4	Gnathostomata
ZBTB43	ZNF367	Bilateria
ZBTB43	ZBTB5	Bilateria
ZBTB43	ZBTB7A	Bilateria
ZBTB43	ZNF740	Bilateria
ZNF280A	ZBTB6	Bilateria
ZNF280A	NACC2	Bilateria
ZNF280A	ZNF280C	Bilateria
ZNF280A	ZBTB14	Bilateria
ZNF280A	GFI1B	Bilateria
ZNF280A	ZNF580	Bilateria
ZNF280A	ZNF683	Bilateria
ZNF280A	ZNF581	Bilateria
ZNF280A	ZNF280B	Bilateria
ZNF280A	NACC1	Bilateria
ZNF280A	ZBTB26	Bilateria
ZNF280A	ZBTB25	Bilateria
ZNF280A	ZBTB3	Bilateria
ZNF280A	ZNF524	Bilateria
ZNF280A	ZNF280D	Bilateria
ZNF280A	ZBTB46	Bilateria
ZNF280A	GFI1	Bilateria
ZNF280A	ZBTB7B	Bilateria
ZNF280A	FEZF2	Bilateria
ZNF280A	BCL6B	Bilateria
ZNF280A	FEZF1	Bilateria
ZNF280A	ZBTB49	Bilateria
ZNF280A	ZBTB33	Bilateria
ZNF280A	BCL6	Bilateria
ZNF280A	PRDM12	Bilateria
ZNF280A	ZBTB21	Bilateria
ZNF280A	ZBTB12	Bilateria
ZNF280A	PRDM13	Bilateria
ZEB2	ZEB1	Vertebrata
BNC1	BNC2	Vertebrata
HIC2	ZBTB32	Opisthokonta
HIC2	ZNF575	Opisthokonta
HIC2	PRDM1	Opisthokonta
HIC2	PRDM6	Opisthokonta
HIC2	ZBTB18	Opisthokonta
HIC2	ZBTB45	Opisthokonta
HIC2	ZNF76	Opisthokonta
HIC2	PATZ1	Opisthokonta
HIC2	ZFP91	Opisthokonta
HIC2	MTF1	Opisthokonta
HIC2	ZNF281	Opisthokonta
HIC2	ZBTB42	Opisthokonta
HIC2	ZNF148	Opisthokonta
HIC2	ZNF653	Opisthokonta
HIC2	PRDM10	Opisthokonta
HIC2	ZNF296	Opisthokonta
HIC2	ZBTB7C	Opisthokonta
HIC2	ZBTB20	Opisthokonta
HIC2	MAZ	Opisthokonta
HIC2	ZNF362	Opisthokonta
HIC2	ZNF143	Opisthokonta
HIC2	ZNF384	Opisthokonta
HIC2	ZNF692	Opisthokonta
HIC2	ZBTB1	Opisthokonta
HIC2	HIC1	Opisthokonta
HIC2	ZBTB16	Opisthokonta
HIC2	VEZF1	Opisthokonta
HIC2	SNAI3	Opisthokonta
HIC2	SNAI2	Opisthokonta
HIC2	SNAI1	Opisthokonta
HIC2	ZNF276	Opisthokonta
HIC2	PRDM14	Opisthokonta
HIC2	ZNF410	Opisthokonta
HIC2	ZNF451	Opisthokonta
HIC2	SCRT2	Opisthokonta
HIC2	SCRT1	Opisthokonta
ZNF32	ZNF275	Euteleostomi
ZNF32	ZNF45	Bilateria
ZNF32	ZNF514	Bilateria
ZNF32	ZNF311	Bilateria
ZNF32	ZNF600	Bilateria
ZNF32	ZNF611	Bilateria
ZNF32	ZNF573	Bilateria
ZNF32	ZNF607	Bilateria
ZNF32	ZNF486	Bilateria
ZNF32	ZNF506	Bilateria
ZNF32	ZNF735	Bilateria
ZNF32	ZNF679	Bilateria
ZNF32	ZNF254	Bilateria
ZNF32	ZNF708	Bilateria
ZNF32	ZNF90	Bilateria
ZNF32	ZNF676	Bilateria
ZNF32	ZNF716	Bilateria
ZNF32	ZNF726	Bilateria
ZNF32	ZNF728	Bilateria
ZNF32	ZNF492	Bilateria
ZNF32	ZNF714	Bilateria
ZNF32	ZNF722	Bilateria
ZNF32	ZNF543	Bilateria
ZNF32	ZNF461	Bilateria
ZNF32	ZNF322	Bilateria
ZNF32	ZNF2	Bilateria
ZNF32	ZNF655	Bilateria
ZNF32	ZNF782	Bilateria
ZNF32	ZNF226	Bilateria
ZNF32	ZNF140	Bilateria
ZNF32	ZFP14	Bilateria
ZNF32	ZNF132	Bilateria
ZNF32	ZNF628	Bilateria
ZNF32	ZNF483	Bilateria
ZNF32	ZNF528	Bilateria
ZNF32	ZNF880	Bilateria
ZNF32	ZNF83	Bilateria
ZNF32	ZNF789	Bilateria
ZNF32	ZNF732	Bilateria
ZNF32	ZNF595	Bilateria
ZNF32	ZNF141	Bilateria
ZNF32	ZNF718	Bilateria
ZNF32	ZNF117	Bilateria
ZNF32	ZNF493	Bilateria
ZNF32	ZNF629	Bilateria
ZNF32	ZNF727	Bilateria
ZNF32	ZNF695	Bilateria
ZNF32	ZNF738	Bilateria
ZNF32	ZNF85	Bilateria
ZNF32	ZNF681	Bilateria
ZNF32	ZNF682	Bilateria
ZNF32	ZNF736	Bilateria
ZNF32	ZNF678	Bilateria
ZNF32	ZNF724	Bilateria
ZNF32	ZNF189	Bilateria
ZNF32	ZFP3	Bilateria
ZNF32	ZNF71	Bilateria
ZNF32	ZNF121	Bilateria
ZNF32	ZNF345	Bilateria
ZNF32	ZNF436	Bilateria
ZNF32	ZNF883	Bilateria
ZNF32	ZNF460	Bilateria
ZNF32	MZF1	Bilateria
ZNF32	ZNF517	Bilateria
ZNF32	ZNF840P	Bilateria
ZNF32	ZNF713	Bilateria
ZNF32	ZNF814	Bilateria
ZNF32	ZNF250	Bilateria
ZNF32	ZNF699	Bilateria
ZNF32	ZFP82	Bilateria
ZNF32	ZNF540	Bilateria
ZNF32	ZNF484	Bilateria
ZNF32	ZNF672	Bilateria
ZNF32	ZNF432	Bilateria
ZNF32	ZNF175	Bilateria
ZNF32	ZNF502	Bilateria
ZNF32	ZNF621	Bilateria
ZNF32	ZNF320	Bilateria
ZNF32	ZNF239	Bilateria
ZNF32	ZNF534	Bilateria
ZNF32	ZNF354A	Bilateria
ZNF32	ZNF775	Bilateria
ZNF32	ZNF234	Bilateria
ZNF32	ZNF623	Bilateria
ZNF32	ZNF334	Bilateria
ZNF32	ZFP30	Bilateria
ZNF32	ZNF717	Bilateria
ZNF32	ZIM2	Bilateria
ZNF32	ZNF696	Bilateria
ZNF32	ZNF33A	Bilateria
ZNF32	ZNF33B	Bilateria
ZNF32	ZNF836	Bilateria
ZNF32	ZNF835	Bilateria
ZNF32	ZNF317	Bilateria
ZNF32	ZNF577	Bilateria
ZNF32	ZNF138	Bilateria
ZNF32	ZNF93	Bilateria
ZNF32	ZNF157	Bilateria
ZNF32	ZNF229	Bilateria
ZNF32	ZNF146	Bilateria
ZNF32	ZKSCAN8P1	Bilateria
ZNF32	ZNF135	Bilateria
ZNF32	ZNF3	Bilateria
ZNF32	ZNF391	Bilateria
ZNF32	ZNF501	Bilateria
ZNF32	ZNF490	Bilateria
ZNF32	ZNF182	Bilateria
ZNF32	ZNF892	Bilateria
ZNF32	ZNF331	Bilateria
ZNF32	ZNF283	Bilateria
ZNF32	ZNF544	Bilateria
ZNF32	ZNF227	Bilateria
ZNF32	ZNF286A	Bilateria
ZNF32	ZNF74	Bilateria
ZNF32	ZNF790	Bilateria
ZNF32	ZNF841	Bilateria
ZNF32	ZNF415	Bilateria
ZNF32	ZNF300	Bilateria
ZNF32	ZNF630	Bilateria
ZNF32	ZNF26	Bilateria
ZNF32	ZNF267	Bilateria
ZNF32	ZNF658	Bilateria
ZNF32	ZNF383	Bilateria
ZNF32	ZNF829	Bilateria
ZNF32	ZFP1	Bilateria
ZNF32	GLI4	Bilateria
ZNF32	ZNF112	Bilateria
ZNF32	ZNF195	Bilateria
ZNF32	ZNF429	Bilateria
ZNF32	ZNF519	Bilateria
ZNF32	ZNF606	Bilateria
ZNF32	ZNF81	Bilateria
ZNF32	ZNF28	Bilateria
ZNF32	ZFP2	Bilateria
ZNF32	ZNF260	Bilateria
ZNF32	ZNF568	Bilateria
ZNF32	ZNF235	Bilateria
ZNF32	ZNF12	Bilateria
ZNF32	RBAK	Bilateria
ZNF32	ZNF197	Bilateria
ZNF32	ZNF16	Bilateria
ZNF32	ZNF677	Bilateria
ZNF32	ZNF7	Bilateria
ZNF32	ZNF354B	Bilateria
ZNF32	ZNF585A	Bilateria
ZNF32	ZNF585B	Bilateria
ZNF32	ZNF546	Bilateria
ZNF32	ZNF616	Bilateria
ZNF32	ZNF470	Bilateria
ZNF32	ZNF454	Bilateria
ZNF32	ZNF23	Bilateria
ZNF32	ZNF510	Bilateria
ZNF32	ZNF354C	Bilateria
ZNF32	ZNF41	Bilateria
ZNF32	ZNF221	Bilateria
ZNF32	ZNF225	Bilateria
ZNF32	ZNF284	Bilateria
ZNF32	ZNF224	Bilateria
ZNF32	ZNF30	Bilateria
ZNF32	ZFP28	Bilateria
ZNF32	ZNF615	Bilateria
ZNF32	ZNF37A	Bilateria
ZNF32	ZNF565	Bilateria
ZNF32	ZIM3	Bilateria
ZNF32	ZNF471	Bilateria
ZNF32	ZSCAN10	Bilateria
ZNF32	ZNF43	Bilateria
ZNF32	ZNF780A	Bilateria
ZNF32	ZNF268	Bilateria
ZNF32	ZKSCAN5	Bilateria
ZNF32	ZNF879	Bilateria
ZNF32	ZNF624	Bilateria
ZNF32	ZNF571	Bilateria
ZNF32	ZNF605	Bilateria
ZNF32	ZNF780B	Bilateria
ZNF32	ZNF251	Bilateria
GSX1	NOTO	Euteleostomi
ONECUT1	ONECUT2	Vertebrata
ONECUT1	ONECUT3	Vertebrata
KLF13	KLF4	Bilateria
KLF13	KLF10	Bilateria
KLF13	KLF15	Bilateria
KLF13	KLF2	Bilateria
KLF13	KLF8	Bilateria
KLF13	KLF6	Bilateria
KLF13	KLF14	Bilateria
KLF13	SP8	Bilateria
KLF13	KLF18	Bilateria
KLF13	SP6	Bilateria
KLF13	KLF7	Bilateria
KLF13	SP9	Bilateria
KLF13	KLF17	Bilateria
KLF13	SP7	Bilateria
KLF13	KLF11	Bilateria
KLF13	KLF9	Bilateria
KLF13	KLF12	Bilateria
KLF13	KLF5	Bilateria
KLF13	KLF16	Bilateria
KLF13	SP5	Bilateria
KLF13	KLF1	Bilateria
KLF13	KLF3	Bilateria
ZFPM2	ZFPM1	Vertebrata
HSFY2	HSFY1	Homo sapiens
HSFY2	HSF4	Opisthokonta
HSFY2	HSF1	Opisthokonta
HSFY2	HSF2	Opisthokonta
HSFY2	HSFX4	Opisthokonta
HSFY2	HSFX3	Opisthokonta
HSFY2	HSFX2	Opisthokonta
HSFY2	HSFX1	Opisthokonta
HSFY2	HSF5	Opisthokonta
ZNF768	ZNF572	Bilateria
ZNF768	ZNF214	Bilateria
ZNF768	ZNF507	Bilateria
ZNF768	ZNF670	Bilateria
ZNF768	ZNF223	Bilateria
ZNF768	ZNF222	Bilateria
ZNF768	ZNF398	Bilateria
ZNF768	ZNF416	Bilateria
ZNF768	ZKSCAN7	Bilateria
ZNF768	ZNF233	Bilateria
ZNF768	ZNF592	Bilateria
ZNF768	ZNF774	Bilateria
ZNF768	GZF1	Bilateria
ZNF768	ZNF333	Bilateria
ZNF768	ZNF776	Bilateria
ZNF768	PRDM4	Bilateria
ZNF768	WIZ	Bilateria
ZNF768	ZNF784	Bilateria
ZNF768	ZNF644	Bilateria
ZNF768	ZNF287	Bilateria
ZNF768	ZNF646	Bilateria
ZNF768		Bilateria
ZNF768	ZNF777	Bilateria
ZNF768	ZBTB17	Bilateria
ZNF768	ZNF17	Bilateria
ZNF768	ZNF746	Bilateria
ZNF768	ZNF627	Bilateria
ZNF768	ZNF697	Bilateria
ZNF768	ZFP57	Bilateria
ZNF768	ZNF547	Bilateria
ZNF768	ZNF136	Bilateria
ZNF768	ZNF530	Bilateria
ZNF768	ZNF34	Bilateria
ZNF768	ZNF625	Bilateria
ZNF768	ZNF852	Bilateria
ZNF768	ZNF467	Bilateria
ZNF768	PRDM2	Bilateria
ZNF768	ZNF426	Bilateria
ZNF768	ZNF230	Bilateria
ZNF768	ZNF155	Bilateria
ZNF768	ZNF687	Bilateria
ZNF768	ZNF527	Bilateria
ZNF768	ZNF408	Bilateria
ZNF768	ZNF285	Bilateria
ZNF768	ZNF587	Bilateria
ZNF768	ZNF417	Bilateria
ZNF768	ZNF407	Bilateria
ZNF768	ZNF707	Bilateria
ZNF768	MYNN	Bilateria
ZNF768	ZNF319	Bilateria
ZNF768	ZBTB41	Bilateria
ZNF35	ZNF550	Bilateria
ZNF35	ZNF596	Bilateria
ZNF35	ZNF566	Bilateria
ZNF35	ZNF404	Bilateria
ZNF35	ZNF529	Bilateria
ZNF35	ZNF180	Bilateria
ZNF35	ZFP69	Bilateria
ZNF35	ZNF20	Bilateria
ZNF35	ZNF25	Bilateria
ZNF35	ZNF19	Bilateria
ZNF35	ZNF669	Bilateria
ZNF35	ZNF329	Bilateria
ZNF35	ZNF80	Bilateria
ZNF35	ZNF487	Bilateria
ZNF35	ZNF778	Bilateria
ZNF35	ZFP90	Bilateria
ZNF35	ZNF343	Bilateria
ZNF35	ZNF133	Bilateria
ZNF35	ZNF559	Bilateria
ZNF35	ZNF248	Bilateria
ZNF35	ZNF589	Bilateria
ZNF35	KRABD4	Bilateria
ZNF35	ZNF674	Bilateria
ZNF35	ZNF169	Bilateria
ZNF35	ZFP69B	Bilateria
ZNF35	ZNF805	Bilateria
ZNF35	ZNF599	Bilateria
ZNF35	ZNF264	Bilateria
ZNF35	PRDM9	Bilateria
ZNF35	ZNF425	Bilateria
ZNF35	ZNF70	Bilateria
ZNF35	ZNF337	Bilateria
ZNF35	ZNF614	Bilateria
ZNF35	ZNF124	Bilateria
ZNF35	ZNF558	Bilateria
ZNF35	ZNF557	Bilateria
ZNF35	ZNF619	Bilateria
ZNF35	ZNF560	Bilateria
ZNF35	ZNF705G	Bilateria
ZNF35	ZNF705A	Bilateria
ZNF35	ZNF705D	Bilateria
ZNF35	ZNF705B	Bilateria
ZNF35	ZFP37	Bilateria
ZNF35	ZNF77	Bilateria
ZNF35	ZNF266	Bilateria
ZNF35	ZNF555	Bilateria
ZNF35	ZNF891	Bilateria
ZNF35	ZNF10	Bilateria
ZNF35	ZNF440	Bilateria
ZNF35	ZNF439	Bilateria
ZNF35	ZNF763	Bilateria
ZNF35	ZNF69	Bilateria
ZNF35	ZNF491	Bilateria
ZNF35	ZNF177	Bilateria
ZNF35	ZNF554	Bilateria
ZNF35	ZNF846	Bilateria
ZNF35	ZNF620	Bilateria
ZNF35	ZNF875	Bilateria
ZNF35	ZNF582	Bilateria
ZNF35	ZNF749	Bilateria
ZNF35	ZNF556	Bilateria
ZNF35	ZNF684	Bilateria
TIGD4	TIGD1	Opisthokonta
TIGD4	TIGD2	Opisthokonta
TIGD4	CENPB	Opisthokonta
TIGD4	TIGD3	Opisthokonta
TIGD4	JRK	Opisthokonta
TIGD4	JRKL	Opisthokonta
TIGD4	TIGD5	Opisthokonta
TIGD4	TIGD7	Opisthokonta
TIGD4		Opisthokonta
TIGD4	POGK	Opisthokonta
TIGD4	TIGD6	Opisthokonta
TIGD4	POGZ	Opisthokonta
FOXD4	FOXQ1	Opisthokonta
FOXD4	FOXF1	Opisthokonta
FOXD4	FOXI3	Opisthokonta
FOXD4	FOXO3	Opisthokonta
FOXD4	FOXO1	Opisthokonta
FOXD4	FOXB2	Opisthokonta
FOXD4	FOXA1	Opisthokonta
FOXD4	FOXM1	Opisthokonta
FOXD4	FOXA3	Opisthokonta
FOXD4	FOXJ2	Opisthokonta
FOXD4	FOXA2	Opisthokonta
FOXD4	FOXK1	Opisthokonta
FOXD4	FOXO6	Opisthokonta
FOXD4	FOXJ1	Opisthokonta
FOXD4	FOXK2	Opisthokonta
FOXD4	FOXC1	Opisthokonta
FOXD4	FOXP1	Opisthokonta
FOXD4	FOXH1	Opisthokonta
FOXD4	FOXS1	Opisthokonta
FOXD4	FOXC2	Opisthokonta
FOXD4	FOXD2	Opisthokonta
FOXD4	FOXO4	Opisthokonta
FOXD4	FOXN1	Opisthokonta
FOXD4	FOXL3	Opisthokonta
FOXD4	FOXR2	Opisthokonta
FOXD4	FOXL1	Opisthokonta
FOXD4	FOXP3	Opisthokonta
FOXD4	FOXI2	Opisthokonta
FOXD4	FOXR1	Opisthokonta
FOXD4	FOXL2	Opisthokonta
FOXD4	FOXD1	Opisthokonta
FOXD4	FOXD3	Opisthokonta
FOXD4	FOXE3	Opisthokonta
FOXD4	FOXE1	Opisthokonta
FOXD4	FOXJ3	Opisthokonta
FOXD4	FOXB1	Opisthokonta
FOXD4	FOXD4L3	Homininae
FOXD4	FOXD4L4	Homininae
FOXD4	FOXD4L6	Homininae
FOXD4	FOXD4L5	Homininae
FOXD4	FOXD4L1	Catarrhini
PRDM10	ZBTB32	Opisthokonta
PRDM10	ZNF575	Opisthokonta
PRDM10	PRDM1	Opisthokonta
PRDM10	PRDM6	Opisthokonta
PRDM10	ZBTB18	Opisthokonta
PRDM10	ZBTB45	Opisthokonta
PRDM10	ZNF76	Opisthokonta
PRDM10	PATZ1	Opisthokonta
PRDM10	ZFP91	Opisthokonta
PRDM10	MTF1	Opisthokonta
PRDM10	ZNF281	Opisthokonta
PRDM10	ZBTB42	Opisthokonta
PRDM10	ZNF148	Opisthokonta
PRDM10	ZNF653	Opisthokonta
PRDM10	ZNF296	Opisthokonta
PRDM10	ZBTB7C	Opisthokonta
PRDM10	ZBTB20	Opisthokonta
PRDM10	MAZ	Opisthokonta
PRDM10	ZNF362	Opisthokonta
PRDM10	ZNF143	Opisthokonta
PRDM10	ZNF384	Opisthokonta
PRDM10	ZNF692	Opisthokonta
PRDM10	ZBTB1	Opisthokonta
PRDM10	HIC1	Opisthokonta
PRDM10	ZBTB16	Opisthokonta
PRDM10	VEZF1	Opisthokonta
PRDM10	SNAI3	Opisthokonta
PRDM10	SNAI2	Opisthokonta
PRDM10	SNAI1	Opisthokonta
PRDM10	ZNF276	Opisthokonta
PRDM10	HIC2	Opisthokonta
PRDM10	PRDM14	Opisthokonta
PRDM10	ZNF410	Opisthokonta
PRDM10	ZNF451	Opisthokonta
PRDM10	SCRT2	Opisthokonta
PRDM10	SCRT1	Opisthokonta
FOS	ATF3	Bilateria
FOS	FOSL2	Bilateria
FOS	BATF2	Bilateria
FOS	FOSL1	Bilateria
FOS	BATF	Bilateria
FOS	JDP2	Bilateria
FOS	FOSB	Bilateria
FOS	BATF3	Bilateria
SMAD1	SMAD2	Bilateria
SMAD1	SMAD3	Bilateria
SMAD1	SMAD5	Bilateria
SMAD1	SMAD4	Bilateria
SMAD1	SMAD9	Bilateria
SMAD1	SMAD7	Bilateria
SMAD1	SMAD6	Bilateria
EMX2	VAX2	Bilateria
EMX2	EMX1	Bilateria
EMX2	VAX1	Bilateria
SP7	KLF4	Bilateria
SP7	KLF13	Bilateria
SP7	KLF10	Bilateria
SP7	KLF15	Bilateria
SP7	KLF2	Bilateria
SP7	KLF8	Bilateria
SP7	KLF6	Bilateria
SP7	KLF14	Bilateria
SP7	SP8	Bilateria
SP7	KLF18	Bilateria
SP7	SP6	Bilateria
SP7	KLF7	Bilateria
SP7	SP9	Bilateria
SP7	KLF17	Bilateria
SP7	KLF11	Bilateria
SP7	KLF9	Bilateria
SP7	KLF12	Bilateria
SP7	KLF5	Bilateria
SP7	KLF16	Bilateria
SP7	SP5	Bilateria
SP7	KLF1	Bilateria
SP7	KLF3	Bilateria
ZNF804A	ZNF804B	Vertebrata
ZNF804A	GPATCH8	Vertebrata
NFXL1	NFX1	Opisthokonta
NPAS2	ARNT	Bilateria
NPAS2	BMAL1	Bilateria
NPAS2	BMAL2	Bilateria
NPAS2	PASD1	Bilateria
NPAS2	ARNT2	Bilateria
NPAS2	CLOCK	Bilateria
IRX1	MKX	Bilateria
IRX1	IRX6	Bilateria
IRX1	IRX3	Bilateria
IRX1	IRX2	Bilateria
IRX1	IRX4	Bilateria
IRX1	IRX5	Bilateria
IRX2	MKX	Bilateria
IRX2	IRX6	Bilateria
IRX2	IRX3	Bilateria
IRX2	IRX1	Bilateria
IRX2	IRX4	Bilateria
IRX2	IRX5	Bilateria
SIX2	SIX3	Bilateria
SIX2	SIX5	Bilateria
SIX2	ANHX	Bilateria
SIX2	SIX4	Bilateria
SIX2	SIX6	Bilateria
SIX2	SIX1	Bilateria
STAT2	STAT5A	Bilateria
STAT2	STAT6	Bilateria
STAT2	STAT5B	Bilateria
STAT2	STAT4	Vertebrata
STAT2	STAT1	Vertebrata
STAT2	STAT3	Vertebrata
FOXA3	FOXQ1	Opisthokonta
FOXA3	FOXF1	Opisthokonta
